call_id	energy_index	row_id	family	branch	orbital_l	legacy_l	state_index	form_selector	dispatch	dispatch_branch	formula_title	dispatch_title	previous_title	pre_reset_energy	post_reset_energy	input_energy	effective_energy	dither_before	z	qb	qk	zr	zb	born	ter	tei	der	dei	hadronic_real	hadronic_imag
133	1	11	3	1	4	5	1	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	2.3528704047203064E-001	4.4519096612930298E-002	6.7601697519421577E-003	2.3369646072387695E-001	1.0474766604602337E-002	4.4519096612930298E-002	6.7601697519421577E-003
133	1	12	3	1	5	6	1	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	1.1956490576267242E-001	7.7557615004479885E-003	1.8976603168994188E-003	1.1933801323175430E-001	9.2731689801439643E-004	7.7557615004479885E-003	1.8976603168994188E-003
133	1	13	3	2	4	5	2	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	8.8567838072776794E-002	5.8970255777239799E-003	1.7298312159255147E-003	8.8414631783962250E-002	5.2228680578991771E-004	5.8970255777239799E-003	1.7298312159255147E-003
133	1	14	3	2	5	6	2	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	4.9672953784465790E-002	-3.6751516163349152E-003	1.3506921277439687E-005	4.9672283232212067E-002	-1.8255563918501139E-004	-3.6751516163349152E-003	1.3506921277439687E-005
133	1	15	4	1	4	5	1	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	1.8140259981155396E+000	-7.4031770229339600E-002	1.2274874746799469E-001	4.4519096612930298E-002	6.7601697519421577E-003	1.2914644181728363E-001	1.4431959949433804E-002	4.4519096612930298E-002	6.7601697519421577E-003
133	1	16	4	1	5	6	1	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	3.7707331776618958E-001	0.0000000000000000E+000	4.6827487647533417E-002	7.7557615004479885E-003	1.8976603168994188E-003	4.9663115292787552E-002	1.0787398787215352E-003	7.7557615004479885E-003	1.8976603168994188E-003
133	1	17	4	2	4	5	2	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	1.1266528367996216E+000	-4.4986944645643234E-002	-4.7665104269981384E-002	5.8970255777239799E-003	1.7298312159255147E-003	-8.5847876965999603E-002	1.4025478158146143E-003	5.8970255777239799E-003	1.7298312159255147E-003
133	1	18	4	2	5	6	2	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	-5.6349281221628189E-003	-3.0537120997905731E-002	-3.6751516163349152E-003	1.3506921277439687E-005	-3.6171559244394302E-002	1.3293775555212051E-004	-3.6751516163349152E-003	1.3506921277439687E-005
133	1	19	5	1	4	5	1	3	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	6.2941145896911621E+000	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	-3.0323913693428040E-001	4.4519096612930298E-002	6.7601697519421577E-003	-3.0118918418884277E-001	-1.3499932363629341E-002	4.4519096612930298E-002	6.7601697519421577E-003
133	1	20	5	1	5	6	1	3	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	6.2941145896911621E+000	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	-1.0708204656839371E-001	7.7557615004479885E-003	1.8976603168994188E-003	-1.0687884688377380E-001	-8.3050283137708902E-004	7.7557615004479885E-003	1.8976603168994188E-003
133	1	21	5	2	4	5	2	3	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	6.2941145896911621E+000	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	-8.8819466531276703E-002	5.8970255777239799E-003	1.7298312159255147E-003	-8.8665820658206940E-002	-5.2377069368958473E-004	5.8970255777239799E-003	1.7298312159255147E-003
133	1	22	5	2	5	6	2	3	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	6.2941145896911621E+000	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	-4.9625724554061890E-002	-3.6751516163349152E-003	1.3506921277439687E-005	-4.9625054001808167E-002	1.8238206394016743E-004	-3.6751516163349152E-003	1.3506921277439687E-005
133	1	23	6	1	4	5	1	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	-1.2213294208049774E-001	4.4519096612930298E-002	6.7601697519421577E-003	-1.2130729854106903E-001	-5.4372483864426613E-003	4.4519096612930298E-002	6.7601697519421577E-003
133	1	24	6	1	5	6	1	3	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	6.2941145896911621E+000	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	-4.6924449503421783E-002	7.7557615004479885E-003	1.8976603168994188E-003	-4.6835403889417648E-002	-3.6393484333530068E-004	7.7557615004479885E-003	1.8976603168994188E-003
133	1	25	6	2	4	5	2	25	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	5.1513892412185669E-001	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	3.6650542169809341E-002	5.8970255777239799E-003	1.7298312159255147E-003	3.6587141454219818E-002	2.1612917771562934E-004	5.8970255777239799E-003	1.7298312159255147E-003
133	1	26	6	2	5	6	2	3	T	7	SP00	SP00	SP00	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	6.2941145896911621E+000	5.5361883544921875E+002	9.7970426082611084E-001	0.0000000000000000E+000	0.0000000000000000E+000	3.2744899392127991E-002	-3.6751516163349152E-003	1.3506921277439687E-005	3.2744456082582474E-002	-1.2034246901748702E-004	-3.6751516163349152E-003	1.3506921277439687E-005
