row	angle	predicted_obs	measured_obs	error	dchi
738	25.000	0.19923E+00	0.17600E+00	0.13000E-01	0.177E+01
739	35.000	0.21227E+00	0.21700E+00	0.13000E-01	-0.383E+00
740	45.000	0.22775E+00	0.19700E+00	0.14000E-01	0.218E+01
741	55.000	0.24448E+00	0.23000E+00	0.15000E-01	0.946E+00
742	65.000	0.26139E+00	0.26500E+00	0.15000E-01	-0.261E+00
743	75.000	0.27760E+00	0.27800E+00	0.14000E-01	-0.523E-01
744	85.000	0.29245E+00	0.29900E+00	0.14000E-01	-0.492E+00
745	95.000	0.30551E+00	0.32300E+00	0.14000E-01	-0.128E+01
746	105.000	0.31645E+00	0.31700E+00	0.15000E-01	-0.616E-01
747	115.000	0.32513E+00	0.33600E+00	0.16000E-01	-0.704E+00
748	125.000	0.33151E+00	0.38500E+00	0.16000E-01	-0.337E+01
749	135.000	0.33572E+00	0.35800E+00	0.16000E-01	-0.142E+01
750	145.000	0.33812E+00	0.32800E+00	0.16000E-01	0.607E+00
751	155.000	0.33917E+00	0.33600E+00	0.17000E-01	0.163E+00
752	165.000	0.33945E+00	0.33300E+00	0.19000E-01	0.318E+00
753	175.000	0.33945E+00	0.29900E+00	0.30000E-01	0.133E+01
754	10.000	0.19915E+00	0.17000E+00	0.24000E-01	0.963E+00
755	30.000	0.21945E+00	0.18900E+00	0.14000E-01	0.170E+01
756	50.000	0.25267E+00	0.26500E+00	0.17000E-01	-0.118E+01
757	70.000	0.28891E+00	0.30500E+00	0.19000E-01	-0.131E+01
758	90.000	0.32061E+00	0.32900E+00	0.20000E-01	-0.905E+00
759	110.000	0.34375E+00	0.33000E+00	0.19000E-01	0.176E+00
760	130.000	0.35703E+00	0.32700E+00	0.20000E-01	0.961E+00
761	150.000	0.36186E+00	0.35400E+00	0.19000E-01	-0.163E+00
762	170.000	0.36232E+00	0.32600E+00	0.33000E-01	0.768E+00
763	10.000	0.20056E+00	0.17500E+00	0.12000E-01	0.126E+01
764	30.000	0.22103E+00	0.21300E+00	0.90000E-02	-0.384E+00
765	50.000	0.25455E+00	0.26300E+00	0.10000E-01	-0.217E+01
766	70.000	0.29109E+00	0.29400E+00	0.12000E-01	-0.150E+01
767	90.000	0.32303E+00	0.29100E+00	0.12000E-01	0.127E+01
768	110.000	0.34631E+00	0.32900E+00	0.13000E-01	-0.529E-01
769	130.000	0.35964E+00	0.34000E+00	0.12000E-01	0.790E-01
770	150.000	0.36446E+00	0.31800E+00	0.11000E-01	0.250E+01
771	170.000	0.36490E+00	0.35800E+00	0.16000E-01	-0.754E+00
772	18.190	0.20968E+00	0.17750E+00	0.66000E-02	0.312E+01
773	31.790	0.22688E+00	0.18670E+00	0.71000E-02	0.389E+01
774	41.410	0.24271E+00	0.21700E+00	0.75000E-02	0.164E+01
775	49.460	0.25731E+00	0.22620E+00	0.76000E-02	0.222E+01
776	56.630	0.27075E+00	0.25750E+00	0.78000E-02	-0.220E+00
777	63.260	0.28317E+00	0.26050E+00	0.77000E-02	0.910E+00
778	69.510	0.29459E+00	0.29830E+00	0.79000E-02	-0.253E+01
779	75.520	0.30512E+00	0.28510E+00	0.79000E-02	0.398E+00
780	81.370	0.31481E+00	0.30770E+00	0.78000E-02	-0.132E+01
781	87.130	0.32371E+00	0.32530E+00	0.78000E-02	-0.250E+01
782	92.870	0.33186E+00	0.33340E+00	0.77000E-02	-0.258E+01
783	98.630	0.33927E+00	0.33380E+00	0.77000E-02	-0.173E+01
784	104.480	0.34595E+00	0.33670E+00	0.76000E-02	-0.130E+01
785	110.490	0.35190E+00	0.34080E+00	0.74000E-02	-0.113E+01
786	116.740	0.35710E+00	0.33250E+00	0.72000E-02	0.675E+00
787	123.370	0.36153E+00	0.32990E+00	0.70000E-02	0.166E+01
788	130.540	0.36512E+00	0.33920E+00	0.73000E-02	0.784E+00
789	138.590	0.36780E+00	0.33820E+00	0.72000E-02	0.129E+01
790	148.210	0.36951E+00	0.35610E+00	0.74000E-02	-0.949E+00
791	161.810	0.37012E+00	0.34730E+00	0.73000E-02	0.323E+00
792	62.000	0.28592E+00	0.43000E+00	0.70000E-01	-0.139E+01
793	78.500	0.31579E+00	0.48000E+00	0.70000E-01	-0.161E+01
794	90.000	0.33385E+00	0.57000E+00	0.80000E-01	-0.227E+01
795	101.500	0.34886E+00	0.64000E+00	0.80000E-01	-0.293E+01
796	113.600	0.36098E+00	0.55000E+00	0.80000E-01	-0.163E+01
797	126.900	0.36989E+00	0.64000E+00	0.90000E-01	-0.233E+01
798	146.100	0.37568E+00	0.65000E+00	0.10000E+00	-0.213E+01
799	10.000	0.21189E+00	0.21000E+00	0.34000E-01	-0.308E+00
800	30.000	0.23386E+00	0.18400E+00	0.15000E-01	0.242E+01
801	50.000	0.26976E+00	0.27500E+00	0.18000E-01	-0.117E+01
802	70.000	0.30876E+00	0.30600E+00	0.20000E-01	-0.762E+00
803	90.000	0.34262E+00	0.33100E+00	0.20000E-01	-0.418E+00
804	110.000	0.36707E+00	0.36500E+00	0.21000E-01	-0.921E+00
805	130.000	0.38080E+00	0.37300E+00	0.21000E-01	-0.686E+00
806	150.000	0.38551E+00	0.34100E+00	0.19000E-01	0.116E+01
807	170.000	0.38572E+00	0.27700E+00	0.39000E-01	0.221E+01
808	5.000	0.21565E+00	0.20800E+00	0.23000E-01	0.301E+00
809	15.000	0.22173E+00	0.18300E+00	0.15000E-01	0.253E+01
810	25.000	0.23327E+00	0.19500E+00	0.13000E-01	0.288E+01
811	35.000	0.24914E+00	0.21700E+00	0.14000E-01	0.224E+01
812	45.000	0.26792E+00	0.23100E+00	0.15000E-01	0.240E+01
813	55.000	0.28813E+00	0.26700E+00	0.16000E-01	0.126E+01
814	65.000	0.30843E+00	0.28100E+00	0.16000E-01	0.165E+01
815	75.000	0.32773E+00	0.33400E+00	0.15000E-01	-0.492E+00
816	85.000	0.34524E+00	0.34800E+00	0.15000E-01	-0.261E+00
817	95.000	0.36044E+00	0.39200E+00	0.15000E-01	-0.218E+01
818	105.000	0.37299E+00	0.39800E+00	0.16000E-01	-0.164E+01
819	115.000	0.38273E+00	0.41600E+00	0.16000E-01	-0.216E+01
820	125.000	0.38968E+00	0.37600E+00	0.17000E-01	0.727E+00
821	135.000	0.39404E+00	0.42100E+00	0.17000E-01	-0.166E+01
822	145.000	0.39628E+00	0.40000E+00	0.17000E-01	-0.297E+00
823	155.000	0.39702E+00	0.43900E+00	0.18000E-01	-0.241E+01
824	165.000	0.39698E+00	0.41200E+00	0.21000E-01	-0.779E+00
825	175.000	0.39678E+00	0.31200E+00	0.33000E-01	0.253E+01
826	10.000	0.22505E+00	0.16000E+00	0.24000E-01	0.189E+01
827	30.000	0.24880E+00	0.22100E+00	0.16000E-01	0.382E+00
828	50.000	0.28753E+00	0.28800E+00	0.20000E-01	-0.128E+01
829	70.000	0.32942E+00	0.33900E+00	0.22000E-01	-0.174E+01
830	90.000	0.36553E+00	0.31300E+00	0.21000E-01	0.984E+00
831	110.000	0.39130E+00	0.35600E+00	0.23000E-01	0.522E-01
832	130.000	0.40547E+00	0.38400E+00	0.23000E-01	-0.603E+00
833	150.000	0.41001E+00	0.35600E+00	0.21000E-01	0.870E+00
834	170.000	0.40992E+00	0.29400E+00	0.40000E-01	0.200E+01
835	10.000	0.23848E+00	0.20800E+00	0.29000E-01	0.540E+00
836	30.000	0.26410E+00	0.24300E+00	0.18000E-01	0.260E+00
837	50.000	0.30577E+00	0.30500E+00	0.21000E-01	-0.868E+00
838	70.000	0.35067E+00	0.32800E+00	0.22000E-01	0.396E-01
839	90.000	0.38910E+00	0.37300E+00	0.23000E-01	-0.352E+00
840	110.000	0.41620E+00	0.40000E+00	0.24000E-01	-0.403E+00
841	130.000	0.43077E+00	0.38300E+00	0.24000E-01	0.875E+00
842	150.000	0.43507E+00	0.39500E+00	0.22000E-01	0.592E+00
843	170.000	0.43465E+00	0.37000E+00	0.50000E-01	0.753E+00
844	18.190	0.24970E+00	0.21010E+00	0.69000E-02	0.350E+01
845	31.790	0.27120E+00	0.24850E+00	0.77000E-02	0.767E+00
846	41.410	0.29093E+00	0.25690E+00	0.83000E-02	0.193E+01
847	49.460	0.30905E+00	0.28150E+00	0.82000E-02	0.103E+01
848	56.630	0.32565E+00	0.29650E+00	0.85000E-02	0.106E+01
849	63.260	0.34091E+00	0.31300E+00	0.86000E-02	0.790E+00
850	69.510	0.35487E+00	0.35590E+00	0.86000E-02	-0.268E+01
851	75.520	0.36765E+00	0.35240E+00	0.88000E-02	-0.854E+00
852	81.370	0.37934E+00	0.38110E+00	0.86000E-02	-0.294E+01
853	87.130	0.38998E+00	0.37730E+00	0.84000E-02	-0.137E+01
854	92.870	0.39965E+00	0.38360E+00	0.85000E-02	-0.102E+01
855	98.630	0.40834E+00	0.39540E+00	0.85000E-02	-0.145E+01
856	104.480	0.41608E+00	0.40680E+00	0.83000E-02	-0.199E+01
857	110.490	0.42288E+00	0.40440E+00	0.83000E-02	-0.929E+00
858	116.740	0.42870E+00	0.39880E+00	0.81000E-02	0.413E+00
859	123.370	0.43352E+00	0.39510E+00	0.79000E-02	0.146E+01
860	130.540	0.43726E+00	0.40170E+00	0.81000E-02	0.105E+01
861	138.590	0.43984E+00	0.41400E+00	0.82000E-02	-0.170E+00
862	148.210	0.44118E+00	0.39920E+00	0.80000E-02	0.183E+01
863	161.810	0.44112E+00	0.40460E+00	0.82000E-02	0.112E+01
864	10.000	0.24730E+00	0.22700E+00	0.36000E-01	0.144E+00
865	30.000	0.27416E+00	0.26800E+00	0.18000E-01	-0.588E+00
866	50.000	0.31781E+00	0.31300E+00	0.21000E-01	-0.695E+00
867	70.000	0.36470E+00	0.36100E+00	0.23000E-01	-0.808E+00
868	90.000	0.40466E+00	0.36000E+00	0.23000E-01	0.867E+00
869	110.000	0.43263E+00	0.42300E+00	0.24000E-01	-0.700E+00
870	130.000	0.44744E+00	0.39800E+00	0.24000E-01	0.921E+00
871	150.000	0.45156E+00	0.39800E+00	0.22000E-01	0.118E+01
872	170.000	0.45090E+00	0.39600E+00	0.54000E-01	0.507E+00
873	5.000	0.24640E+00	0.23200E+00	0.23000E-01	0.676E+00
874	15.000	0.25364E+00	0.21700E+00	0.15000E-01	0.252E+01
875	25.000	0.26738E+00	0.18200E+00	0.14000E-01	0.619E+01
876	35.000	0.28624E+00	0.29100E+00	0.15000E-01	-0.228E+00
877	45.000	0.30850E+00	0.29900E+00	0.16000E-01	0.684E+00
878	55.000	0.33236E+00	0.32500E+00	0.17000E-01	0.524E+00
879	65.000	0.35618E+00	0.34700E+00	0.17000E-01	0.638E+00
880	75.000	0.37866E+00	0.37700E+00	0.16000E-01	0.214E+00
881	85.000	0.39888E+00	0.40600E+00	0.16000E-01	-0.329E+00
882	95.000	0.41621E+00	0.43000E+00	0.16000E-01	-0.740E+00
883	105.000	0.43031E+00	0.43100E+00	0.16000E-01	0.822E-01
884	115.000	0.44101E+00	0.45400E+00	0.18000E-01	-0.607E+00
885	125.000	0.44840E+00	0.48900E+00	0.18000E-01	-0.214E+01
886	135.000	0.45277E+00	0.45500E+00	0.18000E-01	-0.621E-02
887	145.000	0.45472E+00	0.47500E+00	0.19000E-01	-0.956E+00
888	155.000	0.45502E+00	0.47200E+00	0.19000E-01	-0.782E+00
889	165.000	0.45457E+00	0.55600E+00	0.23000E-01	-0.432E+01
890	175.000	0.45412E+00	0.43000E+00	0.35000E-01	0.750E+00
891	10.000	0.26099E+00	0.20700E+00	0.25000E-01	0.165E+01
892	30.000	0.28984E+00	0.25100E+00	0.17000E-01	0.146E+01
893	50.000	0.33660E+00	0.33800E+00	0.21000E-01	-0.844E+00
894	70.000	0.38664E+00	0.42900E+00	0.24000E-01	-0.255E+01
895	90.000	0.42899E+00	0.41800E+00	0.23000E-01	-0.427E+00
896	110.000	0.45828E+00	0.41300E+00	0.24000E-01	0.961E+00
897	130.000	0.47340E+00	0.50700E+00	0.26000E-01	-0.217E+01
898	150.000	0.47721E+00	0.40700E+00	0.22000E-01	0.214E+01
899	170.000	0.47616E+00	0.39800E+00	0.55000E-01	0.100E+01
900	10.000	0.27532E+00	0.24500E+00	0.33000E-01	0.209E+00
901	30.000	0.30627E+00	0.27900E+00	0.18000E-01	0.666E-01
902	50.000	0.35635E+00	0.34000E+00	0.22000E-01	-0.636E+00
903	70.000	0.40974E+00	0.39700E+00	0.24000E-01	-0.922E+00
904	90.000	0.45459E+00	0.41000E+00	0.23000E-01	0.256E+00
905	110.000	0.48524E+00	0.43700E+00	0.24000E-01	0.289E+00
906	130.000	0.50065E+00	0.44400E+00	0.25000E-01	0.562E+00
907	150.000	0.50406E+00	0.44100E+00	0.23000E-01	0.876E+00
908	170.000	0.50255E+00	0.41400E+00	0.65000E-01	0.704E+00
909	18.190	0.29205E+00	0.24780E+00	0.74000E-02	0.363E+01
910	31.790	0.31840E+00	0.26360E+00	0.85000E-02	0.422E+01
911	41.410	0.34250E+00	0.30490E+00	0.89000E-02	0.194E+01
912	49.460	0.36455E+00	0.33410E+00	0.92000E-02	0.952E+00
913	56.630	0.38467E+00	0.36350E+00	0.94000E-02	-0.182E+00
914	63.260	0.40308E+00	0.37860E+00	0.96000E-02	0.518E-01
915	69.510	0.41982E+00	0.41210E+00	0.95000E-02	-0.182E+01
916	75.520	0.43507E+00	0.43170E+00	0.96000E-02	-0.235E+01
917	81.370	0.44890E+00	0.44330E+00	0.96000E-02	-0.220E+01
918	87.130	0.46140E+00	0.45770E+00	0.95000E-02	-0.250E+01
919	92.870	0.47265E+00	0.46350E+00	0.95000E-02	-0.200E+01
920	98.630	0.48266E+00	0.47530E+00	0.93000E-02	-0.230E+01
921	104.480	0.49146E+00	0.47280E+00	0.92000E-02	-0.115E+01
922	110.490	0.49905E+00	0.48400E+00	0.93000E-02	-0.157E+01
923	116.740	0.50541E+00	0.48070E+00	0.92000E-02	-0.582E+00
924	123.370	0.51050E+00	0.47240E+00	0.89000E-02	0.869E+00
925	130.540	0.51424E+00	0.47490E+00	0.90000E-02	0.972E+00
926	138.590	0.51653E+00	0.47420E+00	0.90000E-02	0.129E+01
927	148.210	0.51725E+00	0.47180E+00	0.91000E-02	0.161E+01
928	161.810	0.51625E+00	0.46080E+00	0.88000E-02	0.281E+01
929	10.000	0.28996E+00	0.17600E+00	0.24000E-01	0.367E+01
930	30.000	0.32310E+00	0.28300E+00	0.19000E-01	0.599E+00
931	50.000	0.37663E+00	0.36600E+00	0.24000E-01	-0.952E+00
932	70.000	0.43348E+00	0.46000E+00	0.27000E-01	-0.241E+01
933	90.000	0.48091E+00	0.43400E+00	0.26000E-01	0.160E+00
934	110.000	0.51292E+00	0.49400E+00	0.27000E-01	-0.988E+00
935	130.000	0.52856E+00	0.46200E+00	0.28000E-01	0.699E+00
936	150.000	0.53150E+00	0.45300E+00	0.25000E-01	0.125E+01
937	170.000	0.52949E+00	0.48600E+00	0.82000E-01	-0.435E-01
938	10.000	0.30452E+00	0.27800E+00	0.69000E-01	0.397E-01
939	30.000	0.33989E+00	0.27800E+00	0.20000E-01	0.177E+01
940	50.000	0.39692E+00	0.41900E+00	0.26000E-01	-0.204E+01
941	70.000	0.45726E+00	0.44000E+00	0.28000E-01	-0.659E+00
942	90.000	0.50727E+00	0.49000E+00	0.28000E-01	-0.798E+00
943	110.000	0.54060E+00	0.51500E+00	0.30000E-01	-0.554E+00
944	130.000	0.55641E+00	0.47600E+00	0.30000E-01	0.123E+01
945	150.000	0.55883E+00	0.49500E+00	0.28000E-01	0.721E+00
946	170.000	0.55628E+00	0.42400E+00	0.49000E-01	0.181E+01
947	10.000	0.31918E+00	0.23200E+00	0.35000E-01	0.164E+01
948	30.000	0.35682E+00	0.29400E+00	0.20000E-01	0.148E+01
949	50.000	0.41743E+00	0.43400E+00	0.26000E-01	-0.213E+01
950	70.000	0.48134E+00	0.44400E+00	0.28000E-01	-0.267E+00
951	90.000	0.53396E+00	0.52500E+00	0.29000E-01	-0.141E+01
952	110.000	0.56859E+00	0.46400E+00	0.28000E-01	0.185E+01
953	130.000	0.58452E+00	0.53200E+00	0.30000E-01	-0.631E-01
954	150.000	0.58635E+00	0.51500E+00	0.28000E-01	0.599E+00
955	170.000	0.58322E+00	0.52400E+00	0.87000E-01	0.566E-01
956	18.190	0.33723E+00	0.27040E+00	0.85000E-02	0.579E+01
957	31.790	0.36904E+00	0.30960E+00	0.92000E-02	0.437E+01
958	41.410	0.39804E+00	0.36140E+00	0.99000E-02	0.160E+01
959	49.460	0.42449E+00	0.37880E+00	0.10100E-01	0.233E+01
960	56.630	0.44854E+00	0.42620E+00	0.10600E-01	-0.988E-01
961	63.260	0.47044E+00	0.44350E+00	0.10600E-01	0.227E+00
962	69.510	0.49025E+00	0.47060E+00	0.10900E-01	-0.543E+00
963	75.520	0.50819E+00	0.49860E+00	0.10700E-01	-0.158E+01
964	81.370	0.52436E+00	0.52080E+00	0.10700E-01	-0.222E+01
965	87.130	0.53885E+00	0.54570E+00	0.10800E-01	-0.324E+01
966	92.870	0.55176E+00	0.56050E+00	0.10700E-01	-0.351E+01
967	98.630	0.56312E+00	0.56070E+00	0.10600E-01	-0.254E+01
968	104.480	0.57296E+00	0.56780E+00	0.10600E-01	-0.233E+01
969	110.490	0.58130E+00	0.57290E+00	0.10600E-01	-0.207E+01
970	116.740	0.58809E+00	0.56300E+00	0.10400E-01	-0.537E+00
971	123.370	0.59330E+00	0.55500E+00	0.10400E-01	0.708E+00
972	130.540	0.59684E+00	0.56010E+00	0.10300E-01	0.545E+00
973	138.590	0.59860E+00	0.54440E+00	0.10200E-01	0.225E+01
974	148.210	0.59842E+00	0.54790E+00	0.10200E-01	0.189E+01
975	161.810	0.59613E+00	0.54770E+00	0.10200E-01	0.170E+01
976	10.000	0.33411E+00	0.23600E+00	0.32000E-01	0.161E+01
977	30.000	0.37412E+00	0.29400E+00	0.21000E-01	0.133E+01
978	50.000	0.43844E+00	0.38800E+00	0.27000E-01	-0.400E+00
979	70.000	0.50603E+00	0.47300E+00	0.30000E-01	-0.125E+01
980	90.000	0.56131E+00	0.52500E+00	0.30000E-01	-0.140E+01
981	110.000	0.59724E+00	0.51000E+00	0.30000E-01	0.127E+00
982	130.000	0.61322E+00	0.50500E+00	0.31000E-01	0.728E+00
983	150.000	0.61439E+00	0.51600E+00	0.29000E-01	0.434E+00
984	170.000	0.61062E+00	0.41400E+00	0.51000E-01	0.218E+01
985	10.000	0.34969E+00	0.26300E+00	0.56000E-01	0.809E+00
986	30.000	0.39222E+00	0.35700E+00	0.22000E-01	-0.509E+00
987	50.000	0.46048E+00	0.42800E+00	0.27000E-01	-0.816E+00
988	70.000	0.53197E+00	0.47700E+00	0.29000E-01	-0.276E+00
989	90.000	0.59004E+00	0.55400E+00	0.30000E-01	-0.113E+01
990	110.000	0.62728E+00	0.53500E+00	0.30000E-01	0.601E+00
991	130.000	0.64326E+00	0.59000E+00	0.32000E-01	-0.715E+00
992	150.000	0.64366E+00	0.48000E+00	0.28000E-01	0.312E+01
993	170.000	0.63918E+00	0.48100E+00	0.81000E-01	0.102E+01
994	10.000	0.36538E+00	0.28500E+00	0.59000E-01	0.379E+00
995	30.000	0.41049E+00	0.32600E+00	0.21000E-01	0.920E+00
996	50.000	0.48277E+00	0.40600E+00	0.27000E-01	0.471E-02
997	70.000	0.55823E+00	0.47400E+00	0.29000E-01	-0.152E+00
998	90.000	0.61913E+00	0.51300E+00	0.29000E-01	0.270E+00
999	110.000	0.65765E+00	0.53600E+00	0.30000E-01	0.575E+00
1000	130.000	0.67355E+00	0.57200E+00	0.31000E-01	-0.174E+00
1001	150.000	0.67310E+00	0.56000E+00	0.29000E-01	0.215E+00
1002	170.000	0.66787E+00	0.52400E+00	0.60000E-01	0.631E+00
1003	18.190	0.38363E+00	0.31060E+00	0.88000E-02	0.567E+01
1004	31.790	0.42132E+00	0.34470E+00	0.99000E-02	0.517E+01
1005	41.410	0.45562E+00	0.40010E+00	0.10700E-01	0.262E+01
1006	49.460	0.48679E+00	0.42790E+00	0.10900E-01	0.271E+01
1007	56.630	0.51504E+00	0.47670E+00	0.11100E-01	0.658E+00
1008	63.260	0.54065E+00	0.51680E+00	0.11200E-01	-0.779E+00
1009	69.510	0.56372E+00	0.54800E+00	0.11500E-01	-0.159E+01
1010	75.520	0.58449E+00	0.57460E+00	0.11500E-01	-0.220E+01
1011	81.370	0.60307E+00	0.59600E+00	0.11600E-01	-0.252E+01
1012	87.130	0.61961E+00	0.61580E+00	0.11400E-01	-0.294E+01
1013	92.870	0.63420E+00	0.62420E+00	0.11500E-01	-0.245E+01
1014	98.630	0.64688E+00	0.64370E+00	0.11600E-01	-0.309E+01
1015	104.480	0.65770E+00	0.64900E+00	0.11600E-01	-0.267E+01
1016	110.490	0.66667E+00	0.65490E+00	0.11700E-01	-0.243E+01
1017	116.740	0.67375E+00	0.64000E+00	0.11400E-01	-0.601E+00
1018	123.370	0.67892E+00	0.62960E+00	0.11200E-01	0.750E+00
1019	130.540	0.68204E+00	0.63030E+00	0.11200E-01	0.950E+00
1020	138.590	0.68300E+00	0.62980E+00	0.11200E-01	0.108E+01
1021	148.210	0.68164E+00	0.61820E+00	0.11100E-01	0.201E+01
1022	161.810	0.67774E+00	0.60740E+00	0.11000E-01	0.268E+01
1023	10.000	0.38095E+00	0.32300E+00	0.41000E-01	0.813E+00
1024	30.000	0.42866E+00	0.35200E+00	0.24000E-01	0.204E+01
1025	50.000	0.50501E+00	0.50200E+00	0.32000E-01	-0.926E+00
1026	70.000	0.58445E+00	0.59300E+00	0.36000E-01	-0.129E+01
1027	90.000	0.64816E+00	0.59900E+00	0.34000E-01	0.214E+00
1028	110.000	0.68793E+00	0.61400E+00	0.37000E-01	0.796E+00
1029	130.000	0.70369E+00	0.69200E+00	0.40000E-01	-0.845E+00
1030	150.000	0.70233E+00	0.65400E+00	0.35000E-01	0.835E-01
1031	170.000	0.69631E+00	0.58500E+00	0.11000E+00	0.603E+00
1032	10.000	0.39724E+00	0.36200E+00	0.45000E-01	0.376E+00
1033	30.000	0.44773E+00	0.36900E+00	0.24000E-01	0.242E+01
1034	50.000	0.52838E+00	0.47300E+00	0.31000E-01	0.100E+01
1035	70.000	0.61203E+00	0.61900E+00	0.36000E-01	-0.978E+00
1036	90.000	0.67866E+00	0.72600E+00	0.35000E-01	-0.225E+01
1037	110.000	0.71966E+00	0.65500E+00	0.36000E-01	0.874E+00
1038	130.000	0.73519E+00	0.74300E+00	0.40000E-01	-0.104E+01
1039	150.000	0.73281E+00	0.67500E+00	0.35000E-01	0.686E+00
1040	170.000	0.72591E+00	0.10310E+01	0.21900E+00	-0.155E+01
1041	10.000	0.41363E+00	0.38200E+00	0.45000E-01	0.718E-01
1042	30.000	0.46695E+00	0.38500E+00	0.25000E-01	0.200E+01
1043	50.000	0.55200E+00	0.59600E+00	0.34000E-01	-0.241E+01
1044	70.000	0.63992E+00	0.56700E+00	0.36000E-01	0.805E+00
1045	90.000	0.70949E+00	0.68600E+00	0.36000E-01	-0.701E+00
1046	110.000	0.75169E+00	0.67600E+00	0.38000E-01	0.634E+00
1047	130.000	0.76691E+00	0.71900E+00	0.41000E-01	-0.116E+00
1048	150.000	0.76343E+00	0.69700E+00	0.36000E-01	0.389E+00
1049	170.000	0.75559E+00	0.67700E+00	0.13400E+00	0.199E+00
1050	18.190	0.43554E+00	0.35510E+00	0.95000E-02	0.583E+01
1051	31.790	0.48015E+00	0.41460E+00	0.10600E-01	0.358E+01
1052	41.410	0.52062E+00	0.45880E+00	0.11500E-01	0.277E+01
1053	49.460	0.55730E+00	0.50810E+00	0.11800E-01	0.146E+01
1054	56.630	0.59042E+00	0.54020E+00	0.12100E-01	0.135E+01
1055	63.260	0.62031E+00	0.58910E+00	0.12300E-01	-0.360E+00
1056	69.510	0.64710E+00	0.63750E+00	0.12500E-01	-0.221E+01
1057	75.520	0.67107E+00	0.65320E+00	0.12600E-01	-0.164E+01
1058	81.370	0.69238E+00	0.69000E+00	0.12800E-01	-0.292E+01
1059	87.130	0.71116E+00	0.70600E+00	0.12700E-01	-0.281E+01
1060	92.870	0.72756E+00	0.72110E+00	0.12700E-01	-0.278E+01
1061	98.630	0.74162E+00	0.74110E+00	0.13000E-01	-0.324E+01
1062	104.480	0.75340E+00	0.74700E+00	0.12800E-01	-0.288E+01
1063	110.490	0.76292E+00	0.74670E+00	0.12800E-01	-0.216E+01
1064	116.740	0.77015E+00	0.74220E+00	0.12700E-01	-0.128E+01
1065	123.370	0.77503E+00	0.72400E+00	0.12400E-01	0.524E+00
1066	130.540	0.77744E+00	0.70770E+00	0.12200E-01	0.206E+01
1067	138.590	0.77724E+00	0.71850E+00	0.12400E-01	0.114E+01
1068	148.210	0.77424E+00	0.70330E+00	0.12200E-01	0.217E+01
1069	161.810	0.76820E+00	0.68110E+00	0.12000E-01	0.358E+01
1070	10.000	0.43053E+00	0.36800E+00	0.42000E-01	0.708E+00
1071	30.000	0.48682E+00	0.44000E+00	0.26000E-01	0.375E+00
1072	50.000	0.57647E+00	0.53900E+00	0.34000E-01	-0.189E+00
1073	70.000	0.66883E+00	0.66700E+00	0.39000E-01	-0.126E+01
1074	90.000	0.74143E+00	0.66400E+00	0.37000E-01	0.567E+00
1075	110.000	0.78481E+00	0.69600E+00	0.39000E-01	0.745E+00
1076	130.000	0.79965E+00	0.72200E+00	0.42000E-01	0.399E+00
1077	150.000	0.79494E+00	0.73300E+00	0.38000E-01	0.369E-01
1078	170.000	0.78609E+00	0.86000E+00	0.18600E+00	-0.719E+00
1079	10.000	0.44753E+00	0.34500E+00	0.40000E-01	0.124E+01
1080	30.000	0.50685E+00	0.41300E+00	0.27000E-01	0.126E+01
1081	50.000	0.60120E+00	0.51400E+00	0.34000E-01	0.479E+00
1082	70.000	0.69807E+00	0.64200E+00	0.40000E-01	-0.657E+00
1083	90.000	0.77371E+00	0.64900E+00	0.37000E-01	0.904E+00
1084	110.000	0.81824E+00	0.76000E+00	0.41000E-01	-0.934E+00
1085	130.000	0.83260E+00	0.73900E+00	0.43000E-01	-0.108E+00
1086	150.000	0.82658E+00	0.73100E+00	0.39000E-01	-0.496E-01
1087	170.000	0.81666E+00	0.70400E+00	0.11200E+00	0.146E+00
1088	10.000	0.46484E+00	0.37800E+00	0.47000E-01	0.967E+00
1089	30.000	0.52729E+00	0.47100E+00	0.26000E-01	0.360E+00
1090	50.000	0.62648E+00	0.58000E+00	0.34000E-01	-0.273E+00
1091	70.000	0.72800E+00	0.72500E+00	0.38000E-01	-0.163E+01
1092	90.000	0.80673E+00	0.75400E+00	0.37000E-01	-0.516E+00
1093	110.000	0.85237E+00	0.79400E+00	0.39000E-01	-0.449E+00
1094	130.000	0.86616E+00	0.73600E+00	0.42000E-01	0.126E+01
1095	150.000	0.85872E+00	0.73300E+00	0.37000E-01	0.133E+01
1096	170.000	0.84767E+00	0.72500E+00	0.70000E-01	0.674E+00
1097	53.100	0.64915E+00	0.60000E+00	0.90000E-01	0.152E+01
1098	66.400	0.71791E+00	0.97000E+00	0.11000E+00	-0.141E+01
1099	78.500	0.77274E+00	0.95000E+00	0.11000E+00	-0.666E+00
1100	90.000	0.81468E+00	0.10500E+01	0.12000E+00	-0.105E+01
1101	101.500	0.84532E+00	0.12400E+01	0.13000E+00	-0.216E+01
1102	113.600	0.86523E+00	0.12200E+01	0.13000E+00	-0.183E+01
1103	126.900	0.87389E+00	0.12500E+01	0.14000E+00	-0.185E+01
1104	146.100	0.86883E+00	0.10300E+01	0.14000E+00	-0.316E+00
1105	18.190	0.48873E+00	0.38880E+00	0.10200E-01	0.665E+01
1106	31.790	0.54073E+00	0.47680E+00	0.11600E-01	0.245E+01
1107	41.410	0.58780E+00	0.51810E+00	0.12500E-01	0.249E+01
