row	angle	predicted_obs	measured_obs	error	dchi
366	75.000	0.73406E-01	0.80000E-01	0.70000E-02	-0.352E+00
367	85.000	0.77629E-01	0.75000E-01	0.70000E-02	0.999E+00
368	95.000	0.81670E-01	0.94000E-01	0.70000E-02	-0.111E+01
369	105.000	0.85411E-01	0.99000E-01	0.80000E-02	-0.110E+01
370	115.000	0.88741E-01	0.10700E+00	0.80000E-02	-0.166E+01
371	125.000	0.91573E-01	0.85000E-01	0.90000E-02	0.130E+01
372	135.000	0.93858E-01	0.11400E+00	0.80000E-02	-0.186E+01
373	145.000	0.95586E-01	0.10900E+00	0.80000E-02	-0.100E+01
374	155.000	0.96794E-01	0.10700E+00	0.80000E-02	-0.595E+00
375	165.000	0.97543E-01	0.97000E-01	0.10000E-01	0.603E+00
376	175.000	0.97898E-01	0.94000E-01	0.15000E-01	0.627E+00
377	10.000	0.58488E-01	0.59000E-01	0.12000E-01	-0.402E+00
378	30.000	0.63066E-01	0.64000E-01	0.60000E-02	-0.932E+00
379	50.000	0.70929E-01	0.63000E-01	0.60000E-02	0.449E+00
380	70.000	0.80305E-01	0.75000E-01	0.60000E-02	-0.104E+00
381	90.000	0.89677E-01	0.87000E-01	0.70000E-02	-0.563E+00
382	110.000	0.97876E-01	0.84000E-01	0.70000E-02	0.950E+00
383	130.000	0.10401E+00	0.82000E-01	0.70000E-02	0.205E+01
384	150.000	0.10770E+00	0.10200E+00	0.80000E-02	-0.282E+00
385	170.000	0.10927E+00	0.14200E+00	0.32000E-01	-0.127E+01
386	10.000	0.62288E-01	0.49000E-01	0.60000E-02	0.249E+01
387	30.000	0.67205E-01	0.72000E-01	0.50000E-02	-0.600E+00
388	50.000	0.75627E-01	0.80000E-01	0.50000E-02	-0.471E+00
389	70.000	0.85625E-01	0.89000E-01	0.50000E-02	-0.218E+00
390	90.000	0.95557E-01	0.99000E-01	0.50000E-02	-0.179E+00
391	110.000	0.10419E+00	0.11100E+00	0.60000E-02	-0.672E+00
392	130.000	0.11058E+00	0.10600E+00	0.60000E-02	0.126E+01
393	150.000	0.11439E+00	0.12500E+00	0.70000E-02	-0.108E+01
394	170.000	0.11600E+00	0.12600E+00	0.10000E-01	-0.691E+00
395	10.000	0.67185E-01	0.37000E-01	0.80000E-02	0.240E+01
396	30.000	0.72548E-01	0.64000E-01	0.70000E-02	-0.475E+00
397	50.000	0.81705E-01	0.63000E-01	0.70000E-02	0.762E+00
398	70.000	0.92516E-01	0.72000E-01	0.70000E-02	0.768E+00
399	90.000	0.10318E+00	0.81000E-01	0.70000E-02	0.756E+00
400	110.000	0.11236E+00	0.88000E-01	0.80000E-02	0.746E+00
401	130.000	0.11909E+00	0.10000E+00	0.80000E-02	-0.505E-01
402	150.000	0.12303E+00	0.10400E+00	0.80000E-02	-0.138E+00
403	170.000	0.12467E+00	0.14200E+00	0.25000E-01	-0.151E+01
404	8.440	0.69761E-01	0.50000E-01	0.20000E-01	0.158E+01
405	24.500	0.73564E-01	0.78000E-01	0.12000E-01	0.670E+00
406	40.500	0.80278E-01	0.97000E-01	0.10000E-01	-0.311E+00
407	56.500	0.88763E-01	0.12600E+00	0.10000E-01	-0.222E+01
408	72.500	0.97886E-01	0.13200E+00	0.90000E-02	-0.195E+01
409	88.500	0.10674E+00	0.13200E+00	0.90000E-02	-0.796E+00
410	104.500	0.11464E+00	0.13900E+00	0.10000E-01	-0.493E+00
411	120.500	0.12102E+00	0.13000E+00	0.11000E-01	0.105E+01
412	136.500	0.12555E+00	0.13500E+00	0.15000E-01	0.789E+00
413	152.500	0.12828E+00	0.16900E+00	0.25000E-01	-0.759E+00
414	168.500	0.12955E+00	0.11400E+00	0.33000E-01	0.114E+01
415	18.190	0.74940E-01	0.65300E-01	0.44000E-02	0.251E+01
416	31.790	0.79850E-01	0.74000E-01	0.45000E-02	0.164E+01
417	41.410	0.84477E-01	0.75200E-01	0.50000E-02	0.218E+01
418	49.460	0.88851E-01	0.87500E-01	0.50000E-02	0.607E+00
419	56.630	0.92993E-01	0.95700E-01	0.51000E-02	-0.186E+00
420	63.260	0.96935E-01	0.95600E-01	0.51000E-02	0.621E+00
421	69.510	0.10068E+00	0.99800E-01	0.52000E-02	0.536E+00
422	75.520	0.10426E+00	0.11320E+00	0.52000E-02	-0.134E+01
423	81.370	0.10768E+00	0.11800E+00	0.51000E-02	-0.162E+01
424	87.130	0.11094E+00	0.12660E+00	0.50000E-02	-0.271E+01
425	92.870	0.11407E+00	0.12180E+00	0.47000E-02	-0.119E+01
426	98.630	0.11705E+00	0.12310E+00	0.45000E-02	-0.852E+00
427	104.480	0.11989E+00	0.13000E+00	0.46000E-02	-0.171E+01
428	110.490	0.12258E+00	0.12900E+00	0.45000E-02	-0.912E+00
429	116.740	0.12510E+00	0.12650E+00	0.45000E-02	0.216E+00
430	123.370	0.12746E+00	0.12790E+00	0.42000E-02	0.471E+00
431	130.540	0.12964E+00	0.12890E+00	0.43000E-02	0.742E+00
432	138.590	0.13160E+00	0.13340E+00	0.44000E-02	0.157E+00
433	148.210	0.13333E+00	0.13360E+00	0.44000E-02	0.513E+00
434	161.810	0.13480E+00	0.13360E+00	0.42000E-02	0.893E+00
435	5.000	0.73941E-01	0.70000E-01	0.16000E-01	0.417E+00
436	15.000	0.75537E-01	0.52000E-01	0.10000E-01	0.263E+01
437	25.000	0.78593E-01	0.65000E-01	0.90000E-02	0.183E+01
438	35.000	0.82868E-01	0.96000E-01	0.90000E-02	-0.112E+01
439	45.000	0.88053E-01	0.10800E+00	0.90000E-02	-0.186E+01
440	55.000	0.93825E-01	0.11200E+00	0.10000E-01	-0.147E+01
441	65.000	0.99884E-01	0.10300E+00	0.90000E-02	0.632E-01
442	75.000	0.10597E+00	0.11000E+00	0.90000E-02	-0.133E-01
443	85.000	0.11187E+00	0.11400E+00	0.90000E-02	0.222E+00
444	95.000	0.11741E+00	0.13800E+00	0.90000E-02	-0.181E+01
445	105.000	0.12242E+00	0.13700E+00	0.90000E-02	-0.112E+01
446	115.000	0.12678E+00	0.14500E+00	0.10000E-01	-0.135E+01
447	125.000	0.13039E+00	0.13300E+00	0.10000E-01	0.220E+00
448	135.000	0.13321E+00	0.14400E+00	0.10000E-01	-0.588E+00
449	145.000	0.13526E+00	0.14700E+00	0.10000E-01	-0.675E+00
450	155.000	0.13664E+00	0.13100E+00	0.10000E-01	0.107E+01
451	165.000	0.13745E+00	0.13300E+00	0.12000E-01	0.794E+00
452	175.000	0.13783E+00	0.12400E+00	0.20000E-01	0.946E+00
453	10.000	0.74545E-01	0.66000E-01	0.70000E-02	0.134E+01
454	30.000	0.80597E-01	0.90000E-01	0.60000E-02	-0.142E+01
455	50.000	0.90885E-01	0.10800E+00	0.60000E-02	-0.268E+01
456	70.000	0.10294E+00	0.10600E+00	0.50000E-02	-0.381E+00
457	90.000	0.11470E+00	0.11700E+00	0.60000E-02	-0.170E+00
458	110.000	0.12469E+00	0.11800E+00	0.60000E-02	0.135E+01
459	130.000	0.13190E+00	0.12800E+00	0.60000E-02	0.896E+00
460	150.000	0.13603E+00	0.13800E+00	0.70000E-02	-0.634E-01
461	170.000	0.13769E+00	0.13600E+00	0.90000E-02	0.360E+00
462	10.000	0.76409E-01	0.54000E-01	0.12000E-01	0.111E+01
463	30.000	0.82639E-01	0.83000E-01	0.70000E-02	-0.145E+01
464	50.000	0.93219E-01	0.77000E-01	0.60000E-02	0.858E+00
465	70.000	0.10559E+00	0.86000E-01	0.70000E-02	0.101E+01
466	90.000	0.11763E+00	0.10600E+00	0.70000E-02	-0.335E+00
467	110.000	0.12782E+00	0.11600E+00	0.80000E-02	-0.420E+00
468	130.000	0.13515E+00	0.10400E+00	0.70000E-02	0.216E+01
469	150.000	0.13932E+00	0.12700E+00	0.80000E-02	-0.528E+00
470	170.000	0.14099E+00	0.14000E+00	0.20000E-01	-0.788E+00
471	10.000	0.86279E-01	0.56000E-01	0.90000E-02	0.227E+01
472	30.000	0.93476E-01	0.72000E-01	0.70000E-02	0.155E+01
473	50.000	0.10563E+00	0.10000E+00	0.70000E-02	-0.913E+00
474	70.000	0.11972E+00	0.10500E+00	0.70000E-02	0.156E+00
475	90.000	0.13324E+00	0.13100E+00	0.90000E-02	-0.144E+01
476	110.000	0.14450E+00	0.12300E+00	0.80000E-02	0.631E+00
477	130.000	0.15241E+00	0.14000E+00	0.90000E-02	-0.549E+00
478	150.000	0.15677E+00	0.13100E+00	0.90000E-02	0.881E+00
479	170.000	0.15844E+00	0.13200E+00	0.18000E-01	0.467E+00
480	10.000	0.87769E-01	0.78000E-01	0.80000E-02	0.888E+00
481	30.000	0.95115E-01	0.10000E+00	0.60000E-02	-0.130E+01
482	50.000	0.10752E+00	0.11200E+00	0.60000E-02	-0.129E+01
483	70.000	0.12186E+00	0.12700E+00	0.70000E-02	-0.126E+01
484	90.000	0.13561E+00	0.13700E+00	0.70000E-02	-0.787E+00
485	110.000	0.14703E+00	0.14000E+00	0.70000E-02	0.366E+00
486	130.000	0.15502E+00	0.14400E+00	0.70000E-02	0.902E+00
487	150.000	0.15941E+00	0.14200E+00	0.70000E-02	0.180E+01
488	170.000	0.16107E+00	0.14700E+00	0.10000E-01	0.918E+00
489	10.000	0.97459E-01	0.73000E-01	0.13000E-01	0.126E+01
490	30.000	0.10579E+00	0.99000E-01	0.80000E-02	-0.249E+00
491	50.000	0.11980E+00	0.11900E+00	0.80000E-02	-0.114E+01
492	70.000	0.13588E+00	0.13200E+00	0.90000E-02	-0.823E+00
493	90.000	0.15109E+00	0.14300E+00	0.90000E-02	-0.495E+00
494	110.000	0.16353E+00	0.14300E+00	0.10000E-01	0.694E+00
495	130.000	0.17205E+00	0.15500E+00	0.90000E-02	0.306E+00
496	150.000	0.17657E+00	0.14400E+00	0.10000E-01	0.179E+01
497	170.000	0.17819E+00	0.14400E+00	0.24000E-01	0.808E+00
498	5.000	0.99743E-01	0.76000E-01	0.18000E-01	0.141E+01
499	15.000	0.10204E+00	0.94000E-01	0.11000E-01	0.890E+00
500	25.000	0.10642E+00	0.81000E-01	0.10000E-01	0.272E+01
501	35.000	0.11251E+00	0.91000E-01	0.10000E-01	0.234E+01
502	45.000	0.11985E+00	0.13200E+00	0.11000E-01	-0.917E+00
503	55.000	0.12793E+00	0.12400E+00	0.11000E-01	0.557E+00
504	65.000	0.13630E+00	0.13100E+00	0.10000E-01	0.765E+00
505	75.000	0.14458E+00	0.15000E+00	0.10000E-01	-0.293E+00
506	85.000	0.15246E+00	0.16300E+00	0.10000E-01	-0.792E+00
507	95.000	0.15969E+00	0.16300E+00	0.10000E-01	-0.558E-01
508	105.000	0.16609E+00	0.18200E+00	0.10000E-01	-0.130E+01
509	115.000	0.17151E+00	0.20100E+00	0.11000E-01	-0.241E+01
510	125.000	0.17585E+00	0.19500E+00	0.12000E-01	-0.134E+01
511	135.000	0.17911E+00	0.19500E+00	0.12000E-01	-0.107E+01
512	145.000	0.18136E+00	0.18200E+00	0.12000E-01	0.207E+00
513	155.000	0.18278E+00	0.18800E+00	0.12000E-01	-0.173E+00
514	165.000	0.18356E+00	0.19100E+00	0.14000E-01	-0.306E+00
515	175.000	0.18389E+00	0.13500E+00	0.23000E-01	0.226E+01
516	18.190	0.10487E+00	0.85300E-01	0.50000E-02	0.378E+01
517	31.790	0.11218E+00	0.11180E+00	0.51000E-02	-0.703E-01
518	41.410	0.11901E+00	0.10940E+00	0.57000E-02	0.155E+01
519	49.460	0.12542E+00	0.12440E+00	0.55000E-02	0.344E-01
520	56.630	0.13142E+00	0.12390E+00	0.58000E-02	0.115E+01
521	63.260	0.13707E+00	0.12860E+00	0.61000E-02	0.124E+01
522	69.510	0.14239E+00	0.14260E+00	0.58000E-02	-0.199E+00
523	75.520	0.14740E+00	0.15790E+00	0.60000E-02	-0.191E+01
524	81.370	0.15213E+00	0.15380E+00	0.57000E-02	-0.468E+00
525	87.130	0.15660E+00	0.16240E+00	0.58000E-02	-0.118E+01
526	92.870	0.16081E+00	0.16210E+00	0.57000E-02	-0.412E+00
527	98.630	0.16477E+00	0.16050E+00	0.52000E-02	0.613E+00
528	104.480	0.16848E+00	0.17540E+00	0.53000E-02	-0.152E+01
529	110.490	0.17193E+00	0.17610E+00	0.51000E-02	-0.104E+01
530	116.740	0.17511E+00	0.17840E+00	0.50000E-02	-0.888E+00
531	123.370	0.17801E+00	0.17920E+00	0.49000E-02	-0.482E+00
532	130.540	0.18060E+00	0.17280E+00	0.49000E-02	0.135E+01
533	138.590	0.18285E+00	0.18050E+00	0.59000E-02	0.194E+00
534	148.210	0.18473E+00	0.18110E+00	0.50000E-02	0.482E+00
535	161.810	0.18618E+00	0.18690E+00	0.51000E-02	-0.381E+00
536	10.000	0.10328E+00	0.93000E-01	0.90000E-02	0.826E+00
537	30.000	0.11222E+00	0.10400E+00	0.60000E-02	0.855E+00
538	50.000	0.12723E+00	0.13700E+00	0.70000E-02	-0.190E+01
539	70.000	0.14436E+00	0.14900E+00	0.70000E-02	-0.123E+01
540	90.000	0.16046E+00	0.16700E+00	0.80000E-02	-0.137E+01
541	110.000	0.17350E+00	0.15700E+00	0.80000E-02	0.146E+01
542	130.000	0.18231E+00	0.16800E+00	0.80000E-02	0.116E+01
543	150.000	0.18689E+00	0.17900E+00	0.80000E-02	0.342E+00
544	170.000	0.18847E+00	0.17900E+00	0.11000E-01	0.389E+00
545	66.400	0.14513E+00	0.20000E+00	0.70000E-01	-0.641E+00
546	78.500	0.15560E+00	0.20000E+00	0.60000E-01	-0.561E+00
547	90.000	0.16482E+00	0.36000E+00	0.80000E-01	-0.230E+01
548	101.500	0.17296E+00	0.35000E+00	0.70000E-01	-0.236E+01
549	113.600	0.18008E+00	0.29000E+00	0.70000E-01	-0.139E+01
550	126.900	0.18599E+00	0.42000E+00	0.90000E-01	-0.246E+01
551	143.100	0.19051E+00	0.51000E+00	0.13000E+00	-0.236E+01
552	10.000	0.10842E+00	0.71000E-01	0.18000E-01	0.140E+01
553	30.000	0.11792E+00	0.11200E+00	0.10000E-01	-0.746E+00
554	50.000	0.13381E+00	0.12100E+00	0.90000E-02	-0.263E+00
555	70.000	0.15190E+00	0.14200E+00	0.10000E-01	-0.734E+00
556	90.000	0.16879E+00	0.15700E+00	0.12000E-01	-0.614E+00
557	110.000	0.18235E+00	0.13400E+00	0.11000E-01	0.251E+01
558	130.000	0.19141E+00	0.16100E+00	0.11000E-01	0.790E+00
559	150.000	0.19602E+00	0.17900E+00	0.12000E-01	-0.435E+00
560	170.000	0.19756E+00	0.15400E+00	0.24000E-01	0.881E+00
561	10.000	0.11847E+00	0.10400E+00	0.90000E-02	0.663E+00
562	30.000	0.12907E+00	0.12300E+00	0.70000E-02	-0.456E+00
563	50.000	0.14675E+00	0.14300E+00	0.70000E-02	-0.969E+00
564	70.000	0.16671E+00	0.16300E+00	0.80000E-02	-0.103E+01
565	90.000	0.18515E+00	0.17500E+00	0.80000E-02	-0.392E+00
566	110.000	0.19972E+00	0.18200E+00	0.80000E-02	0.424E+00
567	130.000	0.20923E+00	0.19200E+00	0.80000E-02	0.277E+00
568	150.000	0.21387E+00	0.18700E+00	0.80000E-02	0.144E+01
569	170.000	0.21531E+00	0.18700E+00	0.11000E-01	0.117E+01
570	10.000	0.12019E+00	0.12300E+00	0.19000E-01	-0.779E+00
571	30.000	0.13098E+00	0.11500E+00	0.90000E-02	0.325E+00
572	50.000	0.14896E+00	0.15000E+00	0.10000E-01	-0.159E+01
573	70.000	0.16926E+00	0.15700E+00	0.10000E-01	-0.462E+00
574	90.000	0.18796E+00	0.17000E+00	0.12000E-01	-0.648E-01
575	110.000	0.20270E+00	0.18500E+00	0.12000E-01	-0.209E+00
576	130.000	0.21228E+00	0.18300E+00	0.11000E-01	0.738E+00
577	150.000	0.21692E+00	0.16700E+00	0.11000E-01	0.257E+01
578	170.000	0.21834E+00	0.27100E+00	0.12400E+00	-0.600E+00
579	5.000	0.12814E+00	0.10900E+00	0.20000E-01	0.927E+00
580	15.000	0.13127E+00	0.11800E+00	0.12000E-01	0.105E+01
581	25.000	0.13724E+00	0.11200E+00	0.11000E-01	0.224E+01
582	35.000	0.14551E+00	0.12200E+00	0.10000E-01	0.228E+01
583	45.000	0.15540E+00	0.12600E+00	0.11000E-01	0.261E+01
584	55.000	0.16622E+00	0.16800E+00	0.12000E-01	-0.214E+00
585	65.000	0.17729E+00	0.18500E+00	0.12000E-01	-0.711E+00
586	75.000	0.18810E+00	0.20800E+00	0.12000E-01	-0.173E+01
587	85.000	0.19822E+00	0.19100E+00	0.12000E-01	0.524E+00
588	95.000	0.20733E+00	0.24000E+00	0.12000E-01	-0.280E+01
589	105.000	0.21521E+00	0.23200E+00	0.12000E-01	-0.148E+01
590	115.000	0.22171E+00	0.22100E+00	0.12000E-01	-0.276E-01
591	125.000	0.22674E+00	0.22600E+00	0.13000E-01	-0.250E-01
592	135.000	0.23034E+00	0.23500E+00	0.13000E-01	-0.441E+00
593	145.000	0.23268E+00	0.23800E+00	0.13000E-01	-0.493E+00
594	155.000	0.23401E+00	0.23300E+00	0.13000E-01	-0.653E-02
595	165.000	0.23465E+00	0.22300E+00	0.16000E-01	0.660E+00
596	175.000	0.23489E+00	0.22100E+00	0.25000E-01	0.512E+00
597	10.000	0.13136E+00	0.10400E+00	0.16000E-01	0.810E+00
598	30.000	0.14339E+00	0.11300E+00	0.10000E-01	0.147E+01
599	50.000	0.16337E+00	0.15400E+00	0.10000E-01	-0.853E+00
600	70.000	0.18578E+00	0.16600E+00	0.11000E-01	-0.526E-01
601	90.000	0.20626E+00	0.20000E+00	0.13000E-01	-0.126E+01
602	110.000	0.22220E+00	0.19800E+00	0.13000E-01	-0.113E-01
603	130.000	0.23238E+00	0.20900E+00	0.12000E-01	-0.174E+00
604	150.000	0.23714E+00	0.19200E+00	0.12000E-01	0.160E+01
605	170.000	0.23849E+00	0.19300E+00	0.22000E-01	0.880E+00
606	10.000	0.13341E+00	0.12500E+00	0.10000E-01	0.120E+00
607	30.000	0.14567E+00	0.13400E+00	0.70000E-02	0.542E+00
608	50.000	0.16602E+00	0.16100E+00	0.80000E-02	-0.494E+00
609	70.000	0.18882E+00	0.18900E+00	0.90000E-02	-0.115E+01
610	90.000	0.20963E+00	0.19800E+00	0.90000E-02	0.335E-01
611	110.000	0.22580E+00	0.21300E+00	0.90000E-02	0.660E-01
612	130.000	0.23608E+00	0.22300E+00	0.90000E-02	0.360E-01
613	150.000	0.24086E+00	0.22300E+00	0.90000E-02	0.538E+00
614	170.000	0.24219E+00	0.21400E+00	0.12000E-01	0.126E+01
615	18.190	0.13824E+00	0.11370E+00	0.56000E-02	0.343E+01
616	31.790	0.14847E+00	0.13160E+00	0.58000E-02	0.192E+01
617	41.410	0.15798E+00	0.14240E+00	0.63000E-02	0.150E+01
618	49.460	0.16682E+00	0.15250E+00	0.63000E-02	0.125E+01
619	56.630	0.17505E+00	0.15690E+00	0.64000E-02	0.178E+01
620	63.260	0.18274E+00	0.17940E+00	0.66000E-02	-0.565E+00
621	69.510	0.18990E+00	0.18570E+00	0.64000E-02	-0.491E+00
622	75.520	0.19659E+00	0.19690E+00	0.66000E-02	-0.120E+01
623	81.370	0.20283E+00	0.20270E+00	0.63000E-02	-0.122E+01
624	87.130	0.20866E+00	0.20640E+00	0.64000E-02	-0.906E+00
625	92.870	0.21410E+00	0.22700E+00	0.64000E-02	-0.331E+01
626	98.630	0.21914E+00	0.22450E+00	0.61000E-02	-0.227E+01
627	104.480	0.22379E+00	0.22400E+00	0.61000E-02	-0.145E+01
628	110.490	0.22804E+00	0.21670E+00	0.58000E-02	0.436E+00
629	116.740	0.23189E+00	0.22570E+00	0.57000E-02	-0.487E+00
630	123.370	0.23530E+00	0.23110E+00	0.56000E-02	-0.873E+00
631	130.540	0.23826E+00	0.22520E+00	0.57000E-02	0.675E+00
632	138.590	0.24070E+00	0.22560E+00	0.57000E-02	0.102E+01
633	148.210	0.24260E+00	0.22360E+00	0.57000E-02	0.169E+01
634	161.810	0.24388E+00	0.22790E+00	0.58000E-02	0.113E+01
635	10.000	0.15009E+00	0.12200E+00	0.10000E-01	0.192E+01
636	30.000	0.16427E+00	0.14400E+00	0.70000E-02	0.150E+01
637	50.000	0.18772E+00	0.19200E+00	0.80000E-02	-0.193E+01
638	70.000	0.21380E+00	0.21200E+00	0.90000E-02	-0.121E+01
639	90.000	0.23731E+00	0.21200E+00	0.90000E-02	0.125E+01
640	110.000	0.25527E+00	0.25100E+00	0.10000E-01	-0.109E+01
641	130.000	0.26640E+00	0.24700E+00	0.90000E-02	0.401E+00
642	150.000	0.27130E+00	0.24900E+00	0.90000E-02	0.690E+00
643	170.000	0.27248E+00	0.25900E+00	0.13000E-01	-0.206E+00
644	10.000	0.15023E+00	0.14400E+00	0.28000E-01	0.215E+00
645	30.000	0.16443E+00	0.16100E+00	0.12000E-01	0.266E+00
646	50.000	0.18791E+00	0.20900E+00	0.13000E-01	-0.164E+01
647	70.000	0.21401E+00	0.23400E+00	0.14000E-01	-0.145E+01
648	90.000	0.23754E+00	0.23700E+00	0.14000E-01	0.142E-01
649	110.000	0.25552E+00	0.27200E+00	0.16000E-01	-0.105E+01
650	130.000	0.26666E+00	0.26300E+00	0.15000E-01	0.218E+00
651	150.000	0.27156E+00	0.25300E+00	0.14000E-01	0.130E+01
652	170.000	0.27274E+00	0.21100E+00	0.24000E-01	0.256E+01
653	5.000	0.15569E+00	0.19000E+00	0.22000E-01	-0.153E+01
654	15.000	0.15969E+00	0.11700E+00	0.13000E-01	0.334E+01
655	25.000	0.16729E+00	0.12300E+00	0.12000E-01	0.375E+01
656	35.000	0.17780E+00	0.15300E+00	0.12000E-01	0.213E+01
657	45.000	0.19032E+00	0.18100E+00	0.13000E-01	0.781E+00
658	55.000	0.20392E+00	0.17700E+00	0.14000E-01	0.199E+01
659	65.000	0.21776E+00	0.20500E+00	0.14000E-01	0.980E+00
660	75.000	0.23114E+00	0.24600E+00	0.13000E-01	-0.107E+01
661	85.000	0.24352E+00	0.24800E+00	0.13000E-01	-0.262E+00
662	95.000	0.25454E+00	0.27600E+00	0.13000E-01	-0.156E+01
663	105.000	0.26392E+00	0.29100E+00	0.13000E-01	-0.199E+01
664	115.000	0.27151E+00	0.27300E+00	0.14000E-01	-0.211E-01
665	125.000	0.27724E+00	0.28900E+00	0.15000E-01	-0.703E+00
666	135.000	0.28119E+00	0.30200E+00	0.15000E-01	-0.130E+01
667	145.000	0.28361E+00	0.31400E+00	0.15000E-01	-0.194E+01
668	155.000	0.28486E+00	0.27600E+00	0.16000E-01	0.632E+00
669	165.000	0.28536E+00	0.29100E+00	0.18000E-01	-0.244E+00
670	175.000	0.28550E+00	0.32600E+00	0.30000E-01	-0.131E+01
671	10.000	0.16195E+00	0.13300E+00	0.25000E-01	0.372E+00
672	30.000	0.17755E+00	0.17000E+00	0.13000E-01	-0.108E+01
673	50.000	0.20328E+00	0.19100E+00	0.14000E-01	-0.885E+00
674	70.000	0.23175E+00	0.18800E+00	0.15000E-01	0.104E+01
675	90.000	0.25721E+00	0.21700E+00	0.16000E-01	0.562E+00
676	110.000	0.27644E+00	0.23800E+00	0.17000E-01	0.288E+00
677	130.000	0.28815E+00	0.24100E+00	0.16000E-01	0.761E+00
678	150.000	0.29309E+00	0.24600E+00	0.16000E-01	0.720E+00
679	170.000	0.29413E+00	0.25000E+00	0.34000E-01	0.248E+00
680	10.000	0.16586E+00	0.13600E+00	0.11000E-01	0.172E+01
681	30.000	0.18194E+00	0.17600E+00	0.80000E-02	-0.761E+00
682	50.000	0.20844E+00	0.20600E+00	0.90000E-02	-0.126E+01
683	70.000	0.23770E+00	0.23600E+00	0.90000E-02	-0.156E+01
684	90.000	0.26381E+00	0.25200E+00	0.11000E-01	-0.512E+00
685	110.000	0.28347E+00	0.25500E+00	0.11000E-01	0.884E+00
686	130.000	0.29535E+00	0.27100E+00	0.10000E-01	0.483E+00
687	150.000	0.30030E+00	0.25800E+00	0.10000E-01	0.224E+01
688	170.000	0.30130E+00	0.28400E+00	0.14000E-01	-0.187E+00
689	18.190	0.17284E+00	0.14540E+00	0.60000E-02	0.312E+01
690	31.790	0.18633E+00	0.16490E+00	0.66000E-02	0.183E+01
691	41.410	0.19879E+00	0.16770E+00	0.71000E-02	0.297E+01
692	49.460	0.21033E+00	0.19610E+00	0.70000E-02	0.521E+00
693	56.630	0.22102E+00	0.20000E+00	0.72000E-02	0.137E+01
694	63.260	0.23093E+00	0.21340E+00	0.73000E-02	0.809E+00
695	69.510	0.24011E+00	0.23020E+00	0.72000E-02	-0.303E+00
696	75.520	0.24862E+00	0.23530E+00	0.71000E-02	0.114E+00
697	81.370	0.25652E+00	0.25270E+00	0.71000E-02	-0.128E+01
698	87.130	0.26382E+00	0.26420E+00	0.70000E-02	-0.195E+01
699	92.870	0.27057E+00	0.27160E+00	0.70000E-02	-0.209E+01
700	98.630	0.27677E+00	0.27650E+00	0.68000E-02	-0.201E+01
701	104.480	0.28242E+00	0.28340E+00	0.68000E-02	-0.224E+01
702	110.490	0.28753E+00	0.28130E+00	0.66000E-02	-0.125E+01
703	116.740	0.29207E+00	0.27530E+00	0.64000E-02	0.322E+00
704	123.370	0.29602E+00	0.28020E+00	0.64000E-02	0.143E+00
705	130.540	0.29933E+00	0.27790E+00	0.64000E-02	0.994E+00
706	138.590	0.30196E+00	0.28470E+00	0.66000E-02	0.312E+00
707	148.210	0.30384E+00	0.28690E+00	0.66000E-02	0.248E+00
708	161.810	0.30488E+00	0.28040E+00	0.65000E-02	0.140E+01
709	10.000	0.17406E+00	0.12200E+00	0.21000E-01	0.203E+01
710	30.000	0.19116E+00	0.17300E+00	0.14000E-01	0.564E+00
711	50.000	0.21928E+00	0.24400E+00	0.15000E-01	-0.243E+01
712	70.000	0.25024E+00	0.23700E+00	0.16000E-01	-0.124E-01
713	90.000	0.27772E+00	0.24700E+00	0.17000E-01	0.930E+00
714	110.000	0.29825E+00	0.30600E+00	0.18000E-01	-0.132E+01
715	130.000	0.31051E+00	0.27300E+00	0.17000E-01	0.123E+01
716	150.000	0.31545E+00	0.29200E+00	0.17000E-01	0.383E+00
717	170.000	0.31634E+00	0.28000E+00	0.43000E-01	0.450E+00
718	10.000	0.18214E+00	0.19000E+00	0.13000E-01	-0.144E+01
719	30.000	0.20025E+00	0.19200E+00	0.80000E-02	-0.457E+00
720	50.000	0.22998E+00	0.22300E+00	0.90000E-02	-0.743E+00
721	70.000	0.26263E+00	0.25300E+00	0.10000E-01	-0.599E+00
722	90.000	0.29146E+00	0.29100E+00	0.12000E-01	-0.141E+01
723	110.000	0.31284E+00	0.29800E+00	0.12000E-01	-0.313E+00
724	130.000	0.32544E+00	0.29200E+00	0.11000E-01	0.128E+01
725	150.000	0.33037E+00	0.28100E+00	0.10000E-01	0.297E+01
726	170.000	0.33113E+00	0.31400E+00	0.15000E-01	-0.170E+00
727	10.000	0.18623E+00	0.14700E+00	0.29000E-01	0.694E+00
728	30.000	0.20486E+00	0.16300E+00	0.13000E-01	0.160E+01
729	50.000	0.23542E+00	0.22300E+00	0.15000E-01	-0.783E+00
730	70.000	0.26892E+00	0.27000E+00	0.16000E-01	-0.179E+01
731	90.000	0.29844E+00	0.28100E+00	0.18000E-01	-0.733E+00
732	110.000	0.32025E+00	0.28700E+00	0.18000E-01	0.212E-01
733	130.000	0.33302E+00	0.28200E+00	0.17000E-01	0.991E+00
734	150.000	0.33793E+00	0.28200E+00	0.17000E-01	0.125E+01
735	170.000	0.33862E+00	0.24200E+00	0.49000E-01	0.126E+01
736	5.000	0.18480E+00	0.13900E+00	0.20000E-01	0.228E+01
737	15.000	0.18978E+00	0.15800E+00	0.14000E-01	0.225E+01
