row	angle	predicted_obs	measured_obs	error	dchi
740	45.000	0.22703E+00	0.19700E+00	0.14000E-01	0.213E+01
741	55.000	0.24303E+00	0.23000E+00	0.15000E-01	0.850E+00
742	65.000	0.25978E+00	0.26500E+00	0.15000E-01	-0.368E+00
743	75.000	0.27643E+00	0.27800E+00	0.14000E-01	-0.135E+00
744	85.000	0.29218E+00	0.29900E+00	0.14000E-01	-0.511E+00
745	95.000	0.30627E+00	0.32300E+00	0.14000E-01	-0.122E+01
746	105.000	0.31804E+00	0.31700E+00	0.15000E-01	0.450E-01
747	115.000	0.32703E+00	0.33600E+00	0.16000E-01	-0.584E+00
748	125.000	0.33304E+00	0.38500E+00	0.16000E-01	-0.327E+01
749	135.000	0.33626E+00	0.35800E+00	0.16000E-01	-0.138E+01
750	145.000	0.33724E+00	0.32800E+00	0.16000E-01	0.553E+00
751	155.000	0.33680E+00	0.33600E+00	0.17000E-01	0.244E-01
752	165.000	0.33585E+00	0.33300E+00	0.19000E-01	0.130E+00
753	175.000	0.33515E+00	0.29900E+00	0.30000E-01	0.119E+01
754	10.000	0.20241E+00	0.17000E+00	0.24000E-01	0.109E+01
755	30.000	0.22056E+00	0.18900E+00	0.14000E-01	0.177E+01
756	50.000	0.25138E+00	0.26500E+00	0.17000E-01	-0.125E+01
757	70.000	0.28728E+00	0.30500E+00	0.19000E-01	-0.139E+01
758	90.000	0.32089E+00	0.32900E+00	0.20000E-01	-0.894E+00
759	110.000	0.34579E+00	0.33000E+00	0.19000E-01	0.277E+00
760	130.000	0.35825E+00	0.32700E+00	0.20000E-01	0.102E+01
761	150.000	0.36003E+00	0.35400E+00	0.19000E-01	-0.260E+00
762	170.000	0.35782E+00	0.32600E+00	0.33000E-01	0.634E+00
763	10.000	0.20385E+00	0.17500E+00	0.12000E-01	0.153E+01
764	30.000	0.22216E+00	0.21300E+00	0.90000E-02	-0.258E+00
765	50.000	0.25325E+00	0.26300E+00	0.10000E-01	-0.228E+01
766	70.000	0.28944E+00	0.29400E+00	0.12000E-01	-0.163E+01
767	90.000	0.32331E+00	0.29100E+00	0.12000E-01	0.130E+01
768	110.000	0.34837E+00	0.32900E+00	0.13000E-01	0.106E+00
769	130.000	0.36089E+00	0.34000E+00	0.12000E-01	0.187E+00
770	150.000	0.36262E+00	0.31800E+00	0.11000E-01	0.235E+01
771	170.000	0.36035E+00	0.35800E+00	0.16000E-01	-0.102E+01
772	18.190	0.21234E+00	0.17750E+00	0.66000E-02	0.349E+01
773	31.790	0.22778E+00	0.18670E+00	0.71000E-02	0.400E+01
774	41.410	0.24231E+00	0.21700E+00	0.75000E-02	0.158E+01
775	49.460	0.25603E+00	0.22620E+00	0.76000E-02	0.205E+01
776	56.630	0.26899E+00	0.25750E+00	0.78000E-02	-0.444E+00
777	63.260	0.28128E+00	0.26050E+00	0.77000E-02	0.667E+00
778	69.510	0.29287E+00	0.29830E+00	0.79000E-02	-0.275E+01
779	75.520	0.30381E+00	0.28510E+00	0.79000E-02	0.229E+00
780	81.370	0.31408E+00	0.30770E+00	0.78000E-02	-0.142E+01
781	87.130	0.32365E+00	0.32530E+00	0.78000E-02	-0.252E+01
782	92.870	0.33250E+00	0.33340E+00	0.77000E-02	-0.252E+01
783	98.630	0.34055E+00	0.33380E+00	0.77000E-02	-0.158E+01
784	104.480	0.34775E+00	0.33670E+00	0.76000E-02	-0.109E+01
785	110.490	0.35403E+00	0.34080E+00	0.74000E-02	-0.873E+00
786	116.740	0.35928E+00	0.33250E+00	0.72000E-02	0.944E+00
787	123.370	0.36342E+00	0.32990E+00	0.70000E-02	0.190E+01
788	130.540	0.36632E+00	0.33920E+00	0.73000E-02	0.924E+00
789	138.590	0.36787E+00	0.33820E+00	0.72000E-02	0.128E+01
790	148.210	0.36793E+00	0.35610E+00	0.74000E-02	-0.117E+01
791	161.810	0.36635E+00	0.34730E+00	0.73000E-02	-0.181E+00
792	62.000	0.28398E+00	0.43000E+00	0.70000E-01	-0.143E+01
793	78.500	0.31473E+00	0.48000E+00	0.70000E-01	-0.163E+01
794	90.000	0.33415E+00	0.57000E+00	0.80000E-01	-0.227E+01
795	101.500	0.35047E+00	0.64000E+00	0.80000E-01	-0.291E+01
796	113.600	0.36324E+00	0.55000E+00	0.80000E-01	-0.160E+01
797	126.900	0.37154E+00	0.64000E+00	0.90000E-01	-0.231E+01
798	146.100	0.37444E+00	0.65000E+00	0.10000E+00	-0.215E+01
799	10.000	0.21551E+00	0.21000E+00	0.34000E-01	-0.205E+00
800	30.000	0.23510E+00	0.18400E+00	0.15000E-01	0.250E+01
801	50.000	0.26834E+00	0.27500E+00	0.18000E-01	-0.123E+01
802	70.000	0.30695E+00	0.30600E+00	0.20000E-01	-0.842E+00
803	90.000	0.34293E+00	0.33100E+00	0.20000E-01	-0.397E+00
804	110.000	0.36933E+00	0.36500E+00	0.21000E-01	-0.813E+00
805	130.000	0.38216E+00	0.37300E+00	0.21000E-01	-0.619E+00
806	150.000	0.38348E+00	0.34100E+00	0.19000E-01	0.107E+01
807	170.000	0.38071E+00	0.27700E+00	0.39000E-01	0.209E+01
808	5.000	0.21972E+00	0.20800E+00	0.23000E-01	0.476E+00
809	15.000	0.22508E+00	0.18300E+00	0.15000E-01	0.275E+01
810	25.000	0.23533E+00	0.19500E+00	0.13000E-01	0.304E+01
811	35.000	0.24964E+00	0.21700E+00	0.14000E-01	0.227E+01
812	45.000	0.26698E+00	0.23100E+00	0.15000E-01	0.234E+01
813	55.000	0.28624E+00	0.26700E+00	0.16000E-01	0.114E+01
814	65.000	0.30633E+00	0.28100E+00	0.16000E-01	0.152E+01
815	75.000	0.32621E+00	0.33400E+00	0.15000E-01	-0.594E+00
816	85.000	0.34489E+00	0.34800E+00	0.15000E-01	-0.287E+00
817	95.000	0.36144E+00	0.39200E+00	0.15000E-01	-0.212E+01
818	105.000	0.37507E+00	0.39800E+00	0.16000E-01	-0.151E+01
819	115.000	0.38520E+00	0.41600E+00	0.16000E-01	-0.201E+01
820	125.000	0.39166E+00	0.37600E+00	0.17000E-01	0.842E+00
821	135.000	0.39473E+00	0.42100E+00	0.17000E-01	-0.163E+01
822	145.000	0.39513E+00	0.40000E+00	0.17000E-01	-0.367E+00
823	155.000	0.39393E+00	0.43900E+00	0.18000E-01	-0.258E+01
824	165.000	0.39229E+00	0.41200E+00	0.21000E-01	-0.100E+01
825	175.000	0.39118E+00	0.31200E+00	0.33000E-01	0.236E+01
826	10.000	0.22905E+00	0.16000E+00	0.24000E-01	0.204E+01
827	30.000	0.25017E+00	0.22100E+00	0.16000E-01	0.457E+00
828	50.000	0.28595E+00	0.28800E+00	0.20000E-01	-0.135E+01
829	70.000	0.32741E+00	0.33900E+00	0.22000E-01	-0.183E+01
830	90.000	0.36588E+00	0.31300E+00	0.21000E-01	0.996E+00
831	110.000	0.39381E+00	0.35600E+00	0.23000E-01	0.148E+00
832	130.000	0.40698E+00	0.38400E+00	0.23000E-01	-0.546E+00
833	150.000	0.40776E+00	0.35600E+00	0.21000E-01	0.769E+00
834	170.000	0.40438E+00	0.29400E+00	0.40000E-01	0.188E+01
835	10.000	0.24289E+00	0.20800E+00	0.29000E-01	0.682E+00
836	30.000	0.26560E+00	0.24300E+00	0.18000E-01	0.338E+00
837	50.000	0.30403E+00	0.30500E+00	0.21000E-01	-0.946E+00
838	70.000	0.34846E+00	0.32800E+00	0.22000E-01	-0.547E-01
839	90.000	0.38949E+00	0.37300E+00	0.23000E-01	-0.336E+00
840	110.000	0.41897E+00	0.40000E+00	0.24000E-01	-0.295E+00
841	130.000	0.43243E+00	0.38300E+00	0.24000E-01	0.939E+00
842	150.000	0.43259E+00	0.39500E+00	0.22000E-01	0.486E+00
843	170.000	0.42854E+00	0.37000E+00	0.50000E-01	0.638E+00
844	18.190	0.25326E+00	0.21010E+00	0.69000E-02	0.397E+01
845	31.790	0.27241E+00	0.24850E+00	0.77000E-02	0.901E+00
846	41.410	0.29039E+00	0.25690E+00	0.83000E-02	0.186E+01
847	49.460	0.30733E+00	0.28150E+00	0.82000E-02	0.815E+00
848	56.630	0.32329E+00	0.29650E+00	0.85000E-02	0.783E+00
849	63.260	0.33838E+00	0.31300E+00	0.86000E-02	0.501E+00
850	69.510	0.35257E+00	0.35590E+00	0.86000E-02	-0.294E+01
851	75.520	0.36591E+00	0.35240E+00	0.88000E-02	-0.105E+01
852	81.370	0.37837E+00	0.38110E+00	0.86000E-02	-0.306E+01
853	87.130	0.38992E+00	0.37730E+00	0.84000E-02	-0.139E+01
854	92.870	0.40052E+00	0.38360E+00	0.85000E-02	-0.945E+00
855	98.630	0.41007E+00	0.39540E+00	0.85000E-02	-0.128E+01
856	104.480	0.41851E+00	0.40680E+00	0.83000E-02	-0.173E+01
857	110.490	0.42573E+00	0.40440E+00	0.83000E-02	-0.624E+00
858	116.740	0.43162E+00	0.39880E+00	0.81000E-02	0.733E+00
859	123.370	0.43605E+00	0.39510E+00	0.79000E-02	0.175E+01
860	130.540	0.43887E+00	0.40170E+00	0.81000E-02	0.121E+01
861	138.590	0.43993E+00	0.41400E+00	0.82000E-02	-0.180E+00
862	148.210	0.43905E+00	0.39920E+00	0.80000E-02	0.156E+01
863	161.810	0.43607E+00	0.40460E+00	0.82000E-02	0.525E+00
864	10.000	0.25199E+00	0.22700E+00	0.36000E-01	0.267E+00
865	30.000	0.27577E+00	0.26800E+00	0.18000E-01	-0.503E+00
866	50.000	0.31596E+00	0.31300E+00	0.21000E-01	-0.777E+00
867	70.000	0.36236E+00	0.36100E+00	0.23000E-01	-0.902E+00
868	90.000	0.40508E+00	0.36000E+00	0.23000E-01	0.886E+00
869	110.000	0.43558E+00	0.42300E+00	0.24000E-01	-0.583E+00
870	130.000	0.44920E+00	0.39800E+00	0.24000E-01	0.992E+00
871	150.000	0.44892E+00	0.39800E+00	0.22000E-01	0.107E+01
872	170.000	0.44440E+00	0.39600E+00	0.54000E-01	0.394E+00
873	5.000	0.25150E+00	0.23200E+00	0.23000E-01	0.894E+00
874	15.000	0.25784E+00	0.21700E+00	0.15000E-01	0.279E+01
875	25.000	0.26997E+00	0.18200E+00	0.14000E-01	0.636E+01
876	35.000	0.28688E+00	0.29100E+00	0.15000E-01	-0.195E+00
877	45.000	0.30733E+00	0.29900E+00	0.16000E-01	0.601E+00
878	55.000	0.32999E+00	0.32500E+00	0.17000E-01	0.375E+00
879	65.000	0.35355E+00	0.34700E+00	0.17000E-01	0.473E+00
880	75.000	0.37677E+00	0.37700E+00	0.16000E-01	0.846E-01
881	85.000	0.39845E+00	0.40600E+00	0.16000E-01	-0.367E+00
882	95.000	0.41748E+00	0.43000E+00	0.16000E-01	-0.673E+00
883	105.000	0.43291E+00	0.43100E+00	0.16000E-01	0.233E+00
884	115.000	0.44411E+00	0.45400E+00	0.18000E-01	-0.446E+00
885	125.000	0.45089E+00	0.48900E+00	0.18000E-01	-0.201E+01
886	135.000	0.45363E+00	0.45500E+00	0.18000E-01	0.298E-01
887	145.000	0.45327E+00	0.47500E+00	0.19000E-01	-0.104E+01
888	155.000	0.45114E+00	0.47200E+00	0.19000E-01	-0.998E+00
889	165.000	0.44868E+00	0.55600E+00	0.23000E-01	-0.458E+01
890	175.000	0.44710E+00	0.43000E+00	0.35000E-01	0.542E+00
891	10.000	0.26613E+00	0.20700E+00	0.25000E-01	0.184E+01
892	30.000	0.29159E+00	0.25100E+00	0.17000E-01	0.155E+01
893	50.000	0.33457E+00	0.33800E+00	0.21000E-01	-0.944E+00
894	70.000	0.38407E+00	0.42900E+00	0.24000E-01	-0.266E+01
895	90.000	0.42945E+00	0.41800E+00	0.23000E-01	-0.417E+00
896	110.000	0.46151E+00	0.41300E+00	0.24000E-01	0.108E+01
897	130.000	0.47534E+00	0.50700E+00	0.26000E-01	-0.211E+01
898	150.000	0.47431E+00	0.40700E+00	0.22000E-01	0.200E+01
899	170.000	0.46904E+00	0.39800E+00	0.55000E-01	0.874E+00
900	10.000	0.28094E+00	0.24500E+00	0.33000E-01	0.362E+00
901	30.000	0.30819E+00	0.27900E+00	0.18000E-01	0.159E+00
902	50.000	0.35413E+00	0.34000E+00	0.22000E-01	-0.733E+00
903	70.000	0.40693E+00	0.39700E+00	0.24000E-01	-0.103E+01
904	90.000	0.45511E+00	0.41000E+00	0.23000E-01	0.271E+00
905	110.000	0.48877E+00	0.43700E+00	0.24000E-01	0.417E+00
906	130.000	0.50276E+00	0.44400E+00	0.25000E-01	0.632E+00
907	150.000	0.50089E+00	0.44100E+00	0.23000E-01	0.743E+00
908	170.000	0.49477E+00	0.41400E+00	0.65000E-01	0.592E+00
909	18.190	0.29667E+00	0.24780E+00	0.74000E-02	0.421E+01
910	31.790	0.31996E+00	0.26360E+00	0.85000E-02	0.438E+01
911	41.410	0.34179E+00	0.30490E+00	0.89000E-02	0.185E+01
912	49.460	0.36231E+00	0.33410E+00	0.92000E-02	0.710E+00
913	56.630	0.38161E+00	0.36350E+00	0.94000E-02	-0.502E+00
914	63.260	0.39980E+00	0.37860E+00	0.96000E-02	-0.283E+00
915	69.510	0.41685E+00	0.41210E+00	0.95000E-02	-0.213E+01
916	75.520	0.43281E+00	0.43170E+00	0.96000E-02	-0.258E+01
917	81.370	0.44766E+00	0.44330E+00	0.96000E-02	-0.234E+01
918	87.130	0.46133E+00	0.45770E+00	0.95000E-02	-0.252E+01
919	92.870	0.47380E+00	0.46350E+00	0.95000E-02	-0.190E+01
920	98.630	0.48492E+00	0.47530E+00	0.93000E-02	-0.208E+01
921	104.480	0.49462E+00	0.47280E+00	0.92000E-02	-0.845E+00
922	110.490	0.50276E+00	0.48400E+00	0.93000E-02	-0.122E+01
923	116.740	0.50920E+00	0.48070E+00	0.92000E-02	-0.213E+00
924	123.370	0.51379E+00	0.47240E+00	0.89000E-02	0.120E+01
925	130.540	0.51633E+00	0.47490E+00	0.90000E-02	0.117E+01
926	138.590	0.51663E+00	0.47420E+00	0.90000E-02	0.128E+01
927	148.210	0.51449E+00	0.47180E+00	0.91000E-02	0.131E+01
928	161.810	0.50968E+00	0.46080E+00	0.88000E-02	0.209E+01
929	10.000	0.29608E+00	0.17600E+00	0.24000E-01	0.389E+01
930	30.000	0.32519E+00	0.28300E+00	0.19000E-01	0.677E+00
931	50.000	0.37421E+00	0.36600E+00	0.24000E-01	-0.106E+01
932	70.000	0.43042E+00	0.46000E+00	0.27000E-01	-0.253E+01
933	90.000	0.48148E+00	0.43400E+00	0.26000E-01	0.156E+00
934	110.000	0.51677E+00	0.49400E+00	0.27000E-01	-0.883E+00
935	130.000	0.53086E+00	0.46200E+00	0.28000E-01	0.749E+00
936	150.000	0.52804E+00	0.45300E+00	0.25000E-01	0.110E+01
937	170.000	0.52100E+00	0.48600E+00	0.82000E-01	-0.146E+00
938	10.000	0.31117E+00	0.27800E+00	0.69000E-01	0.131E+00
939	30.000	0.34216E+00	0.27800E+00	0.20000E-01	0.188E+01
940	50.000	0.39429E+00	0.41900E+00	0.26000E-01	-0.213E+01
941	70.000	0.45394E+00	0.44000E+00	0.28000E-01	-0.761E+00
942	90.000	0.50789E+00	0.49000E+00	0.28000E-01	-0.769E+00
943	110.000	0.54478E+00	0.51500E+00	0.30000E-01	-0.417E+00
944	130.000	0.55891E+00	0.47600E+00	0.30000E-01	0.132E+01
945	150.000	0.55508E+00	0.49500E+00	0.28000E-01	0.607E+00
946	170.000	0.54707E+00	0.42400E+00	0.49000E-01	0.164E+01
947	10.000	0.32636E+00	0.23200E+00	0.35000E-01	0.182E+01
948	30.000	0.35928E+00	0.29400E+00	0.20000E-01	0.157E+01
949	50.000	0.41459E+00	0.43400E+00	0.26000E-01	-0.225E+01
950	70.000	0.47776E+00	0.44400E+00	0.28000E-01	-0.399E+00
951	90.000	0.53463E+00	0.52500E+00	0.29000E-01	-0.140E+01
952	110.000	0.57311E+00	0.46400E+00	0.28000E-01	0.197E+01
953	130.000	0.58721E+00	0.53200E+00	0.30000E-01	-0.115E-03
954	150.000	0.58229E+00	0.51500E+00	0.28000E-01	0.448E+00
955	170.000	0.57326E+00	0.52400E+00	0.87000E-01	-0.534E-01
956	18.190	0.34308E+00	0.27040E+00	0.85000E-02	0.643E+01
957	31.790	0.37102E+00	0.30960E+00	0.92000E-02	0.456E+01
958	41.410	0.39714E+00	0.36140E+00	0.99000E-02	0.151E+01
959	49.460	0.42166E+00	0.37880E+00	0.10100E-01	0.205E+01
960	56.630	0.44466E+00	0.42620E+00	0.10600E-01	-0.460E+00
961	63.260	0.46629E+00	0.44350E+00	0.10600E-01	-0.159E+00
962	69.510	0.48649E+00	0.47060E+00	0.10900E-01	-0.884E+00
963	75.520	0.50535E+00	0.49860E+00	0.10700E-01	-0.185E+01
964	81.370	0.52279E+00	0.52080E+00	0.10700E-01	-0.238E+01
965	87.130	0.53877E+00	0.54570E+00	0.10800E-01	-0.326E+01
966	92.870	0.55323E+00	0.56050E+00	0.10700E-01	-0.339E+01
967	98.630	0.56600E+00	0.56070E+00	0.10600E-01	-0.230E+01
968	104.480	0.57697E+00	0.56780E+00	0.10600E-01	-0.199E+01
969	110.490	0.58600E+00	0.57290E+00	0.10600E-01	-0.167E+01
970	116.740	0.59289E+00	0.56300E+00	0.10400E-01	-0.118E+00
971	123.370	0.59746E+00	0.55500E+00	0.10400E-01	0.107E+01
972	130.540	0.59948E+00	0.56010E+00	0.10300E-01	0.769E+00
973	138.590	0.59872E+00	0.54440E+00	0.10200E-01	0.224E+01
974	148.210	0.59492E+00	0.54790E+00	0.10200E-01	0.155E+01
975	161.810	0.58781E+00	0.54770E+00	0.10200E-01	0.908E+00
976	10.000	0.34185E+00	0.23600E+00	0.32000E-01	0.181E+01
977	30.000	0.37677E+00	0.29400E+00	0.21000E-01	0.143E+01
978	50.000	0.43537E+00	0.38800E+00	0.27000E-01	-0.503E+00
979	70.000	0.50217E+00	0.47300E+00	0.30000E-01	-0.137E+01
980	90.000	0.56204E+00	0.52500E+00	0.30000E-01	-0.139E+01
981	110.000	0.60211E+00	0.51000E+00	0.30000E-01	0.261E+00
982	130.000	0.61613E+00	0.50500E+00	0.31000E-01	0.802E+00
983	150.000	0.61001E+00	0.51600E+00	0.29000E-01	0.297E+00
984	170.000	0.59988E+00	0.41400E+00	0.51000E-01	0.200E+01
985	10.000	0.35804E+00	0.26300E+00	0.56000E-01	0.942E+00
986	30.000	0.39508E+00	0.35700E+00	0.22000E-01	-0.391E+00
987	50.000	0.45718E+00	0.42800E+00	0.27000E-01	-0.920E+00
988	70.000	0.52780E+00	0.47700E+00	0.29000E-01	-0.399E+00
989	90.000	0.59083E+00	0.55400E+00	0.30000E-01	-0.110E+01
990	110.000	0.63254E+00	0.53500E+00	0.30000E-01	0.760E+00
991	130.000	0.64639E+00	0.59000E+00	0.32000E-01	-0.625E+00
992	150.000	0.63893E+00	0.48000E+00	0.28000E-01	0.298E+01
993	170.000	0.62761E+00	0.48100E+00	0.81000E-01	0.894E+00
994	10.000	0.37434E+00	0.28500E+00	0.59000E-01	0.508E+00
995	30.000	0.41355E+00	0.32600E+00	0.21000E-01	0.104E+01
996	50.000	0.47922E+00	0.40600E+00	0.27000E-01	-0.104E+00
997	70.000	0.55375E+00	0.47400E+00	0.29000E-01	-0.280E+00
998	90.000	0.61998E+00	0.51300E+00	0.29000E-01	0.297E+00
999	110.000	0.66330E+00	0.53600E+00	0.30000E-01	0.735E+00
1000	130.000	0.67691E+00	0.57200E+00	0.31000E-01	-0.803E-01
1001	150.000	0.66803E+00	0.56000E+00	0.29000E-01	0.703E-01
1002	170.000	0.65544E+00	0.52400E+00	0.60000E-01	0.457E+00
1003	18.190	0.39083E+00	0.31060E+00	0.88000E-02	0.643E+01
1004	31.790	0.42376E+00	0.34470E+00	0.99000E-02	0.539E+01
1005	41.410	0.45451E+00	0.40010E+00	0.10700E-01	0.251E+01
1006	49.460	0.48330E+00	0.42790E+00	0.10900E-01	0.240E+01
1007	56.630	0.51026E+00	0.47670E+00	0.11100E-01	0.239E+00
1008	63.260	0.53554E+00	0.51680E+00	0.11200E-01	-0.122E+01
1009	69.510	0.55909E+00	0.54800E+00	0.11500E-01	-0.198E+01
1010	75.520	0.58099E+00	0.57460E+00	0.11500E-01	-0.250E+01
1011	81.370	0.60115E+00	0.59600E+00	0.11600E-01	-0.269E+01
1012	87.130	0.61953E+00	0.61580E+00	0.11400E-01	-0.296E+01
1013	92.870	0.63601E+00	0.62420E+00	0.11500E-01	-0.232E+01
1014	98.630	0.65043E+00	0.64370E+00	0.11600E-01	-0.282E+01
1015	104.480	0.66265E+00	0.64900E+00	0.11600E-01	-0.228E+01
1016	110.490	0.67247E+00	0.65490E+00	0.11700E-01	-0.198E+01
1017	116.740	0.67968E+00	0.64000E+00	0.11400E-01	-0.131E+00
1018	123.370	0.68404E+00	0.62960E+00	0.11200E-01	0.116E+01
1019	130.540	0.68529E+00	0.63030E+00	0.11200E-01	0.120E+01
1020	138.590	0.68315E+00	0.62980E+00	0.11200E-01	0.107E+01
1021	148.210	0.67732E+00	0.61820E+00	0.11100E-01	0.163E+01
1022	161.810	0.66749E+00	0.60740E+00	0.11000E-01	0.179E+01
1023	10.000	0.39054E+00	0.32300E+00	0.41000E-01	0.102E+01
1024	30.000	0.43195E+00	0.35200E+00	0.24000E-01	0.215E+01
1025	50.000	0.50122E+00	0.50200E+00	0.32000E-01	-0.105E+01
1026	70.000	0.57967E+00	0.59300E+00	0.36000E-01	-0.143E+01
1027	90.000	0.64908E+00	0.59900E+00	0.34000E-01	0.220E+00
1028	110.000	0.69398E+00	0.61400E+00	0.37000E-01	0.930E+00
1029	130.000	0.70728E+00	0.69200E+00	0.40000E-01	-0.779E+00
1030	150.000	0.69690E+00	0.65400E+00	0.35000E-01	-0.811E-01
1031	170.000	0.68300E+00	0.58500E+00	0.11000E+00	0.483E+00
1032	10.000	0.40751E+00	0.36200E+00	0.45000E-01	0.585E+00
1033	30.000	0.45125E+00	0.36900E+00	0.24000E-01	0.254E+01
1034	50.000	0.52432E+00	0.47300E+00	0.31000E-01	0.858E+00
1035	70.000	0.60691E+00	0.61900E+00	0.36000E-01	-0.113E+01
1036	90.000	0.67964E+00	0.72600E+00	0.35000E-01	-0.224E+01
1037	110.000	0.72614E+00	0.65500E+00	0.36000E-01	0.103E+01
1038	130.000	0.73904E+00	0.74300E+00	0.40000E-01	-0.970E+00
1039	150.000	0.72700E+00	0.67500E+00	0.35000E-01	0.507E+00
1040	170.000	0.71168E+00	0.10310E+01	0.21900E+00	-0.161E+01
1041	10.000	0.42458E+00	0.38200E+00	0.45000E-01	0.290E+00
1042	30.000	0.47071E+00	0.38500E+00	0.25000E-01	0.212E+01
1043	50.000	0.54767E+00	0.59600E+00	0.34000E-01	-0.254E+01
1044	70.000	0.63445E+00	0.56700E+00	0.36000E-01	0.648E+00
1045	90.000	0.71054E+00	0.68600E+00	0.36000E-01	-0.691E+00
1046	110.000	0.75860E+00	0.67600E+00	0.38000E-01	0.785E+00
1047	130.000	0.77102E+00	0.71900E+00	0.41000E-01	-0.392E-01
1048	150.000	0.75723E+00	0.69700E+00	0.36000E-01	0.210E+00
1049	170.000	0.74041E+00	0.67700E+00	0.13400E+00	0.889E-01
1050	18.190	0.44437E+00	0.35510E+00	0.95000E-02	0.670E+01
1051	31.790	0.48315E+00	0.41460E+00	0.10600E-01	0.384E+01
1052	41.410	0.51927E+00	0.45880E+00	0.11500E-01	0.265E+01
1053	49.460	0.55303E+00	0.50810E+00	0.11800E-01	0.110E+01
1054	56.630	0.58456E+00	0.54020E+00	0.12100E-01	0.877E+00
1055	63.260	0.61405E+00	0.58910E+00	0.12300E-01	-0.854E+00
1056	69.510	0.64143E+00	0.63750E+00	0.12500E-01	-0.265E+01
1057	75.520	0.66679E+00	0.65320E+00	0.12600E-01	-0.198E+01
1058	81.370	0.69003E+00	0.69000E+00	0.12800E-01	-0.311E+01
1059	87.130	0.71107E+00	0.70600E+00	0.12700E-01	-0.283E+01
1060	92.870	0.72979E+00	0.72110E+00	0.12700E-01	-0.263E+01
1061	98.630	0.74598E+00	0.74110E+00	0.13000E-01	-0.294E+01
1062	104.480	0.75947E+00	0.74700E+00	0.12800E-01	-0.245E+01
1063	110.490	0.77003E+00	0.74670E+00	0.12800E-01	-0.165E+01
1064	116.740	0.77740E+00	0.74220E+00	0.12700E-01	-0.763E+00
1065	123.370	0.78130E+00	0.72400E+00	0.12400E-01	0.983E+00
1066	130.540	0.78142E+00	0.70770E+00	0.12200E-01	0.234E+01
1067	138.590	0.77742E+00	0.71850E+00	0.12400E-01	0.113E+01
1068	148.210	0.76896E+00	0.70330E+00	0.12200E-01	0.174E+01
1069	161.810	0.75566E+00	0.68110E+00	0.12000E-01	0.258E+01
1070	10.000	0.44220E+00	0.36800E+00	0.42000E-01	0.951E+00
1071	30.000	0.49083E+00	0.44000E+00	0.26000E-01	0.492E+00
1072	50.000	0.57185E+00	0.53900E+00	0.34000E-01	-0.337E+00
1073	70.000	0.66301E+00	0.66700E+00	0.39000E-01	-0.142E+01
1074	90.000	0.74255E+00	0.66400E+00	0.37000E-01	0.568E+00
1075	110.000	0.79218E+00	0.69600E+00	0.39000E-01	0.892E+00
1076	130.000	0.80402E+00	0.72200E+00	0.42000E-01	0.469E+00
1077	150.000	0.78834E+00	0.73300E+00	0.38000E-01	-0.151E+00
1078	170.000	0.76991E+00	0.86000E+00	0.18600E+00	-0.805E+00
1079	10.000	0.45995E+00	0.34500E+00	0.40000E-01	0.151E+01
1080	30.000	0.51112E+00	0.41300E+00	0.27000E-01	0.138E+01
1081	50.000	0.59629E+00	0.51400E+00	0.34000E-01	0.333E+00
1082	70.000	0.69188E+00	0.64200E+00	0.40000E-01	-0.811E+00
1083	90.000	0.77491E+00	0.64900E+00	0.37000E-01	0.911E+00
1084	110.000	0.82608E+00	0.76000E+00	0.41000E-01	-0.786E+00
1085	130.000	0.83725E+00	0.73900E+00	0.43000E-01	-0.323E-01
1086	150.000	0.81956E+00	0.73100E+00	0.39000E-01	-0.230E+00
1087	170.000	0.79946E+00	0.70400E+00	0.11200E+00	0.290E-02
1088	10.000	0.47802E+00	0.37800E+00	0.47000E-01	0.122E+01
1089	30.000	0.53184E+00	0.47100E+00	0.26000E-01	0.515E+00
1090	50.000	0.62128E+00	0.58000E+00	0.34000E-01	-0.416E+00
1091	70.000	0.72142E+00	0.72500E+00	0.38000E-01	-0.179E+01
1092	90.000	0.80800E+00	0.75400E+00	0.37000E-01	-0.489E+00
1093	110.000	0.86069E+00	0.79400E+00	0.39000E-01	-0.259E+00
1094	130.000	0.87110E+00	0.73600E+00	0.42000E-01	0.137E+01
1095	150.000	0.85128E+00	0.73300E+00	0.37000E-01	0.114E+01
1096	170.000	0.82941E+00	0.72500E+00	0.70000E-01	0.434E+00
1097	53.100	0.64292E+00	0.60000E+00	0.90000E-01	0.144E+01
1098	66.400	0.71065E+00	0.97000E+00	0.11000E+00	-0.148E+01
1099	78.500	0.76873E+00	0.95000E+00	0.11000E+00	-0.701E+00
1100	90.000	0.81597E+00	0.10500E+01	0.12000E+00	-0.103E+01
1101	101.500	0.85162E+00	0.12400E+01	0.13000E+00	-0.210E+01
1102	113.600	0.87396E+00	0.12200E+01	0.13000E+00	-0.175E+01
1103	126.900	0.88021E+00	0.12500E+01	0.14000E+00	-0.179E+01
1104	146.100	0.86399E+00	0.10300E+01	0.14000E+00	-0.350E+00
1105	18.190	0.49930E+00	0.38880E+00	0.10200E-01	0.761E+01
1106	31.790	0.54434E+00	0.47680E+00	0.11600E-01	0.274E+01
1107	41.410	0.58620E+00	0.51810E+00	0.12500E-01	0.236E+01
1108	49.460	0.62522E+00	0.56330E+00	0.12800E-01	0.163E+01
