row	angle	predicted_obs	measured_obs	error	dchi
368	95.000	0.81753E-01	0.94000E-01	0.70000E-02	-0.109E+01
369	105.000	0.85600E-01	0.99000E-01	0.80000E-02	-0.107E+01
370	115.000	0.88974E-01	0.10700E+00	0.80000E-02	-0.163E+01
371	125.000	0.91767E-01	0.85000E-01	0.90000E-02	0.133E+01
372	135.000	0.93931E-01	0.11400E+00	0.80000E-02	-0.185E+01
373	145.000	0.95486E-01	0.10900E+00	0.80000E-02	-0.102E+01
374	155.000	0.96508E-01	0.10700E+00	0.80000E-02	-0.631E+00
375	165.000	0.97104E-01	0.97000E-01	0.10000E-01	0.558E+00
376	175.000	0.97372E-01	0.94000E-01	0.15000E-01	0.591E+00
377	10.000	0.58922E-01	0.59000E-01	0.12000E-01	-0.370E+00
378	30.000	0.63222E-01	0.64000E-01	0.60000E-02	-0.909E+00
379	50.000	0.70764E-01	0.63000E-01	0.60000E-02	0.422E+00
380	70.000	0.80080E-01	0.75000E-01	0.60000E-02	-0.140E+00
381	90.000	0.89700E-01	0.87000E-01	0.70000E-02	-0.562E+00
382	110.000	0.98144E-01	0.84000E-01	0.70000E-02	0.984E+00
383	130.000	0.10418E+00	0.82000E-01	0.70000E-02	0.207E+01
384	150.000	0.10746E+00	0.10200E+00	0.80000E-02	-0.311E+00
385	170.000	0.10868E+00	0.14200E+00	0.32000E-01	-0.129E+01
386	10.000	0.62767E-01	0.49000E-01	0.60000E-02	0.257E+01
387	30.000	0.67375E-01	0.72000E-01	0.50000E-02	-0.567E+00
388	50.000	0.75444E-01	0.80000E-01	0.50000E-02	-0.511E+00
389	70.000	0.85376E-01	0.89000E-01	0.50000E-02	-0.272E+00
390	90.000	0.95584E-01	0.99000E-01	0.50000E-02	-0.176E+00
391	110.000	0.10448E+00	0.11100E+00	0.60000E-02	-0.624E+00
392	130.000	0.11077E+00	0.10600E+00	0.60000E-02	0.129E+01
393	150.000	0.11413E+00	0.12500E+00	0.70000E-02	-0.112E+01
394	170.000	0.11534E+00	0.12600E+00	0.10000E-01	-0.760E+00
395	10.000	0.67727E-01	0.37000E-01	0.80000E-02	0.245E+01
396	30.000	0.72741E-01	0.64000E-01	0.70000E-02	-0.455E+00
397	50.000	0.81499E-01	0.63000E-01	0.70000E-02	0.734E+00
398	70.000	0.92237E-01	0.72000E-01	0.70000E-02	0.731E+00
399	90.000	0.10321E+00	0.81000E-01	0.70000E-02	0.755E+00
400	110.000	0.11269E+00	0.88000E-01	0.80000E-02	0.777E+00
401	130.000	0.11930E+00	0.10000E+00	0.80000E-02	-0.324E-01
402	150.000	0.12274E+00	0.10400E+00	0.80000E-02	-0.173E+00
403	170.000	0.12392E+00	0.14200E+00	0.25000E-01	-0.154E+01
404	8.440	0.70355E-01	0.50000E-01	0.20000E-01	0.161E+01
405	24.500	0.73895E-01	0.78000E-01	0.12000E-01	0.699E+00
406	40.500	0.80238E-01	0.97000E-01	0.10000E-01	-0.320E+00
407	56.500	0.88465E-01	0.12600E+00	0.10000E-01	-0.226E+01
408	72.500	0.97612E-01	0.13200E+00	0.90000E-02	-0.199E+01
409	88.500	0.10675E+00	0.13200E+00	0.90000E-02	-0.801E+00
410	104.500	0.11494E+00	0.13900E+00	0.10000E-01	-0.463E+00
411	120.500	0.12137E+00	0.13000E+00	0.11000E-01	0.108E+01
412	136.500	0.12563E+00	0.13500E+00	0.15000E-01	0.791E+00
413	152.500	0.12789E+00	0.16900E+00	0.25000E-01	-0.780E+00
414	168.500	0.12877E+00	0.11400E+00	0.33000E-01	0.111E+01
415	18.190	0.75433E-01	0.65300E-01	0.44000E-02	0.262E+01
416	31.790	0.80025E-01	0.74000E-01	0.45000E-02	0.167E+01
417	41.410	0.84412E-01	0.75200E-01	0.50000E-02	0.216E+01
418	49.460	0.88622E-01	0.87500E-01	0.50000E-02	0.557E+00
419	56.630	0.92672E-01	0.95700E-01	0.51000E-02	-0.253E+00
420	63.260	0.96585E-01	0.95600E-01	0.51000E-02	0.549E+00
421	69.510	0.10036E+00	0.99800E-01	0.52000E-02	0.469E+00
422	75.520	0.10401E+00	0.11320E+00	0.52000E-02	-0.139E+01
423	81.370	0.10753E+00	0.11800E+00	0.51000E-02	-0.166E+01
424	87.130	0.11092E+00	0.12660E+00	0.50000E-02	-0.272E+01
425	92.870	0.11417E+00	0.12180E+00	0.47000E-02	-0.117E+01
426	98.630	0.11727E+00	0.12310E+00	0.45000E-02	-0.805E+00
427	104.480	0.12021E+00	0.13000E+00	0.46000E-02	-0.164E+01
428	110.490	0.12296E+00	0.12900E+00	0.45000E-02	-0.829E+00
429	116.740	0.12551E+00	0.12650E+00	0.45000E-02	0.302E+00
430	123.370	0.12782E+00	0.12790E+00	0.42000E-02	0.552E+00
431	130.540	0.12987E+00	0.12890E+00	0.43000E-02	0.792E+00
432	138.590	0.13162E+00	0.13340E+00	0.44000E-02	0.158E+00
433	148.210	0.13305E+00	0.13360E+00	0.44000E-02	0.442E+00
434	161.810	0.13411E+00	0.13360E+00	0.42000E-02	0.721E+00
435	5.000	0.74628E-01	0.70000E-01	0.16000E-01	0.462E+00
436	15.000	0.76104E-01	0.52000E-01	0.10000E-01	0.269E+01
437	25.000	0.78948E-01	0.65000E-01	0.90000E-02	0.187E+01
438	35.000	0.82963E-01	0.96000E-01	0.90000E-02	-0.111E+01
439	45.000	0.87904E-01	0.10800E+00	0.90000E-02	-0.187E+01
440	55.000	0.93510E-01	0.11200E+00	0.10000E-01	-0.150E+01
441	65.000	0.99525E-01	0.10300E+00	0.90000E-02	0.232E-01
442	75.000	0.10570E+00	0.11000E+00	0.90000E-02	-0.428E-01
443	85.000	0.11180E+00	0.11400E+00	0.90000E-02	0.215E+00
444	95.000	0.11756E+00	0.13800E+00	0.90000E-02	-0.179E+01
445	105.000	0.12276E+00	0.13700E+00	0.90000E-02	-0.108E+01
446	115.000	0.12720E+00	0.14500E+00	0.10000E-01	-0.131E+01
447	125.000	0.13073E+00	0.13300E+00	0.10000E-01	0.257E+00
448	135.000	0.13333E+00	0.14400E+00	0.10000E-01	-0.573E+00
449	145.000	0.13508E+00	0.14700E+00	0.10000E-01	-0.692E+00
450	155.000	0.13612E+00	0.13100E+00	0.10000E-01	0.102E+01
451	165.000	0.13667E+00	0.13300E+00	0.12000E-01	0.727E+00
452	175.000	0.13688E+00	0.12400E+00	0.20000E-01	0.897E+00
453	10.000	0.75186E-01	0.66000E-01	0.70000E-02	0.143E+01
454	30.000	0.80823E-01	0.90000E-01	0.60000E-02	-0.138E+01
455	50.000	0.90640E-01	0.10800E+00	0.60000E-02	-0.272E+01
456	70.000	0.10261E+00	0.10600E+00	0.50000E-02	-0.446E+00
457	90.000	0.11474E+00	0.11700E+00	0.60000E-02	-0.161E+00
458	110.000	0.12508E+00	0.11800E+00	0.60000E-02	0.142E+01
459	130.000	0.13215E+00	0.12800E+00	0.60000E-02	0.940E+00
460	150.000	0.13568E+00	0.13800E+00	0.70000E-02	-0.113E+00
461	170.000	0.13681E+00	0.13600E+00	0.90000E-02	0.261E+00
462	10.000	0.77076E-01	0.54000E-01	0.12000E-01	0.116E+01
463	30.000	0.82875E-01	0.83000E-01	0.70000E-02	-0.142E+01
464	50.000	0.92964E-01	0.77000E-01	0.60000E-02	0.821E+00
465	70.000	0.10525E+00	0.86000E-01	0.70000E-02	0.964E+00
466	90.000	0.11767E+00	0.10600E+00	0.70000E-02	-0.329E+00
467	110.000	0.12823E+00	0.11600E+00	0.80000E-02	-0.374E+00
468	130.000	0.13541E+00	0.10400E+00	0.70000E-02	0.219E+01
469	150.000	0.13895E+00	0.12700E+00	0.80000E-02	-0.568E+00
470	170.000	0.14007E+00	0.14000E+00	0.20000E-01	-0.828E+00
471	10.000	0.87090E-01	0.56000E-01	0.90000E-02	0.235E+01
472	30.000	0.93760E-01	0.72000E-01	0.70000E-02	0.158E+01
473	50.000	0.10532E+00	0.10000E+00	0.70000E-02	-0.955E+00
474	70.000	0.11930E+00	0.10500E+00	0.70000E-02	0.100E+00
475	90.000	0.13329E+00	0.13100E+00	0.90000E-02	-0.143E+01
476	110.000	0.14500E+00	0.12300E+00	0.80000E-02	0.684E+00
477	130.000	0.15272E+00	0.14000E+00	0.90000E-02	-0.521E+00
478	150.000	0.15633E+00	0.13100E+00	0.90000E-02	0.834E+00
479	170.000	0.15732E+00	0.13200E+00	0.18000E-01	0.410E+00
480	10.000	0.88604E-01	0.78000E-01	0.80000E-02	0.991E+00
481	30.000	0.95408E-01	0.10000E+00	0.60000E-02	-0.125E+01
482	50.000	0.10720E+00	0.11200E+00	0.60000E-02	-0.134E+01
483	70.000	0.12144E+00	0.12700E+00	0.70000E-02	-0.132E+01
484	90.000	0.13566E+00	0.13700E+00	0.70000E-02	-0.776E+00
485	110.000	0.14754E+00	0.14000E+00	0.70000E-02	0.441E+00
486	130.000	0.15534E+00	0.14400E+00	0.70000E-02	0.951E+00
487	150.000	0.15895E+00	0.14200E+00	0.70000E-02	0.174E+01
488	170.000	0.15992E+00	0.14700E+00	0.10000E-01	0.809E+00
489	10.000	0.98445E-01	0.73000E-01	0.13000E-01	0.133E+01
490	30.000	0.10614E+00	0.99000E-01	0.80000E-02	-0.211E+00
491	50.000	0.11942E+00	0.11900E+00	0.80000E-02	-0.119E+01
492	70.000	0.13538E+00	0.13200E+00	0.90000E-02	-0.876E+00
493	90.000	0.15116E+00	0.14300E+00	0.90000E-02	-0.490E+00
494	110.000	0.16414E+00	0.14300E+00	0.10000E-01	0.749E+00
495	130.000	0.17243E+00	0.15500E+00	0.90000E-02	0.343E+00
496	150.000	0.17603E+00	0.14400E+00	0.10000E-01	0.174E+01
497	170.000	0.17683E+00	0.14400E+00	0.24000E-01	0.755E+00
498	5.000	0.10086E+00	0.76000E-01	0.18000E-01	0.148E+01
499	15.000	0.10296E+00	0.94000E-01	0.11000E-01	0.976E+00
500	25.000	0.10699E+00	0.81000E-01	0.10000E-01	0.278E+01
501	35.000	0.11266E+00	0.91000E-01	0.10000E-01	0.236E+01
502	45.000	0.11960E+00	0.13200E+00	0.11000E-01	-0.939E+00
503	55.000	0.12742E+00	0.12400E+00	0.11000E-01	0.511E+00
504	65.000	0.13572E+00	0.13100E+00	0.10000E-01	0.708E+00
505	75.000	0.14415E+00	0.15000E+00	0.10000E-01	-0.335E+00
506	85.000	0.15234E+00	0.16300E+00	0.10000E-01	-0.802E+00
507	95.000	0.15995E+00	0.16300E+00	0.10000E-01	-0.278E-01
508	105.000	0.16665E+00	0.18200E+00	0.10000E-01	-0.125E+01
509	115.000	0.17218E+00	0.20100E+00	0.11000E-01	-0.235E+01
510	125.000	0.17640E+00	0.19500E+00	0.12000E-01	-0.130E+01
511	135.000	0.17931E+00	0.19500E+00	0.12000E-01	-0.105E+01
512	145.000	0.18106E+00	0.18200E+00	0.12000E-01	0.183E+00
513	155.000	0.18194E+00	0.18800E+00	0.12000E-01	-0.242E+00
514	165.000	0.18228E+00	0.19100E+00	0.14000E-01	-0.397E+00
515	175.000	0.18236E+00	0.13500E+00	0.23000E-01	0.220E+01
516	18.190	0.10571E+00	0.85300E-01	0.50000E-02	0.394E+01
517	31.790	0.11247E+00	0.11180E+00	0.51000E-02	-0.192E-01
518	41.410	0.11890E+00	0.10940E+00	0.57000E-02	0.152E+01
519	49.460	0.12502E+00	0.12440E+00	0.55000E-02	-0.433E-01
520	56.630	0.13087E+00	0.12390E+00	0.58000E-02	0.105E+01
521	63.260	0.13648E+00	0.12860E+00	0.61000E-02	0.114E+01
522	69.510	0.14184E+00	0.14260E+00	0.58000E-02	-0.299E+00
523	75.520	0.14698E+00	0.15790E+00	0.60000E-02	-0.199E+01
524	81.370	0.15189E+00	0.15380E+00	0.57000E-02	-0.518E+00
525	87.130	0.15656E+00	0.16240E+00	0.58000E-02	-0.119E+01
526	92.870	0.16100E+00	0.16210E+00	0.57000E-02	-0.387E+00
527	98.630	0.16516E+00	0.16050E+00	0.52000E-02	0.679E+00
528	104.480	0.16904E+00	0.17540E+00	0.53000E-02	-0.142E+01
529	110.490	0.17260E+00	0.17610E+00	0.51000E-02	-0.919E+00
530	116.740	0.17580E+00	0.17840E+00	0.50000E-02	-0.761E+00
531	123.370	0.17861E+00	0.17920E+00	0.49000E-02	-0.369E+00
532	130.540	0.18099E+00	0.17280E+00	0.49000E-02	0.142E+01
533	138.590	0.18288E+00	0.18050E+00	0.59000E-02	0.191E+00
534	148.210	0.18424E+00	0.18110E+00	0.50000E-02	0.375E+00
535	161.810	0.18500E+00	0.18690E+00	0.51000E-02	-0.621E+00
536	10.000	0.10436E+00	0.93000E-01	0.90000E-02	0.944E+00
537	30.000	0.11260E+00	0.10400E+00	0.60000E-02	0.919E+00
538	50.000	0.12681E+00	0.13700E+00	0.70000E-02	-0.195E+01
539	70.000	0.14381E+00	0.14900E+00	0.70000E-02	-0.130E+01
540	90.000	0.16054E+00	0.16700E+00	0.80000E-02	-0.136E+01
541	110.000	0.17417E+00	0.15700E+00	0.80000E-02	0.155E+01
542	130.000	0.18273E+00	0.16800E+00	0.80000E-02	0.121E+01
543	150.000	0.18629E+00	0.17900E+00	0.80000E-02	0.272E+00
544	170.000	0.18698E+00	0.17900E+00	0.11000E-01	0.259E+00
545	66.400	0.14451E+00	0.20000E+00	0.70000E-01	-0.650E+00
546	78.500	0.15524E+00	0.20000E+00	0.60000E-01	-0.568E+00
547	90.000	0.16490E+00	0.36000E+00	0.80000E-01	-0.230E+01
548	101.500	0.17347E+00	0.35000E+00	0.70000E-01	-0.235E+01
549	113.600	0.18081E+00	0.29000E+00	0.70000E-01	-0.138E+01
550	126.900	0.18653E+00	0.42000E+00	0.90000E-01	-0.245E+01
551	143.100	0.19029E+00	0.51000E+00	0.13000E+00	-0.236E+01
552	10.000	0.10959E+00	0.71000E-01	0.18000E-01	0.145E+01
553	30.000	0.11833E+00	0.11200E+00	0.10000E-01	-0.710E+00
554	50.000	0.13336E+00	0.12100E+00	0.90000E-02	-0.308E+00
555	70.000	0.15130E+00	0.14200E+00	0.10000E-01	-0.786E+00
556	90.000	0.16887E+00	0.15700E+00	0.12000E-01	-0.607E+00
557	110.000	0.18307E+00	0.13400E+00	0.11000E-01	0.257E+01
558	130.000	0.19186E+00	0.16100E+00	0.11000E-01	0.826E+00
559	150.000	0.19537E+00	0.17900E+00	0.12000E-01	-0.483E+00
560	170.000	0.19595E+00	0.15400E+00	0.24000E-01	0.822E+00
561	10.000	0.11982E+00	0.10400E+00	0.90000E-02	0.806E+00
562	30.000	0.12954E+00	0.12300E+00	0.70000E-02	-0.389E+00
563	50.000	0.14622E+00	0.14300E+00	0.70000E-02	-0.103E+01
564	70.000	0.16603E+00	0.16300E+00	0.80000E-02	-0.111E+01
565	90.000	0.18525E+00	0.17500E+00	0.80000E-02	-0.374E+00
566	110.000	0.20056E+00	0.18200E+00	0.80000E-02	0.527E+00
567	130.000	0.20975E+00	0.19200E+00	0.80000E-02	0.344E+00
568	150.000	0.21313E+00	0.18700E+00	0.80000E-02	0.136E+01
569	170.000	0.21345E+00	0.18700E+00	0.11000E-01	0.102E+01
570	10.000	0.12157E+00	0.12300E+00	0.19000E-01	-0.714E+00
571	30.000	0.13146E+00	0.11500E+00	0.90000E-02	0.372E+00
572	50.000	0.14843E+00	0.15000E+00	0.10000E-01	-0.164E+01
573	70.000	0.16856E+00	0.15700E+00	0.10000E-01	-0.525E+00
574	90.000	0.18806E+00	0.17000E+00	0.12000E-01	-0.576E-01
575	110.000	0.20356E+00	0.18500E+00	0.12000E-01	-0.145E+00
576	130.000	0.21281E+00	0.18300E+00	0.11000E-01	0.781E+00
577	150.000	0.21616E+00	0.16700E+00	0.11000E-01	0.251E+01
578	170.000	0.21644E+00	0.27100E+00	0.12400E+00	-0.614E+00
579	5.000	0.12981E+00	0.10900E+00	0.20000E-01	0.101E+01
580	15.000	0.13265E+00	0.11800E+00	0.12000E-01	0.117E+01
581	25.000	0.13809E+00	0.11200E+00	0.11000E-01	0.231E+01
582	35.000	0.14572E+00	0.12200E+00	0.10000E-01	0.231E+01
583	45.000	0.15503E+00	0.12600E+00	0.11000E-01	0.257E+01
584	55.000	0.16544E+00	0.16800E+00	0.12000E-01	-0.277E+00
585	65.000	0.17643E+00	0.18500E+00	0.12000E-01	-0.782E+00
586	75.000	0.18746E+00	0.20800E+00	0.12000E-01	-0.178E+01
587	85.000	0.19805E+00	0.19100E+00	0.12000E-01	0.511E+00
588	95.000	0.20773E+00	0.24000E+00	0.12000E-01	-0.277E+01
589	105.000	0.21605E+00	0.23200E+00	0.12000E-01	-0.141E+01
590	115.000	0.22272E+00	0.22100E+00	0.12000E-01	0.573E-01
591	125.000	0.22756E+00	0.22600E+00	0.13000E-01	0.389E-01
592	135.000	0.23063E+00	0.23500E+00	0.13000E-01	-0.418E+00
593	145.000	0.23222E+00	0.23800E+00	0.13000E-01	-0.528E+00
594	155.000	0.23275E+00	0.23300E+00	0.13000E-01	-0.102E+00
595	165.000	0.23273E+00	0.22300E+00	0.16000E-01	0.541E+00
596	175.000	0.23260E+00	0.22100E+00	0.25000E-01	0.421E+00
597	10.000	0.13296E+00	0.10400E+00	0.16000E-01	0.902E+00
598	30.000	0.14394E+00	0.11300E+00	0.10000E-01	0.152E+01
599	50.000	0.16274E+00	0.15400E+00	0.10000E-01	-0.905E+00
600	70.000	0.18497E+00	0.16600E+00	0.11000E-01	-0.114E+00
601	90.000	0.20638E+00	0.20000E+00	0.13000E-01	-0.124E+01
602	110.000	0.22320E+00	0.19800E+00	0.13000E-01	0.612E-01
603	130.000	0.23299E+00	0.20900E+00	0.12000E-01	-0.123E+00
604	150.000	0.23625E+00	0.19200E+00	0.12000E-01	0.154E+01
605	170.000	0.23628E+00	0.19300E+00	0.22000E-01	0.793E+00
606	10.000	0.13505E+00	0.12500E+00	0.10000E-01	0.279E+00
607	30.000	0.14623E+00	0.13400E+00	0.70000E-02	0.624E+00
608	50.000	0.16538E+00	0.16100E+00	0.80000E-02	-0.565E+00
609	70.000	0.18799E+00	0.18900E+00	0.90000E-02	-0.124E+01
610	90.000	0.20976E+00	0.19800E+00	0.90000E-02	0.523E-01
611	110.000	0.22682E+00	0.21300E+00	0.90000E-02	0.179E+00
612	130.000	0.23671E+00	0.22300E+00	0.90000E-02	0.108E+00
613	150.000	0.23995E+00	0.22300E+00	0.90000E-02	0.448E+00
614	170.000	0.23992E+00	0.21400E+00	0.12000E-01	0.108E+01
615	18.190	0.13956E+00	0.11370E+00	0.56000E-02	0.365E+01
616	31.790	0.14892E+00	0.13160E+00	0.58000E-02	0.199E+01
617	41.410	0.15778E+00	0.14240E+00	0.63000E-02	0.147E+01
618	49.460	0.16619E+00	0.15250E+00	0.63000E-02	0.115E+01
619	56.630	0.17418E+00	0.15690E+00	0.64000E-02	0.164E+01
620	63.260	0.18180E+00	0.17940E+00	0.66000E-02	-0.707E+00
621	69.510	0.18904E+00	0.18570E+00	0.64000E-02	-0.626E+00
622	75.520	0.19593E+00	0.19690E+00	0.66000E-02	-0.130E+01
623	81.370	0.20246E+00	0.20270E+00	0.63000E-02	-0.129E+01
624	87.130	0.20862E+00	0.20640E+00	0.64000E-02	-0.920E+00
625	92.870	0.21440E+00	0.22700E+00	0.64000E-02	-0.327E+01
626	98.630	0.21976E+00	0.22450E+00	0.61000E-02	-0.218E+01
627	104.480	0.22467E+00	0.22400E+00	0.61000E-02	-0.132E+01
628	110.490	0.22909E+00	0.21670E+00	0.58000E-02	0.601E+00
629	116.740	0.23296E+00	0.22570E+00	0.57000E-02	-0.315E+00
630	123.370	0.23624E+00	0.23110E+00	0.56000E-02	-0.721E+00
631	130.540	0.23886E+00	0.22520E+00	0.57000E-02	0.768E+00
632	138.590	0.24075E+00	0.22560E+00	0.57000E-02	0.102E+01
633	148.210	0.24183E+00	0.22360E+00	0.57000E-02	0.155E+01
634	161.810	0.24203E+00	0.22790E+00	0.58000E-02	0.814E+00
635	10.000	0.15210E+00	0.12200E+00	0.10000E-01	0.211E+01
636	30.000	0.16497E+00	0.14400E+00	0.70000E-02	0.160E+01
637	50.000	0.18694E+00	0.19200E+00	0.80000E-02	-0.202E+01
638	70.000	0.21278E+00	0.21200E+00	0.90000E-02	-0.131E+01
639	90.000	0.23747E+00	0.21200E+00	0.90000E-02	0.127E+01
640	110.000	0.25652E+00	0.25100E+00	0.10000E-01	-0.966E+00
641	130.000	0.26717E+00	0.24700E+00	0.90000E-02	0.484E+00
642	150.000	0.27018E+00	0.24900E+00	0.90000E-02	0.577E+00
643	170.000	0.26971E+00	0.25900E+00	0.13000E-01	-0.404E+00
644	10.000	0.15224E+00	0.14400E+00	0.28000E-01	0.290E+00
645	30.000	0.16512E+00	0.16100E+00	0.12000E-01	0.333E+00
646	50.000	0.18712E+00	0.20900E+00	0.13000E-01	-0.169E+01
647	70.000	0.21300E+00	0.23400E+00	0.14000E-01	-0.151E+01
648	90.000	0.23770E+00	0.23700E+00	0.14000E-01	0.368E-01
649	110.000	0.25678E+00	0.27200E+00	0.16000E-01	-0.964E+00
650	130.000	0.26743E+00	0.26300E+00	0.15000E-01	0.281E+00
651	150.000	0.27044E+00	0.25300E+00	0.14000E-01	0.123E+01
652	170.000	0.26997E+00	0.21100E+00	0.24000E-01	0.245E+01
653	5.000	0.15803E+00	0.19000E+00	0.22000E-01	-0.142E+01
654	15.000	0.16161E+00	0.11700E+00	0.13000E-01	0.348E+01
655	25.000	0.16848E+00	0.12300E+00	0.12000E-01	0.385E+01
656	35.000	0.17810E+00	0.15300E+00	0.12000E-01	0.215E+01
657	45.000	0.18979E+00	0.18100E+00	0.13000E-01	0.739E+00
658	55.000	0.20284E+00	0.17700E+00	0.14000E-01	0.191E+01
659	65.000	0.21656E+00	0.20500E+00	0.14000E-01	0.892E+00
660	75.000	0.23026E+00	0.24600E+00	0.13000E-01	-0.114E+01
661	85.000	0.24331E+00	0.24800E+00	0.13000E-01	-0.281E+00
662	95.000	0.25510E+00	0.27600E+00	0.13000E-01	-0.152E+01
663	105.000	0.26510E+00	0.29100E+00	0.13000E-01	-0.190E+01
664	115.000	0.27292E+00	0.27300E+00	0.14000E-01	0.779E-01
665	125.000	0.27838E+00	0.28900E+00	0.15000E-01	-0.628E+00
666	135.000	0.28159E+00	0.30200E+00	0.15000E-01	-0.128E+01
667	145.000	0.28296E+00	0.31400E+00	0.15000E-01	-0.199E+01
668	155.000	0.28309E+00	0.27600E+00	0.16000E-01	0.519E+00
669	165.000	0.28267E+00	0.29100E+00	0.18000E-01	-0.395E+00
670	175.000	0.28230E+00	0.32600E+00	0.30000E-01	-0.142E+01
671	10.000	0.16424E+00	0.13300E+00	0.25000E-01	0.454E+00
672	30.000	0.17834E+00	0.17000E+00	0.13000E-01	-0.102E+01
673	50.000	0.20238E+00	0.19100E+00	0.14000E-01	-0.939E+00
674	70.000	0.23059E+00	0.18800E+00	0.15000E-01	0.977E+00
675	90.000	0.25739E+00	0.21700E+00	0.16000E-01	0.575E+00
676	110.000	0.27787E+00	0.23800E+00	0.17000E-01	0.365E+00
677	130.000	0.28901E+00	0.24100E+00	0.16000E-01	0.812E+00
678	150.000	0.29181E+00	0.24600E+00	0.16000E-01	0.653E+00
679	170.000	0.29097E+00	0.25000E+00	0.34000E-01	0.168E+00
680	10.000	0.16825E+00	0.13600E+00	0.11000E-01	0.193E+01
681	30.000	0.18276E+00	0.17600E+00	0.80000E-02	-0.657E+00
682	50.000	0.20750E+00	0.20600E+00	0.90000E-02	-0.135E+01
683	70.000	0.23650E+00	0.23600E+00	0.90000E-02	-0.167E+01
684	90.000	0.26401E+00	0.25200E+00	0.11000E-01	-0.487E+00
685	110.000	0.28495E+00	0.25500E+00	0.11000E-01	0.102E+01
686	130.000	0.29625E+00	0.27100E+00	0.10000E-01	0.577E+00
687	150.000	0.29897E+00	0.25800E+00	0.10000E-01	0.213E+01
688	170.000	0.29800E+00	0.28400E+00	0.14000E-01	-0.400E+00
689	18.190	0.17477E+00	0.14540E+00	0.60000E-02	0.342E+01
690	31.790	0.18698E+00	0.16490E+00	0.66000E-02	0.191E+01
691	41.410	0.19851E+00	0.16770E+00	0.71000E-02	0.292E+01
692	49.460	0.20941E+00	0.19610E+00	0.70000E-02	0.388E+00
693	56.630	0.21975E+00	0.20000E+00	0.72000E-02	0.120E+01
694	63.260	0.22957E+00	0.21340E+00	0.73000E-02	0.624E+00
695	69.510	0.23887E+00	0.23020E+00	0.72000E-02	-0.475E+00
696	75.520	0.24767E+00	0.23530E+00	0.71000E-02	-0.225E-01
697	81.370	0.25598E+00	0.25270E+00	0.71000E-02	-0.136E+01
698	87.130	0.26377E+00	0.26420E+00	0.70000E-02	-0.197E+01
699	92.870	0.27102E+00	0.27160E+00	0.70000E-02	-0.204E+01
700	98.630	0.27769E+00	0.27650E+00	0.68000E-02	-0.189E+01
701	104.480	0.28372E+00	0.28340E+00	0.68000E-02	-0.207E+01
702	110.490	0.28906E+00	0.28130E+00	0.66000E-02	-0.104E+01
703	116.740	0.29364E+00	0.27530E+00	0.64000E-02	0.543E+00
704	123.370	0.29738E+00	0.28020E+00	0.64000E-02	0.334E+00
705	130.540	0.30021E+00	0.27790E+00	0.64000E-02	0.111E+01
706	138.590	0.30201E+00	0.28470E+00	0.66000E-02	0.307E+00
707	148.210	0.30270E+00	0.28690E+00	0.66000E-02	0.731E-01
708	161.810	0.30216E+00	0.28040E+00	0.65000E-02	0.996E+00
709	10.000	0.17665E+00	0.12200E+00	0.21000E-01	0.215E+01
710	30.000	0.19205E+00	0.17300E+00	0.14000E-01	0.620E+00
711	50.000	0.21826E+00	0.24400E+00	0.15000E-01	-0.250E+01
712	70.000	0.24894E+00	0.23700E+00	0.16000E-01	-0.932E-01
713	90.000	0.27794E+00	0.24700E+00	0.17000E-01	0.938E+00
714	110.000	0.29987E+00	0.30600E+00	0.18000E-01	-0.124E+01
715	130.000	0.31149E+00	0.27300E+00	0.17000E-01	0.128E+01
716	150.000	0.31400E+00	0.29200E+00	0.17000E-01	0.298E+00
717	170.000	0.31276E+00	0.28000E+00	0.43000E-01	0.369E+00
718	10.000	0.18494E+00	0.19000E+00	0.13000E-01	-0.122E+01
719	30.000	0.20120E+00	0.19200E+00	0.80000E-02	-0.326E+00
720	50.000	0.22888E+00	0.22300E+00	0.90000E-02	-0.839E+00
721	70.000	0.26122E+00	0.25300E+00	0.10000E-01	-0.711E+00
722	90.000	0.29170E+00	0.29100E+00	0.12000E-01	-0.137E+01
723	110.000	0.31459E+00	0.29800E+00	0.12000E-01	-0.157E+00
724	130.000	0.32650E+00	0.29200E+00	0.11000E-01	0.139E+01
725	150.000	0.32880E+00	0.28100E+00	0.10000E-01	0.285E+01
726	170.000	0.32726E+00	0.31400E+00	0.15000E-01	-0.397E+00
727	10.000	0.18913E+00	0.14700E+00	0.29000E-01	0.783E+00
728	30.000	0.20585E+00	0.16300E+00	0.13000E-01	0.167E+01
729	50.000	0.23428E+00	0.22300E+00	0.15000E-01	-0.852E+00
730	70.000	0.26747E+00	0.27000E+00	0.16000E-01	-0.188E+01
731	90.000	0.29869E+00	0.28100E+00	0.18000E-01	-0.722E+00
732	110.000	0.32206E+00	0.28700E+00	0.18000E-01	0.110E+00
733	130.000	0.33412E+00	0.28200E+00	0.17000E-01	0.105E+01
734	150.000	0.33630E+00	0.28200E+00	0.17000E-01	0.116E+01
735	170.000	0.33461E+00	0.24200E+00	0.49000E-01	0.119E+01
736	5.000	0.18793E+00	0.13900E+00	0.20000E-01	0.244E+01
737	15.000	0.19235E+00	0.15800E+00	0.14000E-01	0.244E+01
738	25.000	0.20082E+00	0.17600E+00	0.13000E-01	0.189E+01
739	35.000	0.21266E+00	0.21700E+00	0.13000E-01	-0.352E+00
