row_id	family	branch	legacy_l	state_index	form_selector	dispatch	field	value
15	4	1	5	1	25	T	qk	8.1183714792132378E-003
15	4	1	5	1	25	T	zr	9.7552215576171875E+002
15	4	1	5	1	25	T	zb	-7.7661539257990611E-017
15	4	1	5	1	25	T	born	4.5938796233713219E-007
15	4	1	5	1	25	T	ter	1.9637384698526685E-024
15	4	1	5	1	25	T	tei	0.0000000000000000E+000
15	4	1	5	1	25	T	der	4.5938796233713219E-007
15	4	1	5	1	25	T	dei	9.0211781109222983E-031
16	4	1	6	1	25	T	z	6.2601625359093305E-006
16	4	1	6	1	25	T	qb	1.0294783115386963E+000
16	4	1	6	1	25	T	qk	8.1183714792132378E-003
16	4	1	6	1	25	T	zr	2.4470652343750000E+004
16	4	1	6	1	25	T	zb	0.0000000000000000E+000
16	4	1	6	1	25	T	born	8.3103577352972025E-009
16	4	1	6	1	25	T	ter	1.8596925492381747E-029
16	4	1	6	1	25	T	tei	0.0000000000000000E+000
16	4	1	6	1	25	T	der	8.3103577352972025E-009
16	4	1	6	1	25	T	dei	1.5454710007749373E-037
17	4	2	5	2	25	T	z	6.2601625359093305E-006
17	4	2	5	2	25	T	qb	1.0294783115386963E+000
17	4	2	5	2	25	T	qk	8.1183714792132378E-003
17	4	2	5	2	25	T	zr	6.0587597656250000E+002
17	4	2	5	2	25	T	zb	-4.7192652414510157E-017
17	4	2	5	2	25	T	born	-3.6704099670714641E-007
17	4	2	5	2	25	T	ter	2.9041490212974993E-024
17	4	2	5	2	25	T	tei	0.0000000000000000E+000
17	4	2	5	2	25	T	der	-3.6704099670714641E-007
17	4	2	5	2	25	T	dei	-1.0659417567889287E-030
18	4	2	6	2	25	T	z	6.2601625359093305E-006
18	4	2	6	2	25	T	qb	1.0294783115386963E+000
18	4	2	6	2	25	T	qk	8.1183714792132378E-003
18	4	2	6	2	25	T	zr	0.0000000000000000E+000
18	4	2	6	2	25	T	zb	-1.4670905071043762E-019
18	4	2	6	2	25	T	born	-6.9265131408258185E-009
18	4	2	6	2	25	T	ter	9.8330926232725406E-030
18	4	2	6	2	25	T	tei	0.0000000000000000E+000
18	4	2	6	2	25	T	der	-6.9265131408258185E-009
18	4	2	6	2	25	T	dei	-6.8109046871674847E-038
19	5	1	5	1	3	T	z	3.7086505471961573E-005
19	5	1	5	1	3	T	qb	1.0294783115386963E+000
19	5	1	5	1	3	T	qk	8.1183714792132378E-003
19	5	1	5	1	3	T	zr	0.0000000000000000E+000
19	5	1	5	1	3	T	zb	0.0000000000000000E+000
19	5	1	5	1	3	T	born	-3.6244962302589556E-006
19	5	1	5	1	3	T	ter	1.9637384698526685E-024
19	5	1	5	1	3	T	tei	0.0000000000000000E+000
19	5	1	5	1	3	T	der	-3.6244962302589556E-006
19	5	1	5	1	3	T	dei	-7.1175629989746882E-030
20	5	1	6	1	3	T	z	3.7086505471961573E-005
20	5	1	6	1	3	T	qb	1.0294783115386963E+000
20	5	1	6	1	3	T	qk	8.1183714792132378E-003
20	5	1	6	1	3	T	zr	0.0000000000000000E+000
20	5	1	6	1	3	T	zb	0.0000000000000000E+000
20	5	1	6	1	3	T	born	-7.2437465803432133E-008
20	5	1	6	1	3	T	ter	1.8596925492381747E-029
20	5	1	6	1	3	T	tei	0.0000000000000000E+000
20	5	1	6	1	3	T	der	-7.2437465803432133E-008
20	5	1	6	1	3	T	dei	-1.3471141763450765E-036
21	5	2	5	2	3	T	z	3.7086505471961573E-005
21	5	2	5	2	3	T	qb	1.0294783115386963E+000
21	5	2	5	2	3	T	qk	8.1183714792132378E-003
21	5	2	5	2	3	T	zr	0.0000000000000000E+000
21	5	2	5	2	3	T	zb	0.0000000000000000E+000
21	5	2	5	2	3	T	born	-1.4673553323518718E-006
21	5	2	5	2	3	T	ter	2.9041490212974993E-024
21	5	2	5	2	3	T	tei	0.0000000000000000E+000
21	5	2	5	2	3	T	der	-1.4673553323518718E-006
21	5	2	5	2	3	T	dei	-4.2614186715614163E-030
22	5	2	6	2	3	T	z	3.7086505471961573E-005
22	5	2	6	2	3	T	qb	1.0294783115386963E+000
22	5	2	6	2	3	T	qk	8.1183714792132378E-003
22	5	2	6	2	3	T	zr	0.0000000000000000E+000
22	5	2	6	2	3	T	zb	0.0000000000000000E+000
22	5	2	6	2	3	T	born	-3.4559235473352601E-008
22	5	2	6	2	3	T	ter	9.8330926232725406E-030
22	5	2	6	2	3	T	tei	0.0000000000000000E+000
22	5	2	6	2	3	T	der	-3.4559235473352601E-008
22	5	2	6	2	3	T	dei	-3.3982415979979583E-037
23	6	1	5	1	25	T	z	6.2601625359093305E-006
23	6	1	5	1	25	T	qb	1.0294783115386963E+000
23	6	1	5	1	25	T	qk	8.1183714792132378E-003
23	6	1	5	1	25	T	zr	0.0000000000000000E+000
23	6	1	5	1	25	T	zb	0.0000000000000000E+000
23	6	1	5	1	25	T	born	-4.5926930170026026E-007
23	6	1	5	1	25	T	ter	1.9637384698526685E-024
23	6	1	5	1	25	T	tei	0.0000000000000000E+000
23	6	1	5	1	25	T	der	-4.5926930170026026E-007
23	6	1	5	1	25	T	dei	-9.0188478109212282E-031
24	6	1	6	1	3	T	z	3.7086505471961573E-005
24	6	1	6	1	3	T	qb	1.0294783115386963E+000
24	6	1	6	1	3	T	qk	8.1183714792132378E-003
24	6	1	6	1	3	T	zr	0.0000000000000000E+000
24	6	1	6	1	3	T	zb	0.0000000000000000E+000
24	6	1	6	1	3	T	born	-8.3106668213872581E-009
24	6	1	6	1	3	T	ter	1.8596925492381747E-029
24	6	1	6	1	3	T	tei	0.0000000000000000E+000
24	6	1	6	1	3	T	der	-8.3106668213872581E-009
24	6	1	6	1	3	T	dei	-1.5455285100639132E-037
25	6	2	5	2	25	T	z	6.2601625359093305E-006
25	6	2	5	2	25	T	qb	1.0294783115386963E+000
25	6	2	5	2	25	T	qk	8.1183714792132378E-003
25	6	2	5	2	25	T	zr	0.0000000000000000E+000
25	6	2	5	2	25	T	zb	0.0000000000000000E+000
25	6	2	5	2	25	T	born	3.6593758068192983E-007
25	6	2	5	2	25	T	ter	2.9041490212974993E-024
25	6	2	5	2	25	T	tei	0.0000000000000000E+000
25	6	2	5	2	25	T	der	3.6593758068192983E-007
25	6	2	5	2	25	T	dei	1.0627372651490391E-030
26	6	2	6	2	3	T	z	3.7086505471961573E-005
26	6	2	6	2	3	T	qb	1.0294783115386963E+000
26	6	2	6	2	3	T	qk	8.1183714792132378E-003
26	6	2	6	2	3	T	zr	0.0000000000000000E+000
26	6	2	6	2	3	T	zb	0.0000000000000000E+000
26	6	2	6	2	3	T	born	6.9301169247637517E-009
26	6	2	6	2	3	T	ter	9.8330926232725406E-030
26	6	2	6	2	3	T	tei	0.0000000000000000E+000
26	6	2	6	2	3	T	der	6.9301169247637517E-009
26	6	2	6	2	3	T	dei	6.8144482907240693E-038
