line	field	left	right	class	relation
33	sha256:SAID.LOG	61e5d9e452ea8523dc548a5329a42a0325ffddf168557c0132d0dbe7f36b2c37	918596d87d29e444c8d6dd375ff10ecdf65a64c49469b28f2bddca8145dc3e9e	execution_metadata	derived_hash
