independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
Acm	0.000	0.1003E+02	0.0000E+00	0.00	0.2167E+02
Acm	30.000	0.6034E+01	0.0000E+00	20.65	0.1215E+02
Acm	60.000	0.9726E+01	0.0000E+00	42.76	0.1592E+02
Acm	90.000	0.1199E+02	0.0000E+00	68.04	0.1409E+02
Acm	120.000	0.1361E+02	0.0000E+00	98.54	0.1057E+02
Acm	150.000	0.1595E+02	0.0000E+00	136.14	0.8359E+01
Acm	180.000	0.1752E+02	0.0000E+00	180.00	0.7707E+01
