row_id	family	branch	legacy_l	rotation_form	base_form	state_index	form_selector	epx	epxx	pnmod_input_ll	pnmod_derived_l	pnmod_nfx	pnmod_branch	pnmod_pg1	pnmod_pg2	pnmod_pg3	pnmod_tr_before	pnmod_ti_before	pnmod_tr_after	pnmod_ti_after	pnpwi_ein	pnpwi_postmod_tr	pnpwi_postmod_ti	pnmod_early_return	dispatch_n	dispatch_title	previous_title	effective_e	dither_before	pnpwi_result_tr	pnpwi_result_ti	addresk_nf	addresk_pg1	addresk_pg2	addresk_pg3	addresk_pre_tr	addresk_pre_ti	addresk_post_tr	addresk_post_ti
21	5	2	5	0	3	2	3	4.9957183837890625E+001	4.9957183837890625E+001	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.9957183837890625E+001	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.9957183837890625E+001	1.0000000474974513E-003	1.6810497527330881E-006	2.8259282934539609E-012	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.6810497527330881E-006	2.8259282934539609E-012	1.6810497527330881E-006	2.8259282934539609E-012
22	5	2	6	0	3	2	3	4.9957183837890625E+001	4.9957183837890625E+001	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.9957183837890625E+001	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.9957183837890625E+001	1.0000000474974513E-003	2.5259776492703168E-008	6.3805631369994917E-016	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.5259776492703168E-008	6.3805631369994917E-016	2.5259776492703168E-008	6.3805631369994917E-016
23	6	1	5	2	5	1	25	4.9957183837890625E+001	4.9957183837890625E+001	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.9957183837890625E+001	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.9957183837890625E+001	1.0000000474974513E-003	1.5929455230434542E-006	2.5374754381024545E-012	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.5929455230434542E-006	2.5374754381024545E-012	1.5929455230434542E-006	2.5374754381024545E-012
24	6	1	6	0	3	1	3	4.9957183837890625E+001	4.9957183837890625E+001	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.9957183837890625E+001	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.9957183837890625E+001	1.0000000474974513E-003	9.4136034078928787E-008	8.8615926256046043E-015	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	9.4136034078928787E-008	8.8615926256046043E-015	9.4136034078928787E-008	8.8615926256046043E-015
25	6	2	5	2	5	2	25	4.9957183837890625E+001	4.9957183837890625E+001	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.9957183837890625E+001	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.9957183837890625E+001	1.0000000474974513E-003	1.6810497527330881E-006	2.8259282934539609E-012	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.6810497527330881E-006	2.8259282934539609E-012	1.6810497527330881E-006	2.8259282934539609E-012
26	6	2	6	0	3	2	3	4.9957183837890625E+001	4.9957183837890625E+001	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.9957183837890625E+001	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.9957183837890625E+001	1.0000000474974513E-003	2.5259776492703168E-008	6.3805631369994917E-016	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.5259776492703168E-008	6.3805631369994917E-016	2.5259776492703168E-008	6.3805631369994917E-016
27	1	1	5	2	5	3	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	4.7164765419438481E-005	2.2245150166355643E-009	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.7164765419438481E-005	2.2245150166355643E-009	4.7164765419438481E-005	2.2245150166355643E-009
28	1	1	6	2	5	3	25	1.4995721435546875E+002	1.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	8.0716154116089456E-006	6.5150974892791425E-011	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	8.0716154116089456E-006	6.5150974892791425E-011	8.0716154116089456E-006	6.5150974892791425E-011
29	1	2	2	2	1	4	21	1.4995721435546875E+002	1.4995721435546875E+002	1	2	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	4.6590843796730042E-001	6.8146437406539917E-001	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.6590843796730042E-001	6.8146437406539917E-001	4.6590843796730042E-001	6.8146437406539917E-001
30	1	2	5	2	5	4	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	-3.0729417630936950E-005	9.4429708497045795E-010	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-3.0729417630936950E-005	9.4429708497045795E-010	-3.0729417630936950E-005	9.4429708497045795E-010
31	1	2	6	2	5	4	25	1.4995721435546875E+002	1.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	3.3719381463015452E-005	1.1369967189978070E-009	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	3.3719381463015452E-005	1.1369967189978070E-009	3.3719381463015452E-005	1.1369967189978070E-009
32	2	1	5	2	5	3	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	4.7164765419438481E-005	2.2245150166355643E-009	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.7164765419438481E-005	2.2245150166355643E-009	4.7164765419438481E-005	2.2245150166355643E-009
33	2	1	6	2	5	3	25	1.4995721435546875E+002	1.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	8.0716154116089456E-006	6.5150974892791425E-011	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	8.0716154116089456E-006	6.5150974892791425E-011	8.0716154116089456E-006	6.5150974892791425E-011
34	2	2	2	2	1	4	21	1.4995721435546875E+002	1.4995721435546875E+002	1	2	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	4.6590843796730042E-001	6.8146437406539917E-001	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.6590843796730042E-001	6.8146437406539917E-001	4.6590843796730042E-001	6.8146437406539917E-001
35	2	2	5	2	5	4	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	-3.0729417630936950E-005	9.4429708497045795E-010	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-3.0729417630936950E-005	9.4429708497045795E-010	-3.0729417630936950E-005	9.4429708497045795E-010
36	2	2	6	2	5	4	25	1.4995721435546875E+002	1.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	3.3719381463015452E-005	1.1369967189978070E-009	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	3.3719381463015452E-005	1.1369967189978070E-009	3.3719381463015452E-005	1.1369967189978070E-009
37	3	1	5	2	5	1	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	1.4616626140195876E-004	2.1364575886195780E-008	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4616626140195876E-004	2.1364575886195780E-008	1.4616626140195876E-004	2.1364575886195780E-008
38	3	1	6	2	5	1	25	1.4995721435546875E+002	1.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	1.1643913239822723E-005	1.3558071332298027E-010	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.1643913239822723E-005	1.3558071332298027E-010	1.1643913239822723E-005	1.3558071332298027E-010
39	3	2	5	2	5	2	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	8.6277592345140874E-005	7.4438228914175397E-009	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	8.6277592345140874E-005	7.4438228914175397E-009	8.6277592345140874E-005	7.4438228914175397E-009
40	3	2	6	2	5	2	25	1.4995721435546875E+002	1.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	-4.5626284190802835E-006	2.0817578563758765E-011	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-4.5626284190802835E-006	2.0817578563758765E-011	-4.5626284190802835E-006	2.0817578563758765E-011
41	4	1	5	2	5	1	25	1.4995721435546875E+002	1.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	1.4995721435546875E+002	1.0000000474974513E-003	1.4616626140195876E-004	2.1364575886195780E-008	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.4616626140195876E-004	2.1364575886195780E-008	1.4616626140195876E-004	2.1364575886195780E-008
