line	field	left	right	class	relation
38	data_root	/home/arndt64	/workspace/arndt64	environment_display	data_root_display_only
39	data_root	/home/arndt64	/workspace/arndt64	environment_display	data_root_display_only
40	data_root	/home/arndt64	/workspace/arndt64	environment_display	data_root_display_only
41	data_root	/home/arndt64	/workspace/arndt64	environment_display	data_root_display_only
42	data_root	/home/arndt64	/workspace/arndt64	environment_display	data_root_display_only
