independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
Elab	200.000	0.8671E+01	0.0000E+00		
Elab	300.000	0.2246E+02	0.0000E+00		
Elab	400.000	0.1026E+02	0.0000E+00		
Elab	500.000	0.6879E+01	0.0000E+00		
