sequence	row_id	family	branch	legacy_l	rotation_form	base_form	state_index	form_selector	pre_reset_energy	post_reset_energy	epxx	dispatch	dispatch_branch	dispatch_title	previous_title	effective_energy	dither_before	hadronic_real	hadronic_imag
15	26	6	2	6	0	3	2	3	1.0035402774810791E+000	1.0035402774810791E+000	1.0035402774810791E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
16	1	1	1	5	2	5	3	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
16	2	1	1	6	2	5	3	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
16	3	1	2	2	2	1	4	21	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
16	4	1	2	5	2	5	4	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
16	5	1	2	6	2	5	4	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
16	6	2	1	5	2	5	3	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
16	7	2	1	6	2	5	3	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
16	8	2	2	2	2	1	4	21	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
16	9	2	2	5	2	5	4	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
16	10	2	2	6	2	5	4	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
16	11	3	1	5	2	5	1	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
16	12	3	1	6	2	5	1	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
16	13	3	2	5	2	5	2	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
16	14	3	2	6	2	5	2	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
16	15	4	1	5	2	5	1	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
16	16	4	1	6	2	5	1	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
16	17	4	2	5	2	5	2	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
16	18	4	2	6	2	5	2	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
16	19	5	1	5	0	3	1	3	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
16	20	5	1	6	0	3	1	3	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
16	21	5	2	5	0	3	2	3	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
16	22	5	2	6	0	3	2	3	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
16	23	6	1	5	2	5	1	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
16	24	6	1	6	0	3	1	3	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
16	25	6	2	5	2	5	2	25	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
16	26	6	2	6	0	3	2	3	1.1054913997650146E+000	1.1054913997650146E+000	1.1054913997650146E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
17	1	1	1	5	2	5	3	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
17	2	1	1	6	2	5	3	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
17	3	1	2	2	2	1	4	21	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
17	4	1	2	5	2	5	4	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
17	5	1	2	6	2	5	4	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
17	6	2	1	5	2	5	3	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
17	7	2	1	6	2	5	3	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
17	8	2	2	2	2	1	4	21	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
17	9	2	2	5	2	5	4	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
17	10	2	2	6	2	5	4	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
17	11	3	1	5	2	5	1	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
17	12	3	1	6	2	5	1	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
17	13	3	2	5	2	5	2	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
17	14	3	2	6	2	5	2	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
17	15	4	1	5	2	5	1	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
17	16	4	1	6	2	5	1	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
17	17	4	2	5	2	5	2	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
17	18	4	2	6	2	5	2	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
17	19	5	1	5	0	3	1	3	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
17	20	5	1	6	0	3	1	3	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
17	21	5	2	5	0	3	2	3	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
17	22	5	2	6	0	3	2	3	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
17	23	6	1	5	2	5	1	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
17	24	6	1	6	0	3	1	3	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
17	25	6	2	5	2	5	2	25	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
17	26	6	2	6	0	3	2	3	1.1317278146743774E+000	1.1317278146743774E+000	1.1317278146743774E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
18	1	1	1	5	2	5	3	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
18	2	1	1	6	2	5	3	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
18	3	1	2	2	2	1	4	21	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
18	4	1	2	5	2	5	4	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
18	5	1	2	6	2	5	4	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
18	6	2	1	5	2	5	3	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
18	7	2	1	6	2	5	3	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
18	8	2	2	2	2	1	4	21	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
18	9	2	2	5	2	5	4	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
18	10	2	2	6	2	5	4	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
18	11	3	1	5	2	5	1	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
18	12	3	1	6	2	5	1	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
18	13	3	2	5	2	5	2	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
18	14	3	2	6	2	5	2	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
18	15	4	1	5	2	5	1	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
18	16	4	1	6	2	5	1	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
18	17	4	2	5	2	5	2	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
18	18	4	2	6	2	5	2	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
18	19	5	1	5	0	3	1	3	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
18	20	5	1	6	0	3	1	3	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
18	21	5	2	5	0	3	2	3	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
18	22	5	2	6	0	3	2	3	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
18	23	6	1	5	2	5	1	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
18	24	6	1	6	0	3	1	3	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
18	25	6	2	5	2	5	2	25	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
18	26	6	2	6	0	3	2	3	1.5625741481781006E+000	1.5625741481781006E+000	1.5625741481781006E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
19	1	1	1	5	2	5	3	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
19	2	1	1	6	2	5	3	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
19	3	1	2	2	2	1	4	21	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
19	4	1	2	5	2	5	4	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
19	5	1	2	6	2	5	4	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
19	6	2	1	5	2	5	3	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
19	7	2	1	6	2	5	3	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
19	8	2	2	2	2	1	4	21	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
19	9	2	2	5	2	5	4	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
19	10	2	2	6	2	5	4	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
19	11	3	1	5	2	5	1	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
19	12	3	1	6	2	5	1	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
19	13	3	2	5	2	5	2	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
19	14	3	2	6	2	5	2	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
19	15	4	1	5	2	5	1	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
19	16	4	1	6	2	5	1	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
19	17	4	2	5	2	5	2	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
19	18	4	2	6	2	5	2	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
19	19	5	1	5	0	3	1	3	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
19	20	5	1	6	0	3	1	3	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
19	21	5	2	5	0	3	2	3	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
19	22	5	2	6	0	3	2	3	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
19	23	6	1	5	2	5	1	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
19	24	6	1	6	0	3	1	3	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
19	25	6	2	5	2	5	2	25	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
19	26	6	2	6	0	3	2	3	1.5989959239959717E+000	1.5989959239959717E+000	1.5989959239959717E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
20	1	1	1	5	2	5	3	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
20	2	1	1	6	2	5	3	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
20	3	1	2	2	2	1	4	21	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
20	4	1	2	5	2	5	4	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
20	5	1	2	6	2	5	4	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
20	6	2	1	5	2	5	3	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.3281209579548774E-013	8.7013842757729048E-025
20	7	2	1	6	2	5	3	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	2.3886955916952238E-015	5.7058665060100354E-030
20	8	2	2	2	2	1	4	21	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	6.7302415845915675E-004	4.5296175699149899E-007
20	9	2	2	5	2	5	4	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	-3.8778539841050064E-013	1.5037750985222539E-025
20	10	2	2	6	2	5	4	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	4.6220796456983727E-015	2.1363620153991231E-029
20	11	3	1	5	2	5	1	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
20	12	3	1	6	2	5	1	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
20	13	3	2	5	2	5	2	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.4760511606384807E-012	2.1787271267830035E-024
20	14	3	2	6	2	5	2	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	1.9958336639456804E-015	3.9833520034111257E-030
20	15	4	1	5	2	5	1	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	9.9808193394085309E-013	9.9616753604869140E-025
20	16	4	1	6	2	5	1	25	1.8883167505264282E+000	1.8883167505264282E+000	1.8883167505264282E+000	T	7	SP00	SP00	2.0000000000000000E+000	1.0000000474974513E-003	3.7746384285634958E-015	1.4247895816260325E-029
