independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
Acm	0.000	0.1012E+02	0.0000E+00	0.00	0.3013E+02
Acm	30.000	0.7418E+01	0.0000E+00	17.64	0.2021E+02
Acm	60.000	0.8823E+01	0.0000E+00	36.92	0.1842E+02
Acm	90.000	0.7464E+01	0.0000E+00	59.89	0.1006E+02
Acm	120.000	0.5261E+01	0.0000E+00	89.54	0.3993E+01
Acm	150.000	0.4323E+01	0.0000E+00	129.52	0.1829E+01
Acm	180.000	0.5995E+01	0.0000E+00	180.00	0.1921E+01
