independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
Acm	0.000	0.4511E+00	0.0000E+00	0.00	0.8859E+00
Acm	30.000	0.9397E+00	0.0000E+00	21.63	0.1732E+01
Acm	60.000	0.1609E+01	0.0000E+00	44.63	0.2461E+01
Acm	90.000	0.1820E+01	0.0000E+00	70.54	0.2072E+01
Acm	120.000	0.2123E+01	0.0000E+00	101.14	0.1676E+01
Acm	150.000	0.2772E+01	0.0000E+00	137.94	0.1553E+01
Acm	180.000	0.3137E+01	0.0000E+00	180.00	0.1513E+01
