fixture_id	energy_group	candidate_relevant	row_id	family	branch	legacy_l	rotation_form	base_form	state_index	form_selector	epx	epxx	pnmod_input_ll	pnmod_derived_l	pnmod_nfx	pnmod_branch	pnmod_pg1	pnmod_pg2	pnmod_pg3	pnmod_tr_before	pnmod_ti_before	pnmod_tr_after	pnmod_ti_after	pnpwi_ein	pnpwi_postmod_tr	pnpwi_postmod_ti	pnmod_early_return	dispatch_n	dispatch_title	previous_title	effective_e	dither_before	pnpwi_result_tr	pnpwi_result_ti	addresk_nf	addresk_pg1	addresk_pg2	addresk_pg3	addresk_pre_tr	addresk_pre_ti	addresk_post_tr	addresk_post_ti
cm12_pi_plus_h1_energy_sweep	3	yes	68	4	1	6	2	5	1	25	4.4995715332031250E+002	4.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	2.7314698672853410E-004	1.5480800357181579E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.7314698672853410E-004	1.5480800357181579E-004	2.7314698672853410E-004	1.5480800357181579E-004
cm12_pi_plus_h1_energy_sweep	3	yes	69	4	2	5	2	5	2	25	4.4995715332031250E+002	4.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	1.1969277402386069E-003	4.3756066588684916E-005	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.1969277402386069E-003	4.3756066588684916E-005	1.1969277402386069E-003	4.3756066588684916E-005
cm12_pi_plus_h1_energy_sweep	3	yes	70	4	2	6	2	5	2	25	4.4995715332031250E+002	4.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	-8.4197771502658725E-004	7.0892696157898172E-007	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-8.4197771502658725E-004	7.0892696157898172E-007	-8.4197771502658725E-004	7.0892696157898172E-007
cm12_pi_plus_h1_energy_sweep	3	no	71	5	1	5	0	3	1	3	4.4995715332031250E+002	4.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	6.9536245428025723E-003	1.7659277364145964E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.9536245428025723E-003	1.7659277364145964E-004	6.9536245428025723E-003	1.7659277364145964E-004
cm12_pi_plus_h1_energy_sweep	3	no	72	5	1	6	0	3	1	3	4.4995715332031250E+002	4.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	2.7314698672853410E-004	1.5480800357181579E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.7314698672853410E-004	1.5480800357181579E-004	2.7314698672853410E-004	1.5480800357181579E-004
cm12_pi_plus_h1_energy_sweep	3	no	73	5	2	5	0	3	2	3	4.4995715332031250E+002	4.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	1.1969277402386069E-003	4.3756066588684916E-005	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.1969277402386069E-003	4.3756066588684916E-005	1.1969277402386069E-003	4.3756066588684916E-005
cm12_pi_plus_h1_energy_sweep	3	no	74	5	2	6	0	3	2	3	4.4995715332031250E+002	4.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	-8.4197771502658725E-004	7.0892696157898172E-007	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-8.4197771502658725E-004	7.0892696157898172E-007	-8.4197771502658725E-004	7.0892696157898172E-007
cm12_pi_plus_h1_energy_sweep	3	no	75	6	1	5	2	5	1	25	4.4995715332031250E+002	4.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	6.9536245428025723E-003	1.7659277364145964E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.9536245428025723E-003	1.7659277364145964E-004	6.9536245428025723E-003	1.7659277364145964E-004
cm12_pi_plus_h1_energy_sweep	3	no	76	6	1	6	0	3	1	3	4.4995715332031250E+002	4.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	2.7314698672853410E-004	1.5480800357181579E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.7314698672853410E-004	1.5480800357181579E-004	2.7314698672853410E-004	1.5480800357181579E-004
cm12_pi_plus_h1_energy_sweep	3	no	77	6	2	5	2	5	2	25	4.4995715332031250E+002	4.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	1.1969277402386069E-003	4.3756066588684916E-005	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.1969277402386069E-003	4.3756066588684916E-005	1.1969277402386069E-003	4.3756066588684916E-005
cm12_pi_plus_h1_energy_sweep	3	no	78	6	2	6	0	3	2	3	4.4995715332031250E+002	4.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	4.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	4.4995715332031250E+002	1.0000000474974513E-003	-8.4197771502658725E-004	7.0892696157898172E-007	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-8.4197771502658725E-004	7.0892696157898172E-007	-8.4197771502658725E-004	7.0892696157898172E-007
cm12_pi_plus_h1_energy_sweep	4	yes	79	1	1	5	2	5	3	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-6.5207341685891151E-004	8.5284741362556815E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-6.5207341685891151E-004	8.5284741362556815E-004	-6.5207341685891151E-004	8.5284741362556815E-004
cm12_pi_plus_h1_energy_sweep	4	yes	80	1	1	6	2	5	3	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-2.8549478156492114E-004	2.2415885177906603E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.8549478156492114E-004	2.2415885177906603E-004	-2.8549478156492114E-004	2.2415885177906603E-004
cm12_pi_plus_h1_energy_sweep	4	yes	81	1	2	2	2	1	4	21	6.4995715332031250E+002	6.4995715332031250E+002	1	2	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-1.8900001049041748E-001	8.4066681563854218E-002	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-1.8900001049041748E-001	8.4066681563854218E-002	-1.8900001049041748E-001	8.4066681563854218E-002
cm12_pi_plus_h1_energy_sweep	4	yes	82	1	2	5	2	5	4	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-1.2018871493637562E-003	1.5147551312111318E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-1.2018871493637562E-003	1.5147551312111318E-004	-1.2018871493637562E-003	1.5147551312111318E-004
cm12_pi_plus_h1_energy_sweep	4	yes	83	1	2	6	2	5	4	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	5.6530381552875042E-003	1.6682273417245597E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	5.6530381552875042E-003	1.6682273417245597E-004	5.6530381552875042E-003	1.6682273417245597E-004
cm12_pi_plus_h1_energy_sweep	4	yes	84	2	1	5	2	5	3	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-6.5207341685891151E-004	8.5284741362556815E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-6.5207341685891151E-004	8.5284741362556815E-004	-6.5207341685891151E-004	8.5284741362556815E-004
cm12_pi_plus_h1_energy_sweep	4	yes	85	2	1	6	2	5	3	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-2.8549478156492114E-004	2.2415885177906603E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.8549478156492114E-004	2.2415885177906603E-004	-2.8549478156492114E-004	2.2415885177906603E-004
cm12_pi_plus_h1_energy_sweep	4	yes	86	2	2	2	2	1	4	21	6.4995715332031250E+002	6.4995715332031250E+002	1	2	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-1.8900001049041748E-001	8.4066681563854218E-002	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-1.8900001049041748E-001	8.4066681563854218E-002	-1.8900001049041748E-001	8.4066681563854218E-002
cm12_pi_plus_h1_energy_sweep	4	yes	87	2	2	5	2	5	4	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-1.2018871493637562E-003	1.5147551312111318E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-1.2018871493637562E-003	1.5147551312111318E-004	-1.2018871493637562E-003	1.5147551312111318E-004
cm12_pi_plus_h1_energy_sweep	4	yes	88	2	2	6	2	5	4	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	5.6530381552875042E-003	1.6682273417245597E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	5.6530381552875042E-003	1.6682273417245597E-004	5.6530381552875042E-003	1.6682273417245597E-004
cm12_pi_plus_h1_energy_sweep	4	yes	89	3	1	5	2	5	1	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.0940598100423813E-002	1.5174769796431065E-003	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.0940598100423813E-002	1.5174769796431065E-003	2.0940598100423813E-002	1.5174769796431065E-003
cm12_pi_plus_h1_energy_sweep	4	yes	90	3	1	6	2	5	1	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	1.8707602284848690E-003	5.8450282085686922E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.8707602284848690E-003	5.8450282085686922E-004	1.8707602284848690E-003	5.8450282085686922E-004
cm12_pi_plus_h1_energy_sweep	4	yes	91	3	2	5	2	5	2	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.6265468914061785E-003	3.8779413443990052E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.6265468914061785E-003	3.8779413443990052E-004	2.6265468914061785E-003	3.8779413443990052E-004
cm12_pi_plus_h1_energy_sweep	4	yes	92	3	2	6	2	5	2	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-2.3166532628238201E-003	5.3669118642574176E-006	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.3166532628238201E-003	5.3669118642574176E-006	-2.3166532628238201E-003	5.3669118642574176E-006
cm12_pi_plus_h1_energy_sweep	4	yes	93	4	1	5	2	5	1	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.0940598100423813E-002	1.5174769796431065E-003	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.0940598100423813E-002	1.5174769796431065E-003	2.0940598100423813E-002	1.5174769796431065E-003
cm12_pi_plus_h1_energy_sweep	4	yes	94	4	1	6	2	5	1	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	1.8707602284848690E-003	5.8450282085686922E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.8707602284848690E-003	5.8450282085686922E-004	1.8707602284848690E-003	5.8450282085686922E-004
cm12_pi_plus_h1_energy_sweep	4	yes	95	4	2	5	2	5	2	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.6265468914061785E-003	3.8779413443990052E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.6265468914061785E-003	3.8779413443990052E-004	2.6265468914061785E-003	3.8779413443990052E-004
cm12_pi_plus_h1_energy_sweep	4	yes	96	4	2	6	2	5	2	25	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-2.3166532628238201E-003	5.3669118642574176E-006	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.3166532628238201E-003	5.3669118642574176E-006	-2.3166532628238201E-003	5.3669118642574176E-006
cm12_pi_plus_h1_energy_sweep	4	no	97	5	1	5	0	3	1	3	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.0940598100423813E-002	1.5174769796431065E-003	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.0940598100423813E-002	1.5174769796431065E-003	2.0940598100423813E-002	1.5174769796431065E-003
cm12_pi_plus_h1_energy_sweep	4	no	98	5	1	6	0	3	1	3	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	1.8707602284848690E-003	5.8450282085686922E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.8707602284848690E-003	5.8450282085686922E-004	1.8707602284848690E-003	5.8450282085686922E-004
cm12_pi_plus_h1_energy_sweep	4	no	99	5	2	5	0	3	2	3	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.6265468914061785E-003	3.8779413443990052E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.6265468914061785E-003	3.8779413443990052E-004	2.6265468914061785E-003	3.8779413443990052E-004
cm12_pi_plus_h1_energy_sweep	4	no	100	5	2	6	0	3	2	3	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-2.3166532628238201E-003	5.3669118642574176E-006	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.3166532628238201E-003	5.3669118642574176E-006	-2.3166532628238201E-003	5.3669118642574176E-006
cm12_pi_plus_h1_energy_sweep	4	no	101	6	1	5	2	5	1	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.0940598100423813E-002	1.5174769796431065E-003	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.0940598100423813E-002	1.5174769796431065E-003	2.0940598100423813E-002	1.5174769796431065E-003
cm12_pi_plus_h1_energy_sweep	4	no	102	6	1	6	0	3	1	3	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	1.8707602284848690E-003	5.8450282085686922E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	1.8707602284848690E-003	5.8450282085686922E-004	1.8707602284848690E-003	5.8450282085686922E-004
cm12_pi_plus_h1_energy_sweep	4	no	103	6	2	5	2	5	2	25	6.4995715332031250E+002	6.4995715332031250E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	2.6265468914061785E-003	3.8779413443990052E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	2.6265468914061785E-003	3.8779413443990052E-004	2.6265468914061785E-003	3.8779413443990052E-004
cm12_pi_plus_h1_energy_sweep	4	no	104	6	2	6	0	3	2	3	6.4995715332031250E+002	6.4995715332031250E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	6.4995715332031250E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	6.4995715332031250E+002	1.0000000474974513E-003	-2.3166532628238201E-003	5.3669118642574176E-006	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.3166532628238201E-003	5.3669118642574176E-006	-2.3166532628238201E-003	5.3669118642574176E-006
cm12_pi_plus_h1_energy_sweep	5	yes	105	1	1	5	2	5	3	25	8.4995721435546875E+002	8.4995721435546875E+002	4	5	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	8.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	8.4995721435546875E+002	1.0000000474974513E-003	-2.1399506367743015E-003	3.1386986374855042E-003	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-2.1399506367743015E-003	3.1386986374855042E-003	-2.1399506367743015E-003	3.1386986374855042E-003
cm12_pi_plus_h1_energy_sweep	5	yes	106	1	1	6	2	5	3	25	8.4995721435546875E+002	8.4995721435546875E+002	5	6	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	8.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	8.4995721435546875E+002	1.0000000474974513E-003	-1.4165212633088231E-003	9.9191966000944376E-004	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-1.4165212633088231E-003	9.9191966000944376E-004	-1.4165212633088231E-003	9.9191966000944376E-004
cm12_pi_plus_h1_energy_sweep	5	yes	107	1	2	2	2	1	4	21	8.4995721435546875E+002	8.4995721435546875E+002	1	2	0	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	8.4995721435546875E+002	0.0000000000000000E+000	0.0000000000000000E+000	0	7	SP00	SP00	8.4995721435546875E+002	1.0000000474974513E-003	-6.7707628011703491E-002	1.1722847074270248E-001	0	0.0000000000000000E+000	0.0000000000000000E+000	0.0000000000000000E+000	-6.7707628011703491E-002	1.1722847074270248E-001	-6.7707628011703491E-002	1.1722847074270248E-001
