independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
Acm	0.000	0.1503E+01	0.0000E+00	0.00	0.4176E+01
Acm	30.000	0.1761E+01	0.0000E+00	18.25	0.4492E+01
Acm	60.000	0.1737E+01	0.0000E+00	38.12	0.3433E+01
Acm	90.000	0.2388E+01	0.0000E+00	61.61	0.3114E+01
Acm	120.000	0.1770E+01	0.0000E+00	91.50	0.1344E+01
Acm	150.000	0.1186E+01	0.0000E+00	131.02	0.5241E+00
Acm	180.000	0.1134E+01	0.0000E+00	180.00	0.3891E+00
