independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
ACM	0.000	0.4980E+01	0.0000E+00	0.00	0.1188E+02
ACM	30.000	0.4648E+01	0.0000E+00	19.67	0.1027E+02
ACM	60.000	0.2396E+01	0.0000E+00	40.89	0.4213E+01
ACM	90.000	0.4795E+00	0.0000E+00	65.50	0.5844E+00
ACM	120.000	0.4823E-01	0.0000E+00	95.85	0.3696E-01
ACM	150.000	0.2677E+00	0.0000E+00	134.26	0.1312E+00
ACM	180.000	0.2894E+00	0.0000E+00	0.00	0.2894E-10
