case	binary_sha256	fixture_sha256	exit_status	thanks_marker	total_data	patched_stdout_exact	unpatched_stdout_exact	patched_selection_exact	unpatched_selection_exact	stderr_lines
historical-arndt64	8a3c925a3aa95314fb4ad4fa7a8cbfa0095df898ee6fa96dad2071d20789678a	0d1b50de08921683e5c198eba68616e01a8229de1f2a04516b1d519bd09c008b	0	yes	238	no	no	no	yes	0
