artifact	field_selector	class	observed_count	evidence	result
raw/build-{a,b}/build/manifest.txt	binary SHA-256 record path: state/build-f6c81d01a1fe.<suffix>/pdsd	execution_metadata	1	Build A/B direct diff	measured_volatile
