independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
Acm	0.000	0.6873E+01	0.0000E+00	0.00	0.1350E+02
Acm	30.000	0.8965E+01	0.0000E+00	21.63	0.1652E+02
Acm	60.000	0.1351E+02	0.0000E+00	44.63	0.2066E+02
Acm	90.000	0.1523E+02	0.0000E+00	70.54	0.1734E+02
Acm	120.000	0.1126E+02	0.0000E+00	101.14	0.8889E+01
Acm	150.000	0.5211E+01	0.0000E+00	137.94	0.2920E+01
Acm	180.000	0.2287E+01	0.0000E+00	180.00	0.1103E+01
