line	field	left	right	class	relation
27	sha256:stdout.txt	f030aa6de9cae1a5ea4ac81de78243b245a7eb0c86ade8290938c5d99c11c33a	d3744e57a134c2b99132b76fb7362d8110900fb496011c1cd729742367ee52a9	execution_metadata	derived_hash
31	sha256:SAID.TMP	f06532d1fc7dd48c0200a7ff4eeb9a641bc45cbcbf1895331da03e22fa21d612	92214ff2badc5af6557fbabbc18127a9dc62b01c675a0ceb1442d99e7fc2010e	execution_metadata	derived_hash
33	sha256:SAID.LOG	fda2b9ce295a21c25ef75bb6b072f7f924d9e133c8bfbb6878666681e073827e	61e5d9e452ea8523dc548a5329a42a0325ffddf168557c0132d0dbe7f36b2c37	execution_metadata	derived_hash
