candidate	canonical_file	routine	status	canonical_line	candidate_line	canonical_sha256	candidate_sha256	behavioral_relevance
said.tar.gz/pru.f	pru.f	MMAID	identical	5287	5287	cdfd96ae14b28d61a7c3133a7cb28a914168dc755baba7a09caab13e0f1b0737	cdfd96ae14b28d61a7c3133a7cb28a914168dc755baba7a09caab13e0f1b0737	none
said.tar.gz/pru.f	pru.f	MAINZPIN	identical	5356	5356	0f91535d50474e5d6785b11cc65d6234ee7bd86db5f1ed47e9bff5c05a6cf36f	0f91535d50474e5d6785b11cc65d6234ee7bd86db5f1ed47e9bff5c05a6cf36f	none
said.tar.gz/pru.f	pru.f	SPLINES	identical	5485	5485	1548184b280ac48e13a1798b1145032bf649a486cd2a0ff4942619574b809d65	1548184b280ac48e13a1798b1145032bf649a486cd2a0ff4942619574b809d65	none
said.tar.gz/pru.f	pru.f	MAID05	identical	5688	5688	94622084ffbf405aabb4189b86297ef81aba61359192b018210ada9cc1987356	94622084ffbf405aabb4189b86297ef81aba61359192b018210ada9cc1987356	none
said.tar.gz/pru.f	pru.f	NACHALO	identical	5994	5994	68f5998a53b68ab2d16402641fda49afedd547fb4e95c08cb7c64d0804ef64a0	68f5998a53b68ab2d16402641fda49afedd547fb4e95c08cb7c64d0804ef64a0	none
said.tar.gz/pru.f	pru.f	CGLN	identical	6042	6042	9cdeebf9e09461c769cb335360c2a2351ea961fad3e950b9b1a361795504c835	9cdeebf9e09461c769cb335360c2a2351ea961fad3e950b9b1a361795504c835	none
said.tar.gz/pru.f	pru.f	P33NEW	identical	6610	6610	d313526d174c2a5ee0a7b5917d314cd62590f7f6275fd40073e00aff85bcdd94	d313526d174c2a5ee0a7b5917d314cd62590f7f6275fd40073e00aff85bcdd94	none
said.tar.gz/pru.f	pru.f	D33NEW	identical	6884	6884	a9312abfd6af1744fc00a0670933449f17bde00fdfad24f5010b43be83142ba8	a9312abfd6af1744fc00a0670933449f17bde00fdfad24f5010b43be83142ba8	none
said.tar.gz/pru.f	pru.f	S11FST	identical	6955	6955	89ff85b98524a7bfb8f27dbec078615d1ef28e4d81fb1710944556e167694fc3	89ff85b98524a7bfb8f27dbec078615d1ef28e4d81fb1710944556e167694fc3	none
said.tar.gz/pru.f	pru.f	S11SEC	identical	7063	7063	cf1d468e4e3b568668a8c54f7bd2dd3c9a1becacdabe915b79f288b178226094	cf1d468e4e3b568668a8c54f7bd2dd3c9a1becacdabe915b79f288b178226094	none
said.tar.gz/pru.f	pru.f	S31NEW	identical	7158	7158	fa0dc3f017a0cc381df49cdf690a59688a815649cfc43a8b28d2515b9d374eed	fa0dc3f017a0cc381df49cdf690a59688a815649cfc43a8b28d2515b9d374eed	none
said.tar.gz/pru.f	pru.f	P31NEW	identical	7323	7323	79f2138ab81d040e02321ab31e57ab7501623b30e27019070dee4eafacf490fa	79f2138ab81d040e02321ab31e57ab7501623b30e27019070dee4eafacf490fa	none
said.tar.gz/pru.f	pru.f	GAUSSP	identical	7696	7696	a5eeac61feb5b192e9aa2326ffdb21091f54c9654316a231a4f1254021ea149f	a5eeac61feb5b192e9aa2326ffdb21091f54c9654316a231a4f1254021ea149f	none
said.tar.gz/pru.f	pru.f	LET_CORR	identical	7751	7751	348f9410fbcd217eb123e556ea6aca6cafb22d867c7932a58ea67e249a3d4155	348f9410fbcd217eb123e556ea6aca6cafb22d867c7932a58ea67e249a3d4155	none
said.tar.gz/pru.f	pru.f	SPLINESX	identical	7812	7812	adff431dd02e900db59d072e8f422a07545cd45230789e62c2d52576001dfdb2	adff431dd02e900db59d072e8f422a07545cd45230789e62c2d52576001dfdb2	none
said.tar.gz/pru.f	pru.f	BORN_MUL	identical	8021	8021	7acea0852bfaff03d5e464fee4d5c01f15afb1948cf953e4d9dcea9674697489	7acea0852bfaff03d5e464fee4d5c01f15afb1948cf953e4d9dcea9674697489	none
said.tar.gz/pru.f	pru.f	DFPVPS	identical	8113	8113	61429df7f682e249aeac7395005147c18d6ff48423d42dc4fc5846f33f31cfb0	61429df7f682e249aeac7395005147c18d6ff48423d42dc4fc5846f33f31cfb0	none
said.tar.gz/pru.f	pru.f	FPOLE	identical	8154	8154	657e024a74d688e02357426d55265304ec245f6e65e28ce505f145a09a8cdeb4	657e024a74d688e02357426d55265304ec245f6e65e28ce505f145a09a8cdeb4	none
said.tar.gz/pru.f	pru.f	ODDH	identical	8177	8177	d225a7c789faf6f5c74e37ed1c0cdcb37275d4d58fa4fda4cda799cf69734d5d	d225a7c789faf6f5c74e37ed1c0cdcb37275d4d58fa4fda4cda799cf69734d5d	none
said.tar.gz/pru.f	pru.f	QLEG	changed	8260	8260	8ad49873507d1c0ce139f34b67bc051059167b1a28df64e5b8447ca449254868	96210547f588a3c9f8b6f31426292742a2ab7aaa504c85c9cb5f7c780cf9be05	historical-delta-not-canonical-without-workflow-evidence
said.tar.gz/pru.f	pru.f	QLEGY	changed	8276	8275	04b4d91bbb7e13812484318808d70b2dc87e86352c14449aa1f7eda0072019e5	0c97148aadac4bc125e090409c98ab148e424e8a5c460b5e8f807cd2724a54c5	historical-delta-not-canonical-without-workflow-evidence
said.tar.gz/pru.f	pru.f	FNFPI	identical	8370	8369	c14bc6ac631417c76ba243f457c4cfef8b959e3bc063af70c71e5e9eb4d47812	c14bc6ac631417c76ba243f457c4cfef8b959e3bc063af70c71e5e9eb4d47812	none
said.tar.gz/pru.f	pru.f	HFMATR	identical	8399	8398	4840daa83250e6878768ce6f9ec08b0b423d9be0f6c88fa215672fd480035568	4840daa83250e6878768ce6f9ec08b0b423d9be0f6c88fa215672fd480035568	none
said.tar.gz/pru.f	pru.f	EL	identical	8444	8443	c2cb73d4ce0f08d86acf68fe8dc4e8b466e190257cfeb7a44bf18ee8e974e93e	c2cb73d4ce0f08d86acf68fe8dc4e8b466e190257cfeb7a44bf18ee8e974e93e	none
said.tar.gz/pru.f	pru.f	ML	identical	8547	8546	e390c4edb1f04d9a6b368e6b698085a30d411ace03606a788766aebbc197375c	e390c4edb1f04d9a6b368e6b698085a30d411ace03606a788766aebbc197375c	none
said.tar.gz/pru.f	pru.f	LL	identical	8639	8638	471883f4398f461a0f390615a279f7a379240bf4b377a01b71e4f9c9fd4f5d0a	471883f4398f461a0f390615a279f7a379240bf4b377a01b71e4f9c9fd4f5d0a	none
said.tar.gz/pru.f	pru.f	SPLINE	identical	8740	8739	835960d51dffa81d73922b7e3f0e932e4a69ad5531b308df7bdc9341a3dc35aa	835960d51dffa81d73922b7e3f0e932e4a69ad5531b308df7bdc9341a3dc35aa	none
said.tar.gz/pru.f	pru.f	SPLINT	identical	8780	8779	2ac0d14b811af2539b9636736df2a8b06fbe47c8c3fa404cc8edc62cc59e4eca	2ac0d14b811af2539b9636736df2a8b06fbe47c8c3fa404cc8edc62cc59e4eca	none
said.tar.gz/pru.f	pru.f	ODDSR	identical	8808	8807	5837e41d85dc350fb9f92c4e42d251677354e22ad391ffdb0dd2e966e2bcd20b	5837e41d85dc350fb9f92c4e42d251677354e22ad391ffdb0dd2e966e2bcd20b	none
said.tar.gz/pru.f	pru.f	VIJL	identical	8938	8937	a60835ea84a12fbaf3ffb588b8e64d1fad51fd1b1f32a324cd219f331356f413	a60835ea84a12fbaf3ffb588b8e64d1fad51fd1b1f32a324cd219f331356f413	none
said.tar.gz/pru.f	pru.f	WIJL	identical	8969	8968	e39f5ad5a6a3b372c422315a0bf8759a364d4c5bf99ff069c21534d037c3b106	e39f5ad5a6a3b372c422315a0bf8759a364d4c5bf99ff069c21534d037c3b106	none
said.tar.gz/pru.f	pru.f	PLEG	identical	9007	9006	01a24db59fc39a2f5e009427424dbdea2eb70b06bf923e1b4ef6f0a05bc4aef7	01a24db59fc39a2f5e009427424dbdea2eb70b06bf923e1b4ef6f0a05bc4aef7	none
said.tar.gz/pru.f	pru.f	PLEGD	identical	9027	9026	4b633d356625246f14ebafd98e1edd2927d61e90c972e5135aeac04d014857f6	4b633d356625246f14ebafd98e1edd2927d61e90c972e5135aeac04d014857f6	none
said.tar.gz/pru.f	pru.f	PLEGDD	identical	9049	9048	1173d6535ba0777004ca17ad23ad45a2ce1b3a59785c091bb284e82c98c7da61	1173d6535ba0777004ca17ad23ad45a2ce1b3a59785c091bb284e82c98c7da61	none
said.tar.gz/pru.f	pru.f	GSET	identical	9071	9070	0a697687d722613fc72d0f2e2fa8b104e7c16f0fbb05aec671df415b20e118a4	0a697687d722613fc72d0f2e2fa8b104e7c16f0fbb05aec671df415b20e118a4	none
said.tar.gz/pru.f	pru.f	__BLOCK_DATA__	identical	9132	9131	9855beb35d48060f20669f36b2688bffa946b77d28c797ac38d05e92a073ab91	9855beb35d48060f20669f36b2688bffa946b77d28c797ac38d05e92a073ab91	none
said.tar.gz/pru.f	pru.f	BACKGR	identical	9318	9317	f0fc9a04257d5fc2f73388012cffd5fa8a37c0dbc6faaec84d96e00bb8da93e2	f0fc9a04257d5fc2f73388012cffd5fa8a37c0dbc6faaec84d96e00bb8da93e2	none
said.tar.gz/pru.f	pru.f	CGLN_DISP	identical	9943	9942	c872a494d03cc5762ee9f2f80fcbb50121c2ee866bd4cf45358b108501449526	c872a494d03cc5762ee9f2f80fcbb50121c2ee866bd4cf45358b108501449526	none
said.tar.gz/pru.f	pru.f	MRES	identical	10038	10037	262d304dbdf841013182d374fd877d667d14d45149681e74fd57ab180edd0e85	262d304dbdf841013182d374fd877d667d14d45149681e74fd57ab180edd0e85	none
said.tar.gz/pru.f	pru.f	MULT_TOT	identical	10198	10197	cf50fee61cb6597a2efa10932a4c3c0e05b184114de610167c9860ed9b99cbb9	cf50fee61cb6597a2efa10932a4c3c0e05b184114de610167c9860ed9b99cbb9	none
said.tar.gz/pru.f	pru.f	SOLUTIONS5	identical	10267	10266	2137d460fd336540c9097c97ab1711d8f4f73613230957b1b5ec3289d44d0156	2137d460fd336540c9097c97ab1711d8f4f73613230957b1b5ec3289d44d0156	none
said.tar.gz/pru.f	pru.f	HP33	identical	10360	10359	42c9986c98f8308a938dfb3269a6a11f2c0402dad9a64353e4bb802286245dba	42c9986c98f8308a938dfb3269a6a11f2c0402dad9a64353e4bb802286245dba	none
said.tar.gz/pru.f	pru.f	HP11	identical	10394	10393	3250f8f2baa954f34e03298e92117ebbc3a1ca246b4c387f383ea5ec9c0a4d15	3250f8f2baa954f34e03298e92117ebbc3a1ca246b4c387f383ea5ec9c0a4d15	none
said.tar.gz/pru.f	pru.f	HD13	identical	10428	10427	0d5c0c04501e422088a6e193693efd618e4eb324678136d959bf0772071991d6	0d5c0c04501e422088a6e193693efd618e4eb324678136d959bf0772071991d6	none
said.tar.gz/pru.f	pru.f	HD33	identical	10475	10474	38c4438ce442c8e04e7a9a57a4086df9b8edb97db05f417109acff28b3c2e228	38c4438ce442c8e04e7a9a57a4086df9b8edb97db05f417109acff28b3c2e228	none
said.tar.gz/pru.f	pru.f	HS11F	identical	10505	10504	6c4a405498ff4908ab02ddc582a62cff71cef64c0ed643c9c38af7f91a39a5af	6c4a405498ff4908ab02ddc582a62cff71cef64c0ed643c9c38af7f91a39a5af	none
said.tar.gz/pru.f	pru.f	HS11S	identical	10547	10546	27171824480aded5ff6162a1292a2a436b6ad8d2cd25471deccc58daad9fe59c	27171824480aded5ff6162a1292a2a436b6ad8d2cd25471deccc58daad9fe59c	none
said.tar.gz/pru.f	pru.f	HS31	identical	10589	10588	ffab498ccb2965565a573d45e26a42dc37e6f2ca51b29d514c0888783445cc8e	ffab498ccb2965565a573d45e26a42dc37e6f2ca51b29d514c0888783445cc8e	none
said.tar.gz/pru.f	pru.f	HF15	identical	10615	10614	ab37df45306b9e1259aad4eb4a8cbe2fcabc0b7efad4b07eda47c597cf17a83b	ab37df45306b9e1259aad4eb4a8cbe2fcabc0b7efad4b07eda47c597cf17a83b	none
said.tar.gz/pru.f	pru.f	HP31	identical	10663	10662	3e5b76d736958710d47c6bea4987c2bb2c15d8b3f730ff747a8cddfbc5cf558b	3e5b76d736958710d47c6bea4987c2bb2c15d8b3f730ff747a8cddfbc5cf558b	none
said.tar.gz/pru.f	pru.f	HD15	identical	10687	10686	2d284ecbbba066c4e82a854db521f7e71140911c1747d734a8583e99a2dd0612	2d284ecbbba066c4e82a854db521f7e71140911c1747d734a8583e99a2dd0612	none
said.tar.gz/pru.f	pru.f	HF35	identical	10735	10734	2a26fe721e64a02a4f30b68056360f17abcc36ffa35f5dc6b612c3cae63861f8	2a26fe721e64a02a4f30b68056360f17abcc36ffa35f5dc6b612c3cae63861f8	none
said.tar.gz/pru.f	pru.f	HF37	identical	10762	10761	ea523dbb17cb83c6f1e32a2467993c5c5b49ca5e9d20f6943ae1c307d1e9a67e	ea523dbb17cb83c6f1e32a2467993c5c5b49ca5e9d20f6943ae1c307d1e9a67e	none
said.tar.gz/pru.f	pru.f	HP13	identical	10790	10789	43252ebbca1f0259e129bb65b5f0fbb4435e76fcb168b43cba9552844f823a60	43252ebbca1f0259e129bb65b5f0fbb4435e76fcb168b43cba9552844f823a60	none
said.tar.gz/pru.f	pru.f	HEL_OUT	identical	10838	10837	4f926ad1c5e570666fbf1aab7392482449e25fc0bdfcf68028c43f2d49e3c13f	4f926ad1c5e570666fbf1aab7392482449e25fc0bdfcf68028c43f2d49e3c13f	none
said.tar.gz/pru.f	pru.f	INVFTOA	identical	10874	10873	2988f3a8df7d3a4e624557307d6550d00c12e671dd295adec6649d563b02b11b	2988f3a8df7d3a4e624557307d6550d00c12e671dd295adec6649d563b02b11b	none
said.tar.gz/pru.f	pru.f	INVATOF	identical	10950	10949	748f122c0cc9c1a9c4334735e87bce3a2339077ca4436f629dbca3fe821dae82	748f122c0cc9c1a9c4334735e87bce3a2339077ca4436f629dbca3fe821dae82	none
said.tar.gz/pru.f	pru.f	S11TRD	identical	11043	11042	22b14301e45f4bc86fadfdfdf653f0160803f12789038eea940615d127e05149	22b14301e45f4bc86fadfdfdf653f0160803f12789038eea940615d127e05149	none
said.tar.gz/pru.f	pru.f	HS11TRD	identical	11138	11137	e1a625092a612906d0754d28ff18f07dbee2279eaae50bc5d822ea2722ff8eba	e1a625092a612906d0754d28ff18f07dbee2279eaae50bc5d822ea2722ff8eba	none
said.tar.gz/pru.f	pru.f	MDINC	identical	11178	11177	6aed43192d1cae57e1d30ea9568543de58ebf096bdd9e602c105e718bf1fa5bf	6aed43192d1cae57e1d30ea9568543de58ebf096bdd9e602c105e718bf1fa5bf	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNPWA	identical	1	1	dd83594055a5bd44bf835dd17147e879f0e08d9ed27637a8cfc58fb0773df307	dd83594055a5bd44bf835dd17147e879f0e08d9ed27637a8cfc58fb0773df307	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	SEPPRT	identical	1258	1258	fcec5aad9d74fcba584d0f3fafd63721403a23cced35e24bf038d8beb9a05dfb	fcec5aad9d74fcba584d0f3fafd63721403a23cced35e24bf038d8beb9a05dfb	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	SOLNN	changed	1387	1387	d77d95995d83ae9f9b3384bcc188e69a556e0a6b6a562ecd25f748ef031f8cca	5ae529e7064d38ea172a89c5655321abeda6017c03f281f68db45ccd5fe4843f	historical-delta-not-canonical-without-workflow-evidence
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNDLT	identical	1846	1845	136928552e9f9cbfa02d9c824cbd37ebede68c361ebe6f41a5473df0318977fa	136928552e9f9cbfa02d9c824cbd37ebede68c361ebe6f41a5473df0318977fa	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	GROSSPHS	changed	2331	2330	de9b3c0ad0a8baf478d75fff8c44084a783b2b250a0ac559f603598fd5790bf1	cd14bf75728b54619064827679fecd3d8cc898ab6c3fce4ef94d68c5a73cb08e	historical-delta-not-canonical-without-workflow-evidence
code-archive/nn1.f-orig-2011.02.24	nn1.f	DQUAD	identical	2393	2391	d5feb1be76aeb50cf27fbb1564acdda18d6645fa4d9b04687300500c9080f7e6	d5feb1be76aeb50cf27fbb1564acdda18d6645fa4d9b04687300500c9080f7e6	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	DOLEPWS	identical	2494	2492	0b1c9ef5ec27baa7ac9f39adb7323a66b48c5bf2e83fd855b4c03c31efa6effa	0b1c9ef5ec27baa7ac9f39adb7323a66b48c5bf2e83fd855b4c03c31efa6effa	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	DOLEPWX	identical	2554	2552	d8494f711a620df38cad7c206a3de829d8d9d22d26fcb5b484bb1a0696d75f01	d8494f711a620df38cad7c206a3de829d8d9d22d26fcb5b484bb1a0696d75f01	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNSOLA	identical	2597	2595	7c4f2bc13f317be6fac662badea936d9071dfb0d1d8003d87a35dd6f4604efba	7c4f2bc13f317be6fac662badea936d9071dfb0d1d8003d87a35dd6f4604efba	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	DLTNN	identical	2897	2895	e3abe7ba5ce087e68da06c5da7380ec4249f3caf996da752dd0a8762356426be	e3abe7ba5ce087e68da06c5da7380ec4249f3caf996da752dd0a8762356426be	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	SESCOR	identical	3159	3157	9c761e249052a115f04dbad284f1eac10600f5e9f152149a79ec79727758fc86	9c761e249052a115f04dbad284f1eac10600f5e9f152149a79ec79727758fc86	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNRES	identical	3245	3243	b14af24ff4d87375cbca158085d1f4f2b63b36def590119aae49d8b70b907207	b14af24ff4d87375cbca158085d1f4f2b63b36def590119aae49d8b70b907207	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	PIDPWA	identical	3280	3278	a80baa6469783ea7ea297335c13819e4f5547b8c841ce73b687a1ad983673ffe	a80baa6469783ea7ea297335c13819e4f5547b8c841ce73b687a1ad983673ffe	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	SESETUP	identical	3417	3415	c14432d4a7d1996b444bd90e12acb4bb4caaf7a34b11977fc07afd07fd5cbeb1	c14432d4a7d1996b444bd90e12acb4bb4caaf7a34b11977fc07afd07fd5cbeb1	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NA96	identical	3545	3543	69b78068eaad84cc725de0f75f372ea2c4659a76e588b4738418e9645d03d118	69b78068eaad84cc725de0f75f372ea2c4659a76e588b4738418e9645d03d118	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	GTSACS	identical	3571	3569	7a234e220c277a6ae011d3291e6c2fdfbd560d258a001261c4f54b1f0f97f6d7	7a234e220c277a6ae011d3291e6c2fdfbd560d258a001261c4f54b1f0f97f6d7	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	GTSACT	identical	3626	3624	a66d5d0a4229e062ff9f21a46f5e0d9b57829d033537a6bd1121dd4bea3781b1	a66d5d0a4229e062ff9f21a46f5e0d9b57829d033537a6bd1121dd4bea3781b1	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	KYOTO	identical	3672	3670	62a731981db9037ca47fbaaf79ed1e37c074e0b812c7e1f51d98aba4b0243ddd	62a731981db9037ca47fbaaf79ed1e37c074e0b812c7e1f51d98aba4b0243ddd	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	ROTMTX	identical	3702	3700	b854b0121f68c910d00ab3ab0568e04fb996d124549a1c44e519b7b19283634f	b854b0121f68c910d00ab3ab0568e04fb996d124549a1c44e519b7b19283634f	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNOBEC	identical	3724	3722	40ba971de306a29552fc26b7fc595144a3b465632903b38dc1df3460e9848ea7	40ba971de306a29552fc26b7fc595144a3b465632903b38dc1df3460e9848ea7	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNCHI	identical	3778	3776	96bbee64abea098a414dfb6f73198c6c0ce0c8f241c925ede7b7c5cb8e6d93b3	96bbee64abea098a414dfb6f73198c6c0ce0c8f241c925ede7b7c5cb8e6d93b3	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	CHEWG2	identical	4133	4131	39e5de942e7977eb5afdebf87e1ffd309b85f6895ac2936102112d74004776e1	39e5de942e7977eb5afdebf87e1ffd309b85f6895ac2936102112d74004776e1	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	FMODEL	identical	4425	4423	c86d2768f9aedaa9e57b719e9642ab1bceca368f17884896ac4d27d5784a0688	c86d2768f9aedaa9e57b719e9642ab1bceca368f17884896ac4d27d5784a0688	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNPRFD	identical	4455	4453	c6b89bd16df37e9f02ad29a25c25c64bfd463f56b5c47ecc761c7f040271e85c	c6b89bd16df37e9f02ad29a25c25c64bfd463f56b5c47ecc761c7f040271e85c	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	CHBPLT	identical	4527	4525	5287098558ee99cb41f4fba0c01c8f8fd581038e3e2e3950b767daf251dc5411	5287098558ee99cb41f4fba0c01c8f8fd581038e3e2e3950b767daf251dc5411	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNPLAN	identical	4625	4623	748d87063abadc67688bdad3fe4db1a51d74675adaf4ae54bd1b9a1bb2d2a0a9	748d87063abadc67688bdad3fe4db1a51d74675adaf4ae54bd1b9a1bb2d2a0a9	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNMCRLO	identical	5255	5253	4a66f86fd98b800064250822e49ea13287a9f97c2fe32f4a699ace531db622dc	4a66f86fd98b800064250822e49ea13287a9f97c2fe32f4a699ace531db622dc	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNBIND	identical	5460	5458	e0a102f6e27244d24eff785669d8363aad250d4c2041d3273d970301ee92be88	e0a102f6e27244d24eff785669d8363aad250d4c2041d3273d970301ee92be88	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	BYSTRICKY	identical	5850	5848	b7b9b4055fd605b2f787a5b056db8fa2f84e7caf6db1dc4825b01ee910f7fcf1	b7b9b4055fd605b2f787a5b056db8fa2f84e7caf6db1dc4825b01ee910f7fcf1	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNODO	identical	5869	5867	25d3e85f7b69691fc2808f25fb2e6337c08b12b23cb046a67bf1ae83f9484e9a	25d3e85f7b69691fc2808f25fb2e6337c08b12b23cb046a67bf1ae83f9484e9a	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNDA	identical	5968	5966	8f3eecc69937b56fa79b8a59daaf546ed0ac2c0347ba721092526c28f1665bf9	8f3eecc69937b56fa79b8a59daaf546ed0ac2c0347ba721092526c28f1665bf9	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNOBS	identical	6046	6044	ae317ba6477743484a2099175e24fa325bfbcd7cb0a01e8e5d60338c30e67b36	ae317ba6477743484a2099175e24fa325bfbcd7cb0a01e8e5d60338c30e67b36	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNOBS2	identical	6053	6051	0f3a50b6a58d8501c312229992ac957aad2e9c5aef32a4e986ecd1d4cb679ee7	0f3a50b6a58d8501c312229992ac957aad2e9c5aef32a4e986ecd1d4cb679ee7	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	NNOBS1	identical	6136	6134	27e7d76aaed42cd37750a7266f82b62cea6d2e2f42d432d1c6ebcae707c8db5d	27e7d76aaed42cd37750a7266f82b62cea6d2e2f42d432d1c6ebcae707c8db5d	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	OBSAD	identical	6526	6524	fe4c940d89dcad64db73d54761584a88c90195f27446e6da9554c11530985b8b	fe4c940d89dcad64db73d54761584a88c90195f27446e6da9554c11530985b8b	none
code-archive/nn1.f-orig-2011.02.24	nn1.f	PLTX	identical	6547	6545	3c62cd3198d949e09ef2e739b1c404c9f86e11fd289db73b357906815f7b18e9	3c62cd3198d949e09ef2e739b1c404c9f86e11fd289db73b357906815f7b18e9	none
code-archive/prsd.f-2011.03.11-orig	prsd.f	__MAIN__	changed	1	1	bbc033669bffc473f8ac5be907a00d59116f778af99d1523caaacb821e3fd260	652087fcb6225fdd991c842182d859616675821ded94753dcf18900f288848d5	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	GTM1M2	identical	1046	1033	5df91168a0d553f08741b92f1ab1416ac2990842e924e6c2b3e18dccd8b9b35b	5df91168a0d553f08741b92f1ab1416ac2990842e924e6c2b3e18dccd8b9b35b	none
code-archive/prsd.f-2011.03.11-orig	prsd.f	PRCHICMP	changed	1058	1045	ed63dd6ccca143e76055cc80ded476bb5658ffe7b761b3c28658c1479852e604	642cb0631aaeab51b21d930d9f2cce5cee7bbbeed5c9d1e231e5a906e49219fa	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	SETEK	identical	1281	1269	31f4161e284cfb909a267841f3e1d829790d62d4cdfe006c4839adc35b255601	31f4161e284cfb909a267841f3e1d829790d62d4cdfe006c4839adc35b255601	none
code-archive/prsd.f-2011.03.11-orig	prsd.f	TYPEQV	identical	1339	1327	c8a5917157c12692c03275a304667c23fc99e73fd46324f61f16d3d1ac61303c	c8a5917157c12692c03275a304667c23fc99e73fd46324f61f16d3d1ac61303c	none
code-archive/prsd.f-2011.03.11-orig	prsd.f	PRBAS	identical	1349	1337	058d84b3f96c38f97a7ea92bfc4499ace37c0dcfdbae06d671970aa1fb65bf19	058d84b3f96c38f97a7ea92bfc4499ace37c0dcfdbae06d671970aa1fb65bf19	none
code-archive/prsd.f-2011.03.11-orig	prsd.f	PROBS	changed	1492	1480	8f6a8e3d60c9ff0aa95567214ecf7c200b17a76e862fb98f0cb238439ca52065	6453d096919c30ff1db79cfcefbbee0bd08967519e2939ef81793163c03c6e7b	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	PROBSL	changed	1646	1650	496d740d87b826e090b13136fdf67730a40fab0282c67a82a38f3f1a6dbc05d4	2b0b0cc384ea129ec8e28ee38c8c9771356a28594f5c51f8f8ccaf57cac2c64f	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	XFORM	changed	1730	1734	2e2ae876b827726fab5bba097874ceba5c8d2f4b76b200c37c8e5e83f8c86f19	5ab1e482ef4c8fa781f2313e490ec7ec2c5e2694fd6fe898bd998ef8fa62d33f	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	PRSOL	changed	1795	1800	400188a9a89a27c6f8c387dd3293f2364282d6fc5a34a23e36dc18ddee4dfc7b	44f52303869b81a08f81e36364b1ef12b3cbc7ed8497fde1939c0704ddfaa35f	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	PRDLT	changed	2314	2310	44fb259c6b69e7df13ff083169db83613941985d33804c4b82cc4de3221fbc23	570804503b3221953cbb18f773510eec6150ae157a6f01e25019be1bf565a955	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	LEGSMP	changed	2588	2568	6227b1396f89213153b02226e8e3d8ec2d298c68afa6a71fc4d529d82454ccf5	bdab68880fa9ea28b084f5f36f3657fb7dee26015755e870493a2529c9840b82	historical-delta-not-canonical-without-workflow-evidence
code-archive/prsd.f-2011.03.11-orig	prsd.f	HLPRI	identical	2653	2633	982288363a0faa73302daea1cdf2e339db1bef3d0f3011b30c5e8865b4098125	982288363a0faa73302daea1cdf2e339db1bef3d0f3011b30c5e8865b4098125	none
code-archive/prsd.f-2011.03.11-orig	prsd.f	MD07M	identical	2713	2693	f4740d6d4352b025c9a23435d4d542b4d3365f026c501360d9d20e248399cb8d	f4740d6d4352b025c9a23435d4d542b4d3365f026c501360d9d20e248399cb8d	none
