independent_variable	independent_value	a1_real_mfm	a1_imag_mfm	a2_real_mfm	a2_imag_mfm	a3_real_mfm	a3_imag_mfm	a4_real_mfm	a4_imag_mfm
Wcm	1100.0	-7.77	0.02	-25.60	-1.30	18.22	-0.02	37.01	1.24
Wcm	1300.0	-5.28	1.18	-4.80	0.64	39.86	0.22	20.13	0.43
Wcm	1500.0	-12.29	20.89	-9.25	-5.81	34.91	22.09	11.50	12.53
Wcm	1700.0	-20.90	-4.70	-2.80	0.50	10.88	13.71	-2.09	3.52
Wcm	1900.0	-22.15	3.69	-5.39	3.90	13.72	-0.78	-3.74	1.29
