independent_variable	independent_value	a1_real_mfm	a1_imag_mfm	a2_real_mfm	a2_imag_mfm	a3_real_mfm	a3_imag_mfm	a4_real_mfm	a4_imag_mfm
Acm	0.0	0.00	0.00	-7.33	-9.80	0.00	0.00	0.00	0.00
Acm	30.0	16.12	6.50	-3.23	-8.22	-6.05	1.16	12.65	4.02
Acm	60.0	16.98	8.65	3.49	-5.36	-16.92	4.20	11.75	6.49
Acm	90.0	9.15	6.85	6.86	-3.85	-23.47	7.03	0.45	8.33
Acm	120.0	4.30	3.79	8.69	-3.49	-24.87	6.95	-12.91	11.01
Acm	150.0	1.73	1.12	7.84	-2.38	-18.20	3.95	-25.71	13.89
Acm	180.0	-0.00	0.00	-0.00	-0.00	-0.00	0.00	-32.06	15.14
