context	service	requested_tz	expected_offset	observed_timestamp	observed_date	observed_offset	container_id	image_id
utc-plus-14	oracle	UTC-14	+1400	2026-08-31T18:47:05+1400	2026-08-31	+1400	087b2ebbfe957e4a4ff806b8a47bb59db27d6ff72801f4d9979fb78f23f25151	sha256:ba8c20f03ebff9df473991b07f7301b928ce6026fb9ff89ee714caa153c678dd
utc-plus-14	dev	UTC-14	+1400	2026-08-31T18:47:05+1400	2026-08-31	+1400	86effdd160e86f7c01c165f28681ddd71f5d7e555a6f36f522a5716b57132bd3	sha256:a0aeb73a5fb58949907eb6a5dbd77934bd5527c06f8a1df689a357a19c489a5b
