call_id	energy_index	reaction	family	branch	legacy_l	selector	request_energy	w_cm	reconstructed_energy	born_argument	opec_original	raw_real	raw_imag	return_real	return_imag
1	1	1	4	1	4	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	2.9625216484419070E-005	2.9580143745988607E-005	2.8844411644968204E-005	1.1781797759624624E-011	-7.3573210102040321E-007	1.1781797759624624E-011
1	1	1	4	2	2	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-1.8657563626766205E-001	-2.3371306061744690E-001	-1.7209988832473755E-001	-4.2587675125105307E-005	6.1613172292709351E-002	-4.2587675125105307E-005
1	1	1	4	2	3	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-1.5732033643871546E-003	-1.6048498218879104E-003	-1.8497388809919357E-003	-3.8054658091368765E-008	-2.4488905910402536E-004	-3.8054658091368765E-008
1	1	1	4	2	4	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.2283074940787628E-005	-2.2313583031063899E-005	3.6237372114555910E-005	-2.9561177724429788E-012	5.8550955145619810E-005	-2.9561177724429788E-012
1	1	1	5	1	3	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.3299155756831169E-002	-2.3095928132534027E-002	-2.3861484602093697E-002	-2.8762903525603178E-007	-7.6555646955966949E-004	-2.8762903525603178E-007
1	1	1	5	1	4	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.0713476988021284E-004	-2.0700029563158751E-004	-2.1116368588991463E-004	-8.0454920503569838E-011	-4.1633902583271265E-006	-8.0454920503569838E-011
1	1	1	5	2	1	135	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.1069961547851562E+001	-3.8096515655517578E+001	-2.4152690887451172E+001	2.9522472620010376E-001	1.3943824768066406E+001	2.9522472620010376E-001
1	1	1	5	2	2	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-1.9679394364356995E-001	-1.9824130833148956E-001	-1.8049092590808868E-001	-4.4673623051494360E-005	1.7750382423400879E-002	-4.4673623051494360E-005
1	1	1	5	2	3	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-3.3246742095798254E-003	-3.3259831834584475E-003	-3.6333943717181683E-003	-7.4749593181877572E-008	-3.0741118825972080E-004	-7.4749593181877572E-008
1	1	1	5	2	4	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-6.6355030867271125E-005	-6.6356456954963505E-005	-6.5917083702515811E-005	5.3773738933893256E-012	4.3937325244769454E-007	5.3773738933893256E-012
1	1	1	6	1	2	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.4768546223640442E-001	-4.5405817031860352E-001	-1.9332252442836761E-001	-1.4032219769433141E-004	2.6073563098907471E-001	-1.4032219769433141E-004
1	1	1	6	1	3	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.4952765088528395E-003	-2.4479336570948362E-003	-2.5015203282237053E-003	-3.0562983255322251E-008	-5.3586671128869057E-005	-3.0562983255322251E-008
1	1	1	6	1	4	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	-2.9678200007765554E-005	-2.9633127269335091E-005	-1.8651594291441143E-004	-7.1770603349285977E-011	-1.5688281564507633E-004	-7.1770603349285977E-011
1	1	1	6	2	2	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	2.6527899503707886E-001	3.1241643428802490E-001	2.4240271747112274E-001	5.9996284107910469E-005	-7.0013716816902161E-002	5.9996284107910469E-005
1	1	1	6	2	3	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	1.4303277712315321E-003	1.4619742287322879E-003	1.5814800281077623E-003	3.2535968585989394E-008	1.1950579937547445E-004	3.2535968585989394E-008
1	1	1	6	2	4	134	1.4510000610351562E+002	1.0735949707031250E+003	1.4509996032714844E+002	2.2651154722552747E-005	2.2681662812829018E-005	2.2501657440443523E-005	-1.8356366773830679E-012	-1.8000537238549441E-007	-1.8356366773830679E-012
