call_id	energy_index	reaction	family	branch	legacy_l	selector	request_energy	spw	sopw	opec_original	storage_real	storage_imag	return_real	return_imag
3	1	1	3	2	2	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	3.9855661988258362E-001	3.6564639210700989E-001	8.0259182141162455E-005	-3.2910227775573730E-002	8.0259182141162455E-005
3	1	1	3	2	3	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	1.3075205497443676E-002	1.4199721626937389E-002	2.1608553879559622E-007	1.1245161294937134E-003	2.1608553879559622E-007
3	1	1	3	2	4	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	5.2075803978368640E-004	5.1734695443883538E-004	-3.2773003061370432E-011	-3.4110853448510170E-006	-3.2773003061370432E-011
3	1	1	4	1	2	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	8.3436328172683716E-001	1.7154277861118317E-001	1.0772586392704397E-004	-6.6282051801681519E-001	1.0772586392704397E-004
3	1	1	4	1	3	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	9.8184272646903992E-003	9.0685253962874413E-003	7.9139887532164721E-008	-7.4990186840295792E-004	7.9139887532164721E-008
3	1	1	4	1	4	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	2.3333945136982948E-004	2.3425387917086482E-004	7.1421528413662116E-011	9.1442780103534460E-007	7.1421528413662116E-011
3	1	1	4	2	2	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-4.6512743830680847E-001	-3.4621921181678772E-001	-7.5975083746016026E-005	1.1890822649002075E-001	-7.5975083746016026E-005
3	1	1	4	2	3	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-6.3549703918397427E-003	-7.3268301784992218E-003	-1.1149938927701442E-007	-9.7185978665947914E-004	-1.1149938927701442E-007
3	1	1	4	2	4	134	1.4611999511718750E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-1.7602799925953150E-004	5.6889788538683206E-005	-3.6037078269407496E-012	2.3291778052225709E-004	-3.6037078269407496E-012
4	1	1	1	1	3	134	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-1.4215144515037537E-001	-1.5081951022148132E-001	-6.6383978492012830E-007	-8.6680650711059570E-003	-6.6383978492012830E-007
4	1	1	1	1	4	134	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-2.6580169796943665E-003	-2.2467118687927723E-003	-5.9637586535821185E-011	4.1130511090159416E-004	-5.9637586535821185E-011
4	1	1	1	2	1	135	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-1.4629055786132812E+002	-2.7878479003906250E+001	-8.9769572019577026E-002	1.1841207885742188E+002	-8.9769572019577026E-002
4	1	1	1	2	3	134	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-2.0794512704014778E-002	-2.2228810936212540E-002	1.4354571931107785E-007	-1.4342982321977615E-003	1.4354571931107785E-007
4	1	1	1	2	4	134	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-8.4983790293335915E-004	-7.9690123675391078E-004	-4.0336520235051410E-010	5.2936666179448366E-005	-4.0336520235051410E-010
4	1	1	2	1	2	134	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-1.6682984828948975E+000	-1.1490355730056763E+000	-4.1199929546564817E-004	5.1926290988922119E-001	-4.1199929546564817E-004
4	1	1	2	1	3	134	1.4619999694824219E+002	1.0000000000000000E+000	-1.0000000000000000E+000	-1.4884978532791138E-002	-1.2197926640510559E-002	-5.3744901862273764E-008	2.6870518922805786E-003	-5.3744901862273764E-008
