boundary	row	category	field	typed	forced_legacy
full_grid	214	value	multipole_real	-1.4265970094129443E-006	1.7754599684849381E-004
full_grid	214	value	multipole_imag	-1.1246403981701736E-011	-1.1247221903820659E-011
full_grid	215	value	multipole_real	-5.5933924159035087E-010	5.7488477978040464E-006
full_grid	216	value	multipole_real	-1.3784529073745944E-012	2.1685563922346773E-007
full_grid	219	value	multipole_real	-8.6680799722671509E-003	-1.5081951022148132E-001
full_grid	219	value	multipole_imag	-6.6383984176354716E-007	-6.6383978492012830E-007
full_grid	220	value	multipole_real	4.1130441240966320E-004	-2.2467118687927723E-003
full_grid	220	value	multipole_imag	-5.9637600413608993E-011	-5.9637586535821185E-011
full_grid	221	value	multipole_real	7.0067471824586391E-009	-9.5104922365862876E-005
full_grid	222	value	multipole_real	1.6370904631912708E-011	-3.8950593079789542E-006
full_grid	223	value	multipole_real	1.1841208648681641E+002	-2.7878479003906250E+001
full_grid	223	value	multipole_imag	-8.9769549667835236E-002	-8.9769572019577026E-002
full_grid	224	value	multipole_real	-3.4748911857604980E-003	-6.0868102312088013E-001
full_grid	225	value	multipole_real	-1.4342982321977615E-003	-2.2228810936212540E-002
full_grid	226	value	multipole_real	5.2936666179448366E-005	-7.9690123675391078E-004
full_grid	227	value	multipole_real	-9.4587448984384537E-011	-3.8501402741530910E-005
full_grid	228	value	multipole_real	-2.2737367544323206E-013	-1.8578899698695750E-006
full_grid	230	value	multipole_real	5.1926290988922119E-001	-1.1490355730056763E+000
full_grid	231	value	multipole_real	2.6870518922805786E-003	-1.2197926640510559E-002
full_grid	232	value	multipole_real	2.7511801454238594E-004	-1.0842049232451245E-004
full_grid	233	value	multipole_real	2.7748683351092041E-009	-1.2111013347748667E-005
full_grid	234	value	multipole_real	7.0201622293097898E-012	-4.4955189082429570E-007
full_grid	236	value	multipole_real	4.8664808273315430E-001	1.9950699806213379E+000
full_grid	237	value	multipole_real	2.4094595573842525E-003	9.5738219097256660E-003
full_grid	238	value	multipole_real	-3.0289404094219208E-004	0.0000000000000000E+000
full_grid	239	value	multipole_real	1.8844730220735073E-009	9.5967034212662838E-006
full_grid	240	value	multipole_real	4.8032688937382773E-012	3.7529335372710193E-007
full_grid	243	value	multipole_real	-2.1505665034055710E-002	4.9814451485872269E-002
full_grid	244	value	multipole_real	5.3986662533134222E-004	2.4011691566556692E-003
full_grid	245	value	multipole_real	2.3355823941528797E-009	6.2932762375567108E-005
full_grid	246	value	multipole_real	5.4569682106375694E-012	2.5996816930273781E-006
full_grid	247	value	multipole_real	7.6082162857055664E+000	1.8223327636718750E+001
full_grid	247	value	multipole_imag	-9.8288774490356445E-002	-9.8288759589195251E-002
full_grid	248	value	multipole_real	-3.3693611621856689E-002	3.7614119052886963E-001
full_grid	249	value	multipole_real	1.1888742446899414E-003	1.5020653605461121E-002
full_grid	250	value	multipole_real	-3.7531135603785515E-006	5.6299025891348720E-004
full_grid	251	value	multipole_real	-3.0922819860279560E-011	2.5666297005955130E-005
full_grid	252	value	multipole_real	-1.1368683772161603E-013	1.2386013850118616E-006
full_grid	254	value	multipole_real	-6.8168997764587402E-001	1.7662422358989716E-001
full_grid	254	value	multipole_imag	1.0946826660074294E-004	1.0946821566903964E-004
full_grid	255	value	multipole_real	-7.9369544982910156E-004	9.5970900729298592E-003
full_grid	256	value	multipole_real	1.2124946806579828E-006	2.5526533136144280E-004
full_grid	257	value	multipole_real	9.2404661700129509E-010	8.0843292380450293E-006
full_grid	258	value	multipole_real	2.3305801732931286E-012	2.9966781767143402E-007
full_grid	260	value	multipole_real	1.2213131785392761E-001	-3.5636168718338013E-001
