boundary	row	category	field	typed	forced_legacy
final	42	value	a4_real	-4.3089720606803894E-001	-4.3087235093116760E-001
final	42	value	a4_imag	-5.9900429099798203E-002	-5.9900447726249695E-002
final	42	value	dsg	5.5413697846233845E-003	5.5414712987840176E-003
final	43	value	a1_real	1.4508748054504395E+000	1.4508925676345825E+000
final	43	value	a1_imag	-1.6710070485714823E-004	-1.6709738702047616E-004
final	43	value	a2_real	4.7017574310302734E-001	4.7016033530235291E-001
final	43	value	a2_imag	5.2465751767158508E-002	5.2465759217739105E-002
final	43	value	a3_real	-2.0981082916259766E+000	-2.0981290340423584E+000
final	43	value	a3_imag	2.1778413793072104E-004	2.1777972870040685E-004
final	43	value	a4_real	-1.0280742645263672E+000	-1.0280425548553467E+000
final	43	value	a4_imag	-6.7960627377033234E-002	-6.7960649728775024E-002
final	43	value	dsg	6.2564928084611893E-003	6.2565398402512074E-003
final	44	value	a1_real	1.0473093986511230E+000	1.0473220348358154E+000
final	44	value	a1_imag	-1.1990041821263731E-004	-1.1989802442258224E-004
final	44	value	a2_real	6.5589106082916260E-001	6.5587359666824341E-001
final	44	value	a2_imag	4.2573630809783936E-002	4.2573641985654831E-002
final	44	value	a3_real	-2.0580086708068848E+000	-2.0580284595489502E+000
final	44	value	a3_imag	2.1170513355173171E-004	2.1170086984056979E-004
final	44	value	a4_real	-1.6828854084014893E+000	-1.6828438043594360E+000
final	44	value	a4_imag	-7.4709162116050720E-002	-7.4709177017211914E-002
final	44	value	dsg	6.9064139388501644E-003	6.9063697010278702E-003
final	45	value	a1_real	6.2517547607421875E-001	6.2518298625946045E-001
final	45	value	a1_imag	-7.1209411544259638E-005	-7.1208000008482486E-005
final	45	value	a2_real	6.6410887241363525E-001	6.6409754753112793E-001
final	45	value	a2_imag	3.1823337078094482E-002	3.1823351979255676E-002
final	45	value	a3_real	-1.7644811868667603E+000	-1.7644979953765869E+000
final	45	value	a3_imag	1.8012874352280051E-004	1.8012512009590864E-004
final	45	value	a4_real	-2.3050017356872559E+000	-2.3049478530883789E+000
final	45	value	a4_imag	-8.0002665519714355E-002	-8.0002680420875549E-002
final	45	value	dsg	7.4393544346094131E-003	7.4391984380781651E-003
final	46	value	a1_real	2.6911184191703796E-001	2.6911509037017822E-001
final	46	value	a1_imag	-3.0536884878529236E-005	-3.0536284612026066E-005
final	46	value	a2_real	5.0917136669158936E-001	5.0916051864624023E-001
final	46	value	a2_imag	2.0427132025361061E-002	2.0427133888006210E-002
final	46	value	a3_real	-1.2407130002975464E+000	-1.2407246828079224E+000
final	46	value	a3_imag	1.2594280997291207E-004	1.2594029249157757E-004
final	46	value	a4_real	-2.8038461208343506E+000	-2.8037855625152588E+000
final	46	value	a4_imag	-8.3726324141025543E-002	-8.3726339042186737E-002
final	46	value	dsg	7.8201666474342346E-003	7.8199096024036407E-003
final	47	value	a1_real	4.8993553966283798E-002	4.8994135111570358E-002
final	47	value	a1_imag	-5.5473419706686400E-006	-5.5472319218097255E-006
final	47	value	a2_real	2.3482634127140045E-001	2.3482140898704529E-001
final	47	value	a2_imag	8.6142504587769508E-003	8.6142541840672493E-003
final	47	value	a3_real	-5.4948788881301880E-001	-5.4949301481246948E-001
final	47	value	a3_imag	5.5595966841792688E-005	5.5594846344320104E-005
final	47	value	a4_real	-3.1043441295623779E+000	-3.1042783260345459E+000
final	47	value	a4_imag	-8.5798114538192749E-002	-8.5798136889934540E-002
final	47	value	dsg	8.0320024862885475E-003	8.0316774547100067E-003
final	68	value	a1_real	4.4299212098121643E-001	4.4298666715621948E-001
final	68	value	a1_imag	-4.5490749471355230E-005	-4.5491680793929845E-005
final	68	value	a2_real	-1.9907820224761963E+000	-1.9907777309417725E+000
final	68	value	a2_imag	4.2156863957643509E-002	4.2156852781772614E-002
final	68	value	a3_real	-4.2905755341053009E-002	-4.2905319482088089E-002
final	68	value	a3_imag	4.0200170587922912E-006	4.0201002775575034E-006
final	68	value	a4_real	1.6248214244842529E-001	1.6248099505901337E-001
final	68	value	a4_imag	-3.7100319750607014E-003	-3.7100310437381268E-003
final	68	value	dsg	3.5133678466081619E-003	3.5133492201566696E-003
final	69	value	a1_real	1.2372971773147583E+000	1.2372821569442749E+000
final	69	value	a1_imag	-1.2666873226407915E-004	-1.2667132250498980E-004
final	69	value	a2_real	-1.6720122098922729E+000	-1.6720033884048462E+000
final	69	value	a2_imag	4.0922284126281738E-002	4.0922272950410843E-002
final	69	value	a3_real	-3.6757519841194153E-001	-3.6757153272628784E-001
final	69	value	a3_imag	3.4283413697266951E-005	3.4284123103134334E-005
final	69	value	a4_real	4.0355643630027771E-001	4.0355324745178223E-001
final	69	value	a4_imag	-1.1029941029846668E-002	-1.1029939167201519E-002
final	69	value	dsg	3.8796805310994387E-003	3.8796206936240196E-003
final	70	value	a1_real	1.7799743413925171E+000	1.7799528837203979E+000
final	70	value	a1_imag	-1.8117904255632311E-004	-1.8118276784662157E-004
final	70	value	a2_real	-1.1132386922836304E+000	-1.1132215261459351E+000
final	70	value	a2_imag	3.8477793335914612E-002	3.8477782160043716E-002
final	70	value	a3_real	-9.2284595966339111E-001	-9.2283695936203003E-001
final	70	value	a3_imag	8.5341423982754350E-005	8.5343192040454596E-005
final	70	value	a4_real	4.1608646512031555E-001	4.1607737541198730E-001
final	70	value	a4_imag	-1.8048876896500587E-002	-1.8048873171210289E-002
final	70	value	dsg	4.5571923255920410E-003	4.5570759102702141E-003
