call_id	energy_index	angle_index	reaction	occurrence	exact_duplicate
91	1	1	1	2	yes
91	1	2	1	2	yes
91	1	3	1	2	yes
91	1	4	1	2	yes
91	1	5	1	2	yes
91	1	6	1	2	yes
91	1	7	1	2	yes
91	1	8	1	2	yes
91	1	9	1	2	yes
92	1	1	1	2	yes
92	1	2	1	2	yes
92	1	3	1	2	yes
92	1	4	1	2	yes
92	1	5	1	2	yes
92	1	6	1	2	yes
92	1	7	1	2	yes
92	1	8	1	2	yes
92	1	9	1	2	yes
93	1	1	1	2	yes
93	1	2	1	2	yes
93	1	3	1	2	yes
93	1	4	1	2	yes
93	1	5	1	2	yes
93	1	6	1	2	yes
93	1	7	1	2	yes
93	1	8	1	2	yes
93	1	9	1	2	yes
94	1	1	1	2	yes
94	1	2	1	2	yes
94	1	3	1	2	yes
94	1	4	1	2	yes
94	1	5	1	2	yes
94	1	6	1	2	yes
94	1	7	1	2	yes
94	1	8	1	2	yes
95	1	1	1	2	yes
95	1	2	1	2	yes
95	1	3	1	2	yes
95	1	4	1	2	yes
95	1	5	1	2	yes
95	1	6	1	2	yes
95	1	7	1	2	yes
95	1	8	1	2	yes
95	1	9	1	2	yes
95	1	10	1	2	yes
95	1	11	1	2	yes
95	1	12	1	2	yes
95	1	13	1	2	yes
95	1	14	1	2	yes
95	1	15	1	2	yes
95	1	16	1	2	yes
95	1	17	1	2	yes
95	1	18	1	2	yes
95	1	19	1	2	yes
95	1	20	1	2	yes
96	1	1	1	2	yes
96	1	2	1	2	yes
96	1	3	1	2	yes
96	1	4	1	2	yes
96	1	5	1	2	yes
96	1	6	1	2	yes
96	1	7	1	2	yes
96	1	8	1	2	yes
96	1	9	1	2	yes
97	1	1	1	2	yes
97	1	2	1	2	yes
97	1	3	1	2	yes
97	1	4	1	2	yes
97	1	5	1	2	yes
97	1	6	1	2	yes
98	1	1	1	2	yes
98	1	2	1	2	yes
98	1	3	1	2	yes
98	1	4	1	2	yes
98	1	5	1	2	yes
98	1	6	1	2	yes
98	1	7	1	2	yes
98	1	8	1	2	yes
98	1	9	1	2	yes
99	1	1	1	2	yes
99	1	2	1	2	yes
99	1	3	1	2	yes
99	1	4	1	2	yes
99	1	5	1	2	yes
99	1	6	1	2	yes
99	1	7	1	2	yes
99	1	8	1	2	yes
99	1	9	1	2	yes
100	1	1	1	2	yes
100	1	2	1	2	yes
100	1	3	1	2	yes
100	1	4	1	2	yes
100	1	5	1	2	yes
100	1	6	1	2	yes
100	1	7	1	2	yes
100	1	8	1	2	yes
100	1	9	1	2	yes
100	1	10	1	2	yes
100	1	11	1	2	yes
100	1	12	1	2	yes
100	1	13	1	2	yes
100	1	14	1	2	yes
100	1	15	1	2	yes
100	1	16	1	2	yes
100	1	17	1	2	yes
100	1	18	1	2	yes
100	1	19	1	2	yes
100	1	20	1	2	yes
101	1	1	1	2	yes
101	1	2	1	2	yes
101	1	3	1	2	yes
101	1	4	1	2	yes
101	1	5	1	2	yes
101	1	6	1	2	yes
101	1	7	1	2	yes
101	1	8	1	2	yes
101	1	9	1	2	yes
102	1	1	1	2	yes
102	1	2	1	2	yes
102	1	3	1	2	yes
102	1	4	1	2	yes
102	1	5	1	2	yes
102	1	6	1	2	yes
102	1	7	1	2	yes
102	1	8	1	2	yes
102	1	9	1	2	yes
103	1	1	1	2	yes
103	1	2	1	2	yes
103	1	3	1	2	yes
103	1	4	1	2	yes
103	1	5	1	2	yes
103	1	6	1	2	yes
103	1	7	1	2	yes
103	1	8	1	2	yes
103	1	9	1	2	yes
104	1	1	1	2	yes
104	1	2	1	2	yes
104	1	3	1	2	yes
104	1	4	1	2	yes
104	1	5	1	2	yes
104	1	6	1	2	yes
104	1	7	1	2	yes
104	1	8	1	2	yes
104	1	9	1	2	yes
104	1	10	1	2	yes
104	1	11	1	2	yes
104	1	12	1	2	yes
104	1	13	1	2	yes
104	1	14	1	2	yes
104	1	15	1	2	yes
104	1	16	1	2	yes
104	1	17	1	2	yes
104	1	18	1	2	yes
104	1	19	1	2	yes
104	1	20	1	2	yes
105	1	1	1	2	yes
105	1	2	1	2	yes
105	1	3	1	2	yes
105	1	4	1	2	yes
105	1	5	1	2	yes
105	1	6	1	2	yes
105	1	7	1	2	yes
105	1	8	1	2	yes
105	1	9	1	2	yes
106	1	1	1	2	yes
106	1	2	1	2	yes
106	1	3	1	2	yes
106	1	4	1	2	yes
106	1	5	1	2	yes
106	1	6	1	2	yes
106	1	7	1	2	yes
106	1	8	1	2	yes
106	1	9	1	2	yes
107	1	1	1	2	yes
107	1	2	1	2	yes
107	1	3	1	2	yes
107	1	4	1	2	yes
107	1	5	1	2	yes
107	1	6	1	2	yes
107	1	7	1	2	yes
107	1	8	1	2	yes
107	1	9	1	2	yes
108	1	1	1	2	yes
108	1	2	1	2	yes
108	1	3	1	2	yes
108	1	4	1	2	yes
108	1	5	1	2	yes
108	1	6	1	2	yes
108	1	7	1	2	yes
108	1	8	1	2	yes
108	1	9	1	2	yes
108	1	10	1	2	yes
108	1	11	1	2	yes
108	1	12	1	2	yes
108	1	13	1	2	yes
108	1	14	1	2	yes
108	1	15	1	2	yes
108	1	16	1	2	yes
108	1	17	1	2	yes
108	1	18	1	2	yes
108	1	19	1	2	yes
108	1	20	1	2	yes
109	1	1	1	2	yes
109	1	2	1	2	yes
109	1	3	1	2	yes
109	1	4	1	2	yes
109	1	5	1	2	yes
109	1	6	1	2	yes
109	1	7	1	2	yes
109	1	8	1	2	yes
109	1	9	1	2	yes
110	1	1	1	2	yes
110	1	2	1	2	yes
110	1	3	1	2	yes
110	1	4	1	2	yes
110	1	5	1	2	yes
110	1	6	1	2	yes
110	1	7	1	2	yes
110	1	8	1	2	yes
110	1	9	1	2	yes
111	1	1	1	2	yes
111	1	2	1	2	yes
111	1	3	1	2	yes
111	1	4	1	2	yes
111	1	5	1	2	yes
111	1	6	1	2	yes
111	1	7	1	2	yes
111	1	8	1	2	yes
111	1	9	1	2	yes
112	1	1	1	2	yes
112	1	2	1	2	yes
112	1	3	1	2	yes
112	1	4	1	2	yes
112	1	5	1	2	yes
112	1	6	1	2	yes
112	1	7	1	2	yes
112	1	8	1	2	yes
112	1	9	1	2	yes
112	1	10	1	2	yes
112	1	11	1	2	yes
112	1	12	1	2	yes
112	1	13	1	2	yes
112	1	14	1	2	yes
112	1	15	1	2	yes
112	1	16	1	2	yes
112	1	17	1	2	yes
112	1	18	1	2	yes
112	1	19	1	2	yes
112	1	20	1	2	yes
113	1	1	1	2	yes
113	1	2	1	2	yes
113	1	3	1	2	yes
113	1	4	1	2	yes
113	1	5	1	2	yes
113	1	6	1	2	yes
113	1	7	1	2	yes
113	1	8	1	2	yes
113	1	9	1	2	yes
114	1	1	1	2	yes
114	1	2	1	2	yes
114	1	3	1	2	yes
114	1	4	1	2	yes
114	1	5	1	2	yes
114	1	6	1	2	yes
114	1	7	1	2	yes
114	1	8	1	2	yes
114	1	9	1	2	yes
115	1	1	1	2	yes
115	1	2	1	2	yes
115	1	3	1	2	yes
115	1	4	1	2	yes
115	1	5	1	2	yes
115	1	6	1	2	yes
115	1	7	1	2	yes
115	1	8	1	2	yes
115	1	9	1	2	yes
116	1	1	1	2	yes
116	1	2	1	2	yes
116	1	3	1	2	yes
116	1	4	1	2	yes
116	1	5	1	2	yes
116	1	6	1	2	yes
116	1	7	1	2	yes
116	1	8	1	2	yes
116	1	9	1	2	yes
116	1	10	1	2	yes
116	1	11	1	2	yes
116	1	12	1	2	yes
116	1	13	1	2	yes
116	1	14	1	2	yes
116	1	15	1	2	yes
116	1	16	1	2	yes
116	1	17	1	2	yes
116	1	18	1	2	yes
116	1	19	1	2	yes
116	1	20	1	2	yes
117	1	1	1	2	yes
117	1	2	1	2	yes
117	1	3	1	2	yes
117	1	4	1	2	yes
117	1	5	1	2	yes
117	1	6	1	2	yes
117	1	7	1	2	yes
117	1	8	1	2	yes
117	1	9	1	2	yes
118	1	1	1	2	yes
118	1	2	1	2	yes
118	1	3	1	2	yes
118	1	4	1	2	yes
118	1	5	1	2	yes
118	1	6	1	2	yes
118	1	7	1	2	yes
118	1	8	1	2	yes
118	1	9	1	2	yes
119	1	1	1	2	yes
119	1	2	1	2	yes
119	1	3	1	2	yes
119	1	4	1	2	yes
119	1	5	1	2	yes
119	1	6	1	2	yes
119	1	7	1	2	yes
119	1	8	1	2	yes
119	1	9	1	2	yes
120	1	1	1	2	yes
120	1	2	1	2	yes
120	1	3	1	2	yes
120	1	4	1	2	yes
120	1	5	1	2	yes
120	1	6	1	2	yes
120	1	7	1	2	yes
120	1	8	1	2	yes
120	1	9	1	2	yes
121	1	1	1	2	yes
121	1	2	1	2	yes
121	1	3	1	2	yes
121	1	4	1	2	yes
121	1	5	1	2	yes
121	1	6	1	2	yes
121	1	7	1	2	yes
121	1	8	1	2	yes
121	1	9	1	2	yes
121	1	10	1	2	yes
121	1	11	1	2	yes
121	1	12	1	2	yes
121	1	13	1	2	yes
121	1	14	1	2	yes
121	1	15	1	2	yes
121	1	16	1	2	yes
121	1	17	1	2	yes
121	1	18	1	2	yes
121	1	19	1	2	yes
121	1	20	1	2	yes
122	1	1	1	2	yes
122	1	2	1	2	yes
122	1	3	1	2	yes
122	1	4	1	2	yes
122	1	5	1	2	yes
122	1	6	1	2	yes
122	1	7	1	2	yes
122	1	8	1	2	yes
123	1	1	1	2	yes
123	1	2	1	2	yes
123	1	3	1	2	yes
123	1	4	1	2	yes
123	1	5	1	2	yes
123	1	6	1	2	yes
123	1	7	1	2	yes
123	1	8	1	2	yes
123	1	9	1	2	yes
124	1	1	1	2	yes
124	1	2	1	2	yes
124	1	3	1	2	yes
124	1	4	1	2	yes
124	1	5	1	2	yes
124	1	6	1	2	yes
124	1	7	1	2	yes
124	1	8	1	2	yes
124	1	9	1	2	yes
125	1	1	1	2	yes
125	1	2	1	2	yes
125	1	3	1	2	yes
125	1	4	1	2	yes
125	1	5	1	2	yes
125	1	6	1	2	yes
125	1	7	1	2	yes
125	1	8	1	2	yes
125	1	9	1	2	yes
126	1	1	1	2	yes
126	1	2	1	2	yes
126	1	3	1	2	yes
126	1	4	1	2	yes
126	1	5	1	2	yes
126	1	6	1	2	yes
126	1	7	1	2	yes
126	1	8	1	2	yes
126	1	9	1	2	yes
126	1	10	1	2	yes
126	1	11	1	2	yes
126	1	12	1	2	yes
126	1	13	1	2	yes
126	1	14	1	2	yes
126	1	15	1	2	yes
126	1	16	1	2	yes
126	1	17	1	2	yes
126	1	18	1	2	yes
126	1	19	1	2	yes
126	1	20	1	2	yes
127	1	1	1	2	yes
127	1	2	1	2	yes
127	1	3	1	2	yes
127	1	4	1	2	yes
127	1	5	1	2	yes
127	1	6	1	2	yes
127	1	7	1	2	yes
127	1	8	1	2	yes
127	1	9	1	2	yes
128	1	1	1	2	yes
128	1	2	1	2	yes
128	1	3	1	2	yes
128	1	4	1	2	yes
128	1	5	1	2	yes
128	1	6	1	2	yes
128	1	7	1	2	yes
128	1	8	1	2	yes
128	1	9	1	2	yes
129	1	1	1	2	yes
129	1	2	1	2	yes
129	1	3	1	2	yes
129	1	4	1	2	yes
129	1	5	1	2	yes
129	1	6	1	2	yes
129	1	7	1	2	yes
129	1	8	1	2	yes
129	1	9	1	2	yes
130	1	1	1	2	yes
130	1	2	1	2	yes
130	1	3	1	2	yes
130	1	4	1	2	yes
130	1	5	1	2	yes
130	1	6	1	2	yes
130	1	7	1	2	yes
130	1	8	1	2	yes
130	1	9	1	2	yes
130	1	10	1	2	yes
130	1	11	1	2	yes
130	1	12	1	2	yes
130	1	13	1	2	yes
130	1	14	1	2	yes
130	1	15	1	2	yes
130	1	16	1	2	yes
130	1	17	1	2	yes
130	1	18	1	2	yes
130	1	19	1	2	yes
130	1	20	1	2	yes
131	1	1	1	2	yes
131	1	2	1	2	yes
131	1	3	1	2	yes
131	1	4	1	2	yes
131	1	5	1	2	yes
131	1	6	1	2	yes
131	1	7	1	2	yes
131	1	8	1	2	yes
131	1	9	1	2	yes
132	1	1	1	2	yes
133	1	1	2	2	yes
