call_id	energy_index	family	branch	legacy_l	form_selector	energy_mev	multipole_real	multipole_imag
119	1	6	2	6	3	1.9344999694824219E+002	1.0349458316341043E-003	1.5036135531110162E-011
120	1	1	1	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	1	1	2	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	1	1	3	134	1.9422999572753906E+002	-3.5856852531433105E+000	-8.9084275532513857E-004
120	1	1	1	4	134	1.9422999572753906E+002	-3.0606207251548767E-001	-3.7411581388369086E-007
120	1	1	1	5	25	1.9422999572753906E+002	-6.1478201299905777E-002	-3.8946716074406140E-008
120	1	1	1	6	25	1.9422999572753906E+002	-1.3423726893961430E-002	-4.6076639725889379E-010
120	1	1	2	1	135	1.9422999572753906E+002	-2.2124217987060547E+001	1.7964490652084351E+000
120	1	1	2	2	21	1.9422999572753906E+002	-2.7215723991394043E+000	-2.2429506480693817E-001
120	1	1	2	3	134	1.9422999572753906E+002	-5.1201778650283813E-001	1.9022995547857136E-004
120	1	1	2	4	134	1.9422999572753906E+002	-1.0321354120969772E-001	-3.9697720239928458E-006
120	1	1	2	5	25	1.9422999572753906E+002	-2.4483716115355492E-002	7.2220958102775512E-009
120	1	1	2	6	25	1.9422999572753906E+002	-6.3521084375679493E-003	-5.4327203846682437E-010
120	1	2	1	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	2	1	2	134	1.9422999572753906E+002	-6.5067629814147949E+000	7.7556371688842773E-002
120	1	2	1	3	134	1.9422999572753906E+002	-3.1824684143066406E-001	-7.9066652688197792E-005
120	1	2	1	4	134	1.9422999572753906E+002	-4.9339193850755692E-002	-6.0309908178624028E-008
120	1	2	1	5	25	1.9422999572753906E+002	-9.2282090336084366E-003	-5.8461120389097232E-009
120	1	2	1	6	25	1.9422999572753906E+002	-1.9215139327570796E-003	-6.5955532702055564E-011
120	1	2	2	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	2	2	2	21	1.9422999572753906E+002	1.7655193328857422E+001	1.4550311565399170E+000
120	1	2	2	3	134	1.9422999572753906E+002	2.4499735236167908E-001	-9.1023859567940235E-005
120	1	2	2	4	124	1.9422999572753906E+002	1.8428878858685493E-002	7.0880895464142668E-007
120	1	2	2	5	25	1.9422999572753906E+002	7.5440076179802418E-003	-2.2252972797787152E-009
120	1	2	2	6	25	1.9422999572753906E+002	1.6066968673840165E-003	1.3741476012629761E-010
120	1	3	1	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	3	1	2	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	3	1	3	134	1.9422999572753906E+002	1.3732422590255737E+000	7.2053493931889534E-004
120	1	3	1	4	134	1.9422999572753906E+002	2.3455923795700073E-001	5.7828578974294942E-006
120	1	3	1	5	25	1.9422999572753906E+002	4.0502056479454041E-002	3.8063141971633740E-008
120	1	3	1	6	25	1.9422999572753906E+002	8.9684501290321350E-003	4.6466425152047464E-010
120	1	3	2	1	135	1.9422999572753906E+002	1.4031416893005371E+001	1.5487917661666870E+000
120	1	3	2	2	134	1.9422999572753906E+002	1.6959184408187866E+000	-1.1838306672871113E-002
120	1	3	2	3	134	1.9422999572753906E+002	3.3378207683563232E-001	2.7858885005116463E-004
120	1	3	2	4	134	1.9422999572753906E+002	6.6763177514076233E-002	-2.9645516974596831E-007
120	1	3	2	5	25	1.9422999572753906E+002	1.6320833936333656E-002	1.6810458802751782E-008
120	1	3	2	6	25	1.9422999572753906E+002	4.2357649654150009E-003	6.6181296554113089E-011
120	1	4	1	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	4	1	2	134	1.9422999572753906E+002	9.9010819196701050E-001	-1.2112961150705814E-002
120	1	4	1	3	134	1.9422999572753906E+002	2.6583048701286316E-001	1.3948918785899878E-004
120	1	4	1	4	134	1.9422999572753906E+002	4.0830630809068680E-002	1.0067295761473360E-006
120	1	4	1	5	25	1.9422999572753906E+002	6.3544022850692272E-003	5.9717586431418113E-009
120	1	4	1	6	25	1.9422999572753906E+002	1.2815543450415134E-003	6.6398588016713944E-011
120	1	4	2	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	4	2	2	134	1.9422999572753906E+002	-1.8901932239532471E+000	1.3194430619478226E-002
120	1	4	2	3	134	1.9422999572753906E+002	-2.1042044460773468E-001	-1.7562594439368695E-004
120	1	4	2	4	134	1.9422999572753906E+002	-2.1062433719635010E-002	9.3525628130919358E-008
120	1	4	2	5	25	1.9422999572753906E+002	-5.1380186341702938E-003	-5.2921595994348536E-009
120	1	4	2	6	25	1.9422999572753906E+002	-1.0694706579670310E-003	-1.6709840108819485E-011
120	1	5	1	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	5	1	2	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	5	1	3	134	1.9422999572753906E+002	-2.6937234401702881E+000	-1.4135596575215459E-003
