initial_a1_real	initial_a2_real	initial_a3_real	initial_a4_real	final_a1_real	final_a1_imag	final_a2_real	final_a2_imag	final_a3_real	final_a3_imag	final_a4_real	final_a4_imag
-2.3020580291748047E+001	-3.8574165344238281E+001	3.8636081695556641E+001	6.7080726623535156E+001	-1.0218122482299805E+001	-4.5247902870178223E+000	2.7739458084106445E+000	-8.1363880634307861E-001	1.4933346509933472E+000	1.5641877174377441E+001	2.7576277256011963E+000	5.3312582969665527E+000
