independent_variable	independent_value	observable	uncertainty	lab_angle_deg	lab_differential_cross_section
CosA	-1.000	0.2213E+01	0.0000E+00		
CosA	-0.500	0.3371E+01	0.0000E+00		
CosA	0.000	0.2036E+01	0.0000E+00		
CosA	0.500	0.6642E+01	0.0000E+00		
CosA	1.000	0.1008E+02	0.0000E+00		
