identifier	title	source_sha256	explicit_records	active_forms	cm12_forms	max_partial_wave	pion_coupling	omega_vector	omega_tensor	rho_vector	rho_tensor	cutoff_mev
CM12	CM12 2700 MEV P(200) CHI/DP=51634/25553                SM05    7/31/11	dbcaae30bbf44aca6e5482fc2b10b81cb6e1033cf41061bc089d5f6a85576522	54	60	34	6	13.75000	22.50000	.00000	.00000	.00000	.00000	
